index	block	cond	shockCond	shockTrial	term	ForS	condID	wordID	wordName	imgID	imgName	imgFile	imgType	subType	repType
1	1	F	threat	0	F	FOIL	F_14	W3	wwGLOVE	FOIL	FOIL	FOIL	FOIL	FOIL	0
2	1	F	threat	1	F	FOIL	F_9	W203	wwCANE	FOIL	FOIL	FOIL	FOIL	FOIL	0
3	1	TO_4	threat	0	TO_4	Outdoor	WO_14	W65	wwWAND	Outdoor45	field_cultivated	outdoor_field_cultivated.jpg	outdoor	natural	4
4	1	F	threat	0	F	FOIL	F_2	W69	wwWALRUS	FOIL	FOIL	FOIL	FOIL	FOIL	0
5	1	TO_2	threat	0	TO_2	Outdoor	WO_1	W144	wwNECKLACE	Outdoor68	hotel	outdoor_hotel.jpg	outdoor	manmade	2
6	1	TI_2	threat	0	TI_2	Indoor	WI_13	W173	wwPENCIL	Indoor51	dentists_office	indoor_dentists_office.jpg	indoor	indoor	2
7	1	TI_4	threat	0	TI_4	Indoor	WI_8	W195	wwRIFLE	Indoor93	optician	indoor_optician.jpg	indoor	indoor	4
8	1	TI_2	threat	0	TI_2	Indoor	WI_5	W130	wwCLOAK	Indoor15	bakery	indoor_bakery.jpg	indoor	indoor	2
9	1	TO_4	threat	0	TO_4	Outdoor	WO_2	W149	wwOWL	Outdoor66	hot_spring	outdoor_hot_spring.jpg	outdoor	natural	4
10	1	TO_2	threat	0	TO_2	Outdoor	WO_11	W246	wwMOTH	Outdoor59	hangar	outdoor_hangar.jpg	outdoor	manmade	2
11	1	F	threat	0	F	FOIL	F_5	W67	wwFIDDLE	FOIL	FOIL	FOIL	FOIL	FOIL	0
12	1	TO_4	threat	0	TO_4	Outdoor	WO_6	W242	wwPOSTER	Outdoor36	creek	outdoor_creek.jpg	outdoor	natural	4
13	1	TI_2	threat	0	TI_2	Indoor	WI_3	W22	wwDOUGHNUT	Indoor107	squash_court	indoor_squash_court.jpg	indoor	indoor	2
14	1	TI_2	threat	0	TI_2	Indoor	WI_1	W87	wwNET	Indoor79	library	indoor_library.jpg	indoor	indoor	2
15	1	F	threat	0	F	FOIL	F_1	W13	wwSTOMACH	FOIL	FOIL	FOIL	FOIL	FOIL	0
16	1	TI_4	threat	0	TI_4	Indoor	WI_14	W9	wwMAP	Indoor110	subway_interior	indoor_subway_interior.jpg	indoor	indoor	4
17	1	TO_4	threat	0	TO_4	Outdoor	WO_8	W172	wwPYTHON	Outdoor39	dam	outdoor_dam.jpg	outdoor	natural	4
18	1	F	threat	0	F	FOIL	F_10	W36	wwDAISY	FOIL	FOIL	FOIL	FOIL	FOIL	0
19	1	TO_4	threat	0	TO_4	Outdoor	WO_10	W23	wwSALAD	Outdoor103	pasture	outdoor_pasture.jpg	outdoor	natural	4
20	1	F	threat	0	F	FOIL	F_7	W162	wwDESK	FOIL	FOIL	FOIL	FOIL	FOIL	0
21	1	TO_2	threat	0	TO_2	Outdoor	WO_5	W187	wwWORM	Outdoor20	bridge	outdoor_bridge.jpg	outdoor	manmade	2
22	1	TI_4	threat	0	TI_4	Indoor	WI_2	W95	wwQUAIL	Indoor43	cloister	indoor_cloister.jpg	indoor	indoor	4
