index	block	cond	shockCond	shockTrial	term	ForS	condID	wordID	wordName	imgID	imgName	imgFile	imgType	subType	repType
1	1	F	threat	0	F	FOIL	F_11	W237	wwTHONG	FOIL	FOIL	FOIL	FOIL	FOIL	0
2	1	F	threat	0	F	FOIL	F_10	W174	wwTRAY	FOIL	FOIL	FOIL	FOIL	FOIL	0
3	1	TI_2	threat	0	TI_2	Indoor	WI_13	W11	wwPOWDER	Indoor100	restaurant	indoor_restaurant.jpg	indoor	indoor	2
4	1	TI_4	threat	0	TI_4	Indoor	WI_2	W72	wwTYPEWRITER	Indoor81	living_room	indoor_living_room.jpg	indoor	indoor	4
5	1	TO_4	threat	0	TO_4	Outdoor	WO_4	W64	wwJACKET	Outdoor65	hill	outdoor_hill.jpg	outdoor	natural	4
6	1	F	threat	0	F	FOIL	F_12	W194	wwCHICKEN	FOIL	FOIL	FOIL	FOIL	FOIL	0
7	1	TO_2	threat	0	TO_2	Outdoor	WO_11	W226	wwLION	Outdoor29	cemetery	outdoor_cemetery.jpg	outdoor	manmade	2
8	1	TI_2	threat	0	TI_2	Indoor	WI_9	W28	wwMUSTARD	Indoor8	assembly_line	indoor_assembly_line.jpg	indoor	indoor	2
9	1	TO_4	threat	0	TO_4	Outdoor	WO_10	W162	wwDESK	Outdoor98	oil_refinery	outdoor_oil_refinery.jpg	outdoor	manmade	4
10	1	F	threat	0	F	FOIL	F_6	W193	wwCLAM	FOIL	FOIL	FOIL	FOIL	FOIL	0
11	1	TO_2	threat	0	TO_2	Outdoor	WO_1	W168	wwDRUG	Outdoor74	inn	outdoor_inn.jpg	outdoor	manmade	2
12	1	F	threat	0	F	FOIL	F_1	W73	wwCEREAL	FOIL	FOIL	FOIL	FOIL	FOIL	0
13	1	TI_2	threat	0	TI_2	Indoor	WI_5	W27	wwSOUP	Indoor88	museum	indoor_museum.jpg	indoor	indoor	2
14	1	TO_4	threat	0	TO_4	Outdoor	WO_8	W171	wwSARDINE	Outdoor88	mosque	outdoor_mosque.jpg	outdoor	manmade	4
15	1	F	threat	0	F	FOIL	F_4	W205	wwBOWL	FOIL	FOIL	FOIL	FOIL	FOIL	0
16	1	TI_4	threat	0	TI_4	Indoor	WI_10	W124	wwSNAIL	Indoor30	brewery	indoor_brewery.jpg	indoor	indoor	4
17	1	F	threat	1	F	FOIL	F_13	W225	wwCUCUMBER	FOIL	FOIL	FOIL	FOIL	FOIL	0
18	1	TO_2	threat	0	TO_2	Outdoor	WO_7	W210	wwAPPLE	Outdoor34	corral	outdoor_corral.jpg	outdoor	natural	2
19	1	TI_2	threat	0	TI_2	Indoor	WI_7	W116	wwOLIVE	Indoor59	fastfood_restaurant	indoor_fastfood_restaurant.jpg	indoor	indoor	2
20	1	TO_2	threat	0	TO_2	Outdoor	WO_9	W89	wwBOAT	Outdoor95	oilrig	outdoor_oilrig.jpg	outdoor	manmade	2
21	1	TO_4	threat	0	TO_4	Outdoor	WO_12	W107	wwCRADLE	Outdoor10	baseball_field	outdoor_baseball_field.jpg	outdoor	manmade	4
22	1	TO_4	threat	0	TO_4	Outdoor	WO_6	W62	wwSHOVEL	Outdoor78	landing_deck	outdoor_landing_deck.jpg	outdoor	manmade	4
23	1	TI_4	threat	0	TI_4	Indoor	WI_6	W141	wwTORNADO	Indoor17	ballroom	indoor_ballroom.jpg	indoor	indoor	4
24	1	F	threat	0	F	FOIL	F_14	W18	wwOMELET	FOIL	FOIL	FOIL	FOIL	FOIL	0
25	1	TO_4	threat	0	TO_4	Outdoor	WO_2	W22	wwDOUGHNUT	Outdoor61	hayfield	outdoor_hayfield.jpg	outdoor	natural	4
26	1	TI_2	threat	0	TI_2	Indoor	WI_11	W51	wwEMPEROR	Indoor5	archive	indoor_archive.jpg	indoor	indoor	2
27	1	TO_2	threat	0	TO_2	Outdoor	WO_5	W145	wwBIBLE	Outdoor83	manufactured_home	outdoor_manufactured_home.jpg	outdoor	manmade	2
28	1	F	threat	0	F	FOIL	F_3	W133	wwPUDDLE	FOIL	FOIL	FOIL	FOIL	FOIL	0
29	1	TI_4	threat	0	TI_4	Indoor	WI_14	W227	wwROCK	Indoor1	airplane_cabin	indoor_airplane_cabin.jpg	indoor	indoor	4
30	1	F	threat	0	F	FOIL	F_2	W251	wwBENCH	FOIL	FOIL	FOIL	FOIL	FOIL	0
31	1	TO_2	threat	0	TO_2	Outdoor	WO_3	W207	wwLAMP	Outdoor64	highway	outdoor_highway.jpg	outdoor	natural	2
32	1	F	threat	0	F	FOIL	F_7	W75	wwDOVE	FOIL	FOIL	FOIL	FOIL	FOIL	0
33	1	TI_4	threat	0	TI_4	Indoor	WI_4	W155	wwBAYONET	Indoor107	squash_court	indoor_squash_court.jpg	indoor	indoor	4
34	1	TI_4	threat	0	TI_4	Indoor	WI_8	W198	wwANT	Indoor40	chicken_coop	indoor_chicken_coop.jpg	indoor	indoor	4
35	1	TI_2	threat	0	TI_2	Indoor	WI_1	W59	wwSNOW	Indoor69	ice_skating_rink	indoor_ice_skating_rink.jpg	indoor	indoor	2
