index,run,trial,onset,duration,cond,repType,repCount,word,pic,resp,respRT,ISIresp,ISIrespRT
1,1,1,10.0044,1.9977,WI,4,1,PASSPORT,dining_room,UR,0.9312,NR,3.0000
2,1,2,22.0647,-10.0637,WO,2,1,MANURE,canyon,R,1.3396,NR,3.0000
3,1,3,34.1201,-22.1193,WI,2,1,POWDER,dentists_office,UR,1.4744,NR,3.0000
4,1,4,46.1771,-34.1758,WO,4,1,BANDIT,cemetery,R,1.3515,NR,3.0000
5,1,5,58.2336,-46.2324,WO,4,2,BANDIT,cemetery,R,0.8864,NR,3.0000
6,1,6,70.2788,-58.2758,WO,4,1,CLOAK,hotel,UR,1.0023,NR,3.0000
7,1,7,82.3384,-70.3374,WI,2,1,QUAIL,kennel,UR,1.8649,NR,3.0000
8,1,8,94.3947,-82.3936,WO,2,1,OATMEAL,raceway,UR,1.1914,NR,3.0000
9,1,9,106.4516,-94.4503,WI,2,1,VIOLIN,throne_room,R,1.5735,NR,3.0000
10,1,10,118.5081,-106.5059,WO,2,1,WALLET,castle,UR,1.3862,NR,3.0000
11,1,11,130.5661,-118.5640,WI,2,1,PENCIL,hospital_room,UR,1.7585,NR,3.0000
12,1,12,142.6233,-130.6220,WI,2,1,GOAT,bus_interior,UR,1.3978,NR,3.0000
13,1,13,154.6800,-142.6774,WO,4,1,KNIFE,lido_deck,UR,1.8674,NR,3.0000
14,1,14,166.7387,-154.7377,WO,2,1,MEDAL,hayfield,UR,2.2723,NR,3.0000
15,1,15,178.7954,-166.7935,WO,4,2,CLOAK,hotel,UR,1.6124,NR,3.0000
16,1,16,190.8533,-178.8517,WI,4,2,PASSPORT,dining_room,UR,1.3388,NR,3.0000
17,1,17,202.9106,-190.9095,WO,4,2,KNIFE,lido_deck,UR,1.0092,NR,3.0000
18,1,18,214.9675,-202.9666,WO,2,1,PEDAL,labyrinth,UR,2.4630,NR,3.0000
19,1,19,227.0247,-215.0225,WI,4,1,APPLE,chicken_coop,R,1.8200,NR,3.0000
20,1,20,239.0828,-227.0810,WI,4,1,STOOL,bakery,UR,1.2804,NR,3.0000
21,1,21,251.1409,-239.1395,WO,2,1,TYPEWRITER,harbor,UR,1.9901,NR,3.0000
22,1,22,263.1987,-251.1964,WO,2,1,KALE,garbage_dump,R,1.6361,NR,3.0000
23,1,23,275.2567,-263.2557,WI,4,2,APPLE,chicken_coop,R,1.0985,NR,3.0000
24,1,24,287.3140,-275.3131,WO,4,1,ANCHOR,ice_shelf,R,1.3996,NR,3.0000
25,1,25,299.3707,-287.3684,WO,4,1,SEAL,motel,UR,1.4531,NR,3.0000
26,1,26,311.4292,-299.4276,WI,4,1,WAND,bistro,R,2.0019,NR,3.0000
