index	block	cond	shockCond	shockTrial	term	ForS	condID	wordID	wordName	imgID	imgName	imgFile	imgType	subType	repType
1	1	TI_4	safe	0	TI_4	Indoor	WI_8	W176	wwHIGHWAY	Indoor79	library	indoor_library.jpg	indoor	indoor	4
2	1	TI_2	safe	0	TI_2	Indoor	WI_7	W95	wwQUAIL	Indoor58	escalator	indoor_escalator.jpg	indoor	indoor	2
3	1	F	safe	0	F	FOIL	F_1	W125	wwSCISSORS	FOIL	FOIL	FOIL	FOIL	FOIL	0
4	1	TI_2	safe	0	TI_2	Indoor	WI_5	W121	wwCANNON	Indoor1	airplane_cabin	indoor_airplane_cabin.jpg	indoor	indoor	2
5	1	F	safe	0	F	FOIL	F_6	W174	wwTRAY	FOIL	FOIL	FOIL	FOIL	FOIL	0
6	1	TO_4	safe	0	TO_4	Outdoor	WO_4	W37	wwACCORDIAN	Outdoor5	athletic_field	outdoor_athletic_field.jpg	outdoor	manmade	4
7	1	TI_4	safe	0	TI_4	Indoor	WI_6	W45	wwPENNY	Indoor63	garage	indoor_garage.jpg	indoor	indoor	4
8	1	TI_2	safe	0	TI_2	Indoor	WI_11	W11	wwPOWDER	Indoor44	closet	indoor_closet.jpg	indoor	indoor	2
9	1	TI_2	safe	0	TI_2	Indoor	WI_9	W52	wwUMBRELLA	Indoor27	bookstore	indoor_bookstore.jpg	indoor	indoor	2
10	1	F	safe	0	F	FOIL	F_5	W146	wwMEDAL	FOIL	FOIL	FOIL	FOIL	FOIL	0
11	1	TI_4	safe	0	TI_4	Indoor	WI_2	W108	wwCAGE	Indoor34	cafeteria	indoor_cafeteria.jpg	indoor	indoor	4
12	1	TO_4	safe	0	TO_4	Outdoor	WO_14	W234	wwLAMB	Outdoor41	dock	outdoor_dock.jpg	outdoor	natural	4
13	1	F	safe	0	F	FOIL	F_4	W57	wwSHOWER	FOIL	FOIL	FOIL	FOIL	FOIL	0
14	1	TO_4	safe	0	TO_4	Outdoor	WO_12	W131	wwEYE	Outdoor75	islet	outdoor_islet.jpg	outdoor	natural	4
15	1	TI_4	safe	0	TI_4	Indoor	WI_12	W231	wwHAM	Indoor118	toyshop	indoor_toyshop.jpg	indoor	indoor	4
16	1	TO_2	safe	0	TO_2	Outdoor	WO_11	W123	wwTWEEZERS	Outdoor36	creek	outdoor_creek.jpg	outdoor	natural	2
17	1	TO_2	safe	0	TO_2	Outdoor	WO_1	W217	wwARROW	Outdoor3	aqueduct	outdoor_aqueduct.jpg	outdoor	natural	2
18	1	TI_2	safe	0	TI_2	Indoor	WI_1	W173	wwPENCIL	Indoor94	pantry	indoor_pantry.jpg	indoor	indoor	2
19	1	F	safe	0	F	FOIL	F_2	W191	wwANCHOR	FOIL	FOIL	FOIL	FOIL	FOIL	0
20	1	TO_2	safe	0	TO_2	Outdoor	WO_5	W15	wwVIOLIN	Outdoor109	plaza	outdoor_plaza.jpg	outdoor	manmade	2
21	1	TO_4	safe	0	TO_4	Outdoor	WO_8	W3	wwGLOVE	Outdoor70	ice_floe	outdoor_ice_floe.jpg	outdoor	natural	4
22	1	F	safe	0	F	FOIL	F_7	W225	wwCUCUMBER	FOIL	FOIL	FOIL	FOIL	FOIL	0
23	1	F	safe	0	F	FOIL	F_9	W219	wwOATMEAL	FOIL	FOIL	FOIL	FOIL	FOIL	0
24	1	F	safe	0	F	FOIL	F_13	W50	wwROSARY	FOIL	FOIL	FOIL	FOIL	FOIL	0
25	1	TO_4	safe	0	TO_4	Outdoor	WO_2	W62	wwSHOVEL	Outdoor93	ocean	outdoor_ocean.jpg	outdoor	natural	4
26	1	TO_2	safe	0	TO_2	Outdoor	WO_9	W221	wwCOFFEE	Outdoor56	gazebo	outdoor_gazebo.jpg	outdoor	manmade	2
27	1	TO_4	safe	0	TO_4	Outdoor	WO_6	W64	wwJACKET	Outdoor55	gas_station	outdoor_gas_station.jpg	outdoor	manmade	4
28	1	TO_4	safe	0	TO_4	Outdoor	WO_10	W39	wwSADDLE	Outdoor52	formal_garden	outdoor_formal_garden.jpg	outdoor	natural	4
29	1	TI_4	safe	0	TI_4	Indoor	WI_10	W73	wwCEREAL	Indoor114	television_studio	indoor_television_studio.jpg	indoor	indoor	4
30	1	TI_4	safe	0	TI_4	Indoor	WI_14	W247	wwFENCE	Indoor108	stable	indoor_stable.jpg	indoor	indoor	4
31	1	TO_2	safe	0	TO_2	Outdoor	WO_13	W78	wwELEPHANT	Outdoor98	oil_refinery	outdoor_oil_refinery.jpg	outdoor	manmade	2
32	1	F	safe	0	F	FOIL	F_3	W175	wwBATON	FOIL	FOIL	FOIL	FOIL	FOIL	0
33	1	TI_2	safe	0	TI_2	Indoor	WI_13	W20	wwPOTATO	Indoor4	aquarium	indoor_aquarium.jpg	indoor	indoor	2
34	1	F	safe	0	F	FOIL	F_10	W218	wwCRAB	FOIL	FOIL	FOIL	FOIL	FOIL	0
35	1	TO_2	safe	0	TO_2	Outdoor	WO_3	W44	wwGEESE	Outdoor108	playground	outdoor_playground.jpg	outdoor	natural	2
36	1	F	safe	0	F	FOIL	F_11	W214	wwWALLET	FOIL	FOIL	FOIL	FOIL	FOIL	0
37	1	TO_2	safe	0	TO_2	Outdoor	WO_7	W129	wwEASEL	Outdoor83	manufactured_home	outdoor_manufactured_home.jpg	outdoor	manmade	2
38	1	TI_4	safe	0	TI_4	Indoor	WI_4	W53	wwHELMET	Indoor61	galley	indoor_galley.jpg	indoor	indoor	4
39	1	F	safe	0	F	FOIL	F_14	W162	wwDESK	FOIL	FOIL	FOIL	FOIL	FOIL	0
40	1	TI_2	safe	0	TI_2	Indoor	WI_3	W71	wwDUST	Indoor26	bistro	indoor_bistro.jpg	indoor	indoor	2
41	1	F	safe	0	F	FOIL	F_8	W202	wwWALNUT	FOIL	FOIL	FOIL	FOIL	FOIL	0
42	1	F	safe	0	F	FOIL	F_12	W87	wwNET	FOIL	FOIL	FOIL	FOIL	FOIL	0
43	2	TI_2	threat	0	TI_2	Indoor	WI_25	W77	wwCAMEL	Indoor104	shoe_shop	indoor_shoe_shop.jpg	indoor	indoor	2
44	2	TO_4	threat	0	TO_4	Outdoor	WO_20	W85	wwOPIUM	Outdoor23	cabin	outdoor_cabin.jpg	outdoor	manmade	4
45	2	TI_2	threat	0	TI_2	Indoor	WI_15	W35	wwBOOT	Indoor25	biology_laboratory	indoor_biology_laboratory.jpg	indoor	indoor	2
46	2	TI_2	threat	0	TI_2	Indoor	WI_19	W237	wwTHONG	Indoor82	lobby	indoor_lobby.jpg	indoor	indoor	2
47	2	F	threat	0	F	FOIL	F_20	W102	wwCLARINET	FOIL	FOIL	FOIL	FOIL	FOIL	0
48	2	TI_4	threat	0	TI_4	Indoor	WI_16	W188	wwPLUG	Indoor81	living_room	indoor_living_room.jpg	indoor	indoor	4
