index,run,trial,onset,duration,cond,subcond,resp,acc,respRT,ISIresp,ISIacc,ISIrespRT
1,1,1,12.0047,1.4977,face,female,NR,0,999.0000,female,1,0.2216
2,1,2,13.8692,1.1312,face,female,NR,0,999.0000,female,1,0.3257
3,1,3,15.0289,1.4719,face,male,female,0,0.3588,male,1,0.1057
4,1,4,16.5306,1.4703,face,male,male,1,0.4227,NR,0,999.0000
5,1,5,18.0311,1.4699,face,female,NR,0,999.0000,female,1,0.0466
6,1,6,19.5318,1.4688,face,male,male,1,0.3665,NR,0,999.0000
7,1,7,21.0321,1.4684,face,female,female,1,0.3425,NR,0,999.0000
8,1,8,22.5332,1.4680,face,male,male,1,0.2932,NR,0,999.0000
9,1,9,24.0339,1.4674,face,female,female,1,0.3338,NR,0,999.0000
10,1,10,25.5359,1.4654,face,male,male,1,0.2967,NR,0,999.0000
11,1,11,27.0542,10.4472,rest,rest,rest,1,999.0000,NR,1,0.0000
12,1,12,37.5506,1.4506,face,male,male,1,0.3551,NR,0,999.0000
13,1,13,39.0516,1.4487,face,male,male,1,0.4269,NR,0,999.0000
14,1,14,40.5364,1.4645,face,female,NR,0,999.0000,female,1,0.0203
15,1,15,42.0379,1.4634,face,male,male,1,0.3518,NR,0,999.0000
16,1,16,43.5379,1.4625,face,female,female,1,0.3525,NR,0,999.0000
17,1,17,45.0383,1.4618,face,male,male,1,0.2976,NR,0,999.0000
18,1,18,46.5381,1.4627,face,female,female,1,0.2730,NR,0,999.0000
19,1,19,48.0394,1.4615,face,male,NR,0,999.0000,male,1,0.0554
20,1,20,49.5411,1.4596,face,female,female,1,0.3548,NR,0,999.0000
21,1,21,51.0413,1.4595,face,female,male,0,0.2832,NR,0,999.0000
22,1,22,52.5541,10.4478,rest,rest,rest,1,999.0000,NR,1,0.0000
23,1,23,63.0611,1.4400,object,natural,NR,0,999.0000,manmade,0,0.0414
24,1,24,64.5608,1.4393,object,manmade,NR,0,999.0000,manmade,1,0.0389
25,1,25,66.0435,1.4572,object,manmade,NR,0,999.0000,manmade,1,0.0644
26,1,26,67.5436,1.4579,object,natural,natural,1,0.4421,NR,0,999.0000
27,1,27,69.0450,1.4562,object,manmade,NR,0,999.0000,manmade,1,0.0582
28,1,28,70.5455,1.4548,object,natural,manmade,0,0.4155,natural,1,0.2511
29,1,29,72.0458,1.4555,object,natural,NR,0,999.0000,natural,1,0.0061
30,1,30,73.5466,1.4537,object,manmade,NR,0,999.0000,natural,0,0.0224
31,1,31,75.0461,1.4549,object,manmade,manmade,1,0.3145,NR,0,999.0000
32,1,32,76.5476,1.4533,object,natural,manmade,0,0.4299,NR,0,999.0000
33,1,33,78.0547,10.4464,rest,rest,rest,1,999.0000,NR,1,0.0000
34,1,34,88.5700,1.4304,object,natural,NR,0,999.0000,natural,1,0.0928
35,1,35,90.0698,1.4312,object,manmade,NR,0,999.0000,manmade,1,0.0322
36,1,36,91.5500,1.4508,object,natural,natural,1,0.4291,NR,0,999.0000
37,1,37,93.0503,1.4502,object,manmade,manmade,1,0.3153,NR,0,999.0000
38,1,38,94.5499,1.4503,object,manmade,natural,0,0.3068,NR,0,999.0000
39,1,39,96.0510,1.4496,object,natural,manmade,0,0.3799,natural,1,0.1140
40,1,40,97.5514,1.4499,object,manmade,manmade,1,0.4421,NR,0,999.0000
41,1,41,99.0534,1.4478,object,natural,natural,1,0.4006,NR,0,999.0000
42,1,42,100.5538,1.4468,object,natural,NR,0,999.0000,manmade,0,0.0175
43,1,43,102.0538,1.4473,object,manmade,NR,0,999.0000,manmade,1,0.1126
44,1,44,103.5719,10.4287,rest,rest,rest,1,999.0000,NR,1,0.0000
45,1,45,114.0787,1.4231,face,male,NR,0,999.0000,NR,0,999.0000
46,1,46,115.5809,1.4203,face,male,NR,0,999.0000,male,1,0.0795
47,1,47,117.0598,1.4412,face,male,male,1,0.3984,NR,0,999.0000
48,1,48,118.5572,1.4436,face,female,female,1,0.3615,NR,0,999.0000
49,1,49,120.0576,1.4435,face,female,male,0,0.3360,NR,0,999.0000
50,1,50,121.5575,1.4435,face,female,female,1,0.3684,NR,0,999.0000
51,1,51,123.0589,1.4422,face,male,male,1,0.3586,NR,0,999.0000
52,1,52,124.5598,1.4414,face,female,female,1,0.3724,NR,0,999.0000
53,1,53,126.0608,1.4398,face,male,male,1,0.3707,NR,0,999.0000
54,1,54,127.5597,1.4408,face,female,female,1,0.2851,NR,0,999.0000
55,1,55,129.0726,10.4280,rest,rest,rest,1,999.0000,NR,1,0.0000
56,1,56,139.5883,1.4127,place,indoor,NR,0,999.0000,indoor,1,0.0811
57,1,57,141.0894,1.4107,place,indoor,NR,0,999.0000,indoor,1,0.0868
58,1,58,142.5622,1.4382,place,indoor,NR,0,999.0000,outdoor,0,0.0761
59,1,59,144.0625,1.4379,place,outdoor,NR,0,999.0000,outdoor,1,0.1750
60,1,60,145.5637,1.4369,place,outdoor,NR,0,999.0000,outdoor,1,0.0147
61,1,61,147.0635,1.4374,place,indoor,indoor,1,0.4130,NR,0,999.0000
62,1,62,148.5652,1.4355,place,outdoor,outdoor,1,0.2955,NR,0,999.0000
63,1,63,150.0657,1.4347,place,indoor,indoor,1,0.2998,NR,0,999.0000
64,1,64,151.5678,1.4330,place,outdoor,indoor,0,0.3957,NR,0,999.0000
65,1,65,153.0673,1.4336,place,outdoor,indoor,0,0.4202,outdoor,1,0.1106
66,1,66,154.5731,10.4276,rest,rest,rest,1,999.0000,NR,1,0.0000
67,1,67,165.0979,1.4032,place,indoor,NR,0,999.0000,indoor,1,0.1483
68,1,68,166.5991,1.4028,place,outdoor,NR,0,999.0000,outdoor,1,0.1053
69,1,69,168.0708,1.4302,place,outdoor,NR,0,999.0000,indoor,0,0.0698
70,1,70,169.5703,1.4306,place,indoor,outdoor,0,0.3507,NR,0,999.0000
71,1,71,171.0711,1.4289,place,outdoor,NR,0,999.0000,outdoor,1,0.0767
72,1,72,172.5695,1.4313,place,indoor,indoor,1,0.2998,NR,0,999.0000
73,1,73,174.0723,1.4279,place,indoor,indoor,1,0.3359,NR,0,999.0000
74,1,74,175.5723,1.4285,place,outdoor,NR,0,999.0000,indoor,0,0.0957
75,1,75,177.0731,1.4274,place,indoor,indoor,1,0.2386,NR,0,999.0000
76,1,76,178.5734,1.4271,place,outdoor,NR,0,999.0000,outdoor,1,0.0032
77,1,77,180.0904,10.4106,rest,rest,rest,1,999.0000,NR,1,0.0000
78,1,78,190.6081,1.3929,object,manmade,NR,0,999.0000,manmade,1,0.1037
79,1,79,192.1087,1.3919,object,manmade,NR,0,999.0000,manmade,1,0.2892
80,1,80,193.5763,1.4241,object,natural,NR,0,999.0000,natural,1,0.0602
81,1,81,195.0753,1.4252,object,manmade,NR,0,999.0000,manmade,1,0.0047
82,1,82,196.5765,1.4245,object,natural,NR,0,999.0000,natural,1,0.0097
83,1,83,198.0770,1.4240,object,natural,manmade,0,0.2177,NR,0,999.0000
84,1,84,199.5791,1.4210,object,natural,natural,1,0.3614,NR,0,999.0000
85,1,85,201.0771,1.4232,object,manmade,natural,0,0.3023,NR,0,999.0000
86,1,86,202.5789,1.4220,object,natural,manmade,0,0.2338,NR,0,999.0000
87,1,87,204.0792,1.4216,object,manmade,manmade,1,0.3073,NR,0,999.0000
88,1,88,205.5910,10.4100,rest,rest,rest,1,999.0000,NR,1,0.0000
89,1,89,216.1180,1.3822,place,indoor,NR,0,999.0000,indoor,1,0.1306
90,1,90,217.6176,1.3826,place,outdoor,NR,0,999.0000,outdoor,1,0.1822
91,1,91,219.1184,1.3828,place,indoor,NR,0,999.0000,indoor,1,0.0146
92,1,92,220.5832,1.4177,place,outdoor,NR,0,999.0000,outdoor,1,0.2714
93,1,93,222.0830,1.4178,place,outdoor,NR,0,999.0000,indoor,0,0.0355
94,1,94,223.5835,1.4179,place,outdoor,outdoor,1,0.3254,NR,0,999.0000
95,1,95,225.0852,1.4154,place,outdoor,NR,0,999.0000,outdoor,1,0.0584
96,1,96,226.5845,1.4168,place,indoor,NR,0,999.0000,indoor,1,0.0445
97,1,97,228.0868,1.4143,place,indoor,NR,0,999.0000,indoor,1,0.2145
98,1,98,229.5865,1.4148,place,indoor,NR,0,999.0000,indoor,1,0.0725
99,1,99,231.0913,10.4107,rest,rest,rest,1,999.0000,NR,1,0.0000
100,1,100,241.6286,1.3724,object,manmade,NR,0,999.0000,manmade,1,0.0556
101,1,101,243.1279,1.3726,object,natural,NR,0,999.0000,manmade,0,0.0287
102,1,102,244.6283,1.3730,object,natural,NR,0,999.0000,manmade,0,0.0053
103,1,103,246.0900,1.4109,object,natural,NR,0,999.0000,natural,1,0.2223
104,1,104,247.5906,1.4101,object,manmade,NR,0,999.0000,manmade,1,0.0342
105,1,105,249.0901,1.4112,object,natural,NR,0,999.0000,natural,1,0.0783
106,1,106,250.5919,1.4088,object,natural,NR,0,999.0000,natural,1,0.0293
107,1,107,252.0916,1.4098,object,manmade,manmade,1,0.3261,NR,0,999.0000
108,1,108,253.5929,1.4072,object,manmade,natural,0,0.2927,NR,0,999.0000
109,1,109,255.0922,1.4090,object,manmade,NR,0,999.0000,manmade,1,0.1261
110,1,110,256.6088,10.3926,rest,rest,rest,1,999.0000,NR,1,0.0000
111,1,111,267.1371,1.3649,face,male,NR,0,999.0000,male,1,0.1229
112,1,112,268.6390,1.3626,face,male,male,1,0.3517,NR,0,999.0000
113,1,113,270.1385,1.3619,face,female,NR,0,999.0000,female,1,0.0227
114,1,114,271.5957,1.4052,face,male,male,1,0.2983,NR,0,999.0000
115,1,115,273.1018,1.3995,face,male,male,1,0.3541,NR,0,999.0000
116,1,116,274.5972,1.4033,face,female,female,1,0.3842,NR,0,999.0000
117,1,117,276.0979,1.4033,face,male,NR,0,999.0000,male,1,0.0811
118,1,118,277.5992,1.4022,face,female,female,1,0.3555,NR,0,999.0000
119,1,119,279.0996,1.4010,face,female,NR,0,999.0000,male,0,0.0089
120,1,120,280.6000,1.4010,face,female,NR,0,999.0000,female,1,0.0302
121,1,121,282.1095,10.3910,rest,rest,rest,1,999.0000,NR,1,0.0000
122,1,122,292.6459,1.3554,place,outdoor,NR,0,999.0000,indoor,0,0.1034
123,1,123,294.1475,1.3539,place,outdoor,NR,0,999.0000,outdoor,1,0.1042
124,1,124,295.6485,1.3523,place,outdoor,NR,0,999.0000,outdoor,1,0.0409
125,1,125,297.1010,1.4001,place,indoor,NR,0,999.0000,indoor,1,0.0505
126,1,126,298.6036,1.3970,place,indoor,NR,0,999.0000,indoor,1,0.1334
127,1,127,300.1023,1.3978,place,outdoor,NR,0,999.0000,outdoor,1,0.0646
128,1,128,301.6032,1.3971,place,indoor,NR,0,999.0000,NR,0,999.0000
129,1,129,303.1035,1.3979,place,outdoor,NR,0,999.0000,outdoor,1,0.0415
130,1,130,304.6070,1.3936,place,indoor,NR,0,999.0000,outdoor,0,0.0299
131,1,131,306.1053,1.3953,place,indoor,indoor,1,0.3577,NR,0,999.0000
132,1,132,307.6098,10.3905,rest,rest,rest,1,999.0000,NR,1,0.0000
133,2,1,12.0017,1.4987,face,male,male,1,0.4568,NR,0,999.0000
134,2,2,13.6716,1.3286,face,male,NR,0,999.0000,male,1,0.0915
135,2,3,15.1101,1.3906,face,female,NR,0,999.0000,female,1,0.0157
136,2,4,16.6106,1.3907,face,female,NR,0,999.0000,female,1,0.1279
137,2,5,18.1118,1.3894,face,male,NR,0,999.0000,female,0,0.0534
138,2,6,19.6129,1.3873,face,male,NR,0,999.0000,male,1,0.1036
139,2,7,21.1132,1.3880,face,female,female,1,0.3474,NR,0,999.0000
140,2,8,22.6149,1.3864,face,male,male,1,0.2818,NR,0,999.0000
141,2,9,24.1139,1.3864,face,female,female,1,0.2445,NR,0,999.0000
142,2,10,25.6137,1.3871,face,female,male,0,0.3496,female,1,0.3193
143,2,11,27.1272,10.3741,rest,rest,rest,1,999.0000,NR,1,0.0000
144,2,12,37.6698,1.3322,object,manmade,NR,0,999.0000,manmade,1,0.1068
145,2,13,39.1713,1.3293,object,natural,NR,0,999.0000,natural,1,0.1817
146,2,14,40.6182,1.3832,object,natural,NR,0,999.0000,natural,1,0.1992
147,2,15,42.1188,1.3813,object,manmade,NR,0,999.0000,NR,0,999.0000
148,2,16,43.6180,1.3825,object,manmade,NR,0,999.0000,manmade,1,0.0926
149,2,17,45.1186,1.3827,object,natural,NR,0,999.0000,natural,1,0.0361
150,2,18,46.6197,1.3812,object,natural,NR,0,999.0000,natural,1,0.0131
151,2,19,48.1238,1.3771,object,natural,NR,0,999.0000,natural,1,0.0635
152,2,20,49.6219,1.3791,object,manmade,manmade,1,0.3552,NR,0,999.0000
153,2,21,51.1214,1.3788,object,manmade,NR,0,999.0000,manmade,1,0.0790
154,2,22,52.6277,10.3733,rest,rest,rest,1,999.0000,NR,1,0.0000
155,2,23,63.1790,1.3229,place,indoor,NR,0,999.0000,indoor,1,0.2332
156,2,24,64.6806,1.3204,place,indoor,outdoor,0,0.2951,NR,0,999.0000
157,2,25,66.1243,1.3764,place,indoor,NR,0,999.0000,indoor,1,0.2015
158,2,26,67.6249,1.3759,place,outdoor,NR,0,999.0000,outdoor,1,0.1528
159,2,27,69.1254,1.3755,place,outdoor,indoor,0,0.2610,NR,0,999.0000
160,2,28,70.6246,1.3756,place,outdoor,NR,0,999.0000,outdoor,1,0.0723
161,2,29,72.1262,1.3743,place,indoor,NR,0,999.0000,indoor,1,0.1426
162,2,30,73.6270,1.3733,place,outdoor,outdoor,1,0.2556,NR,0,999.0000
163,2,31,75.1267,1.3744,place,indoor,indoor,1,0.2683,NR,0,999.0000
164,2,32,76.6274,1.3729,place,outdoor,outdoor,1,0.2932,NR,0,999.0000
165,2,33,78.1450,10.3552,rest,rest,rest,1,999.0000,NR,1,0.0000
166,2,34,88.6874,1.3143,object,natural,NR,0,999.0000,natural,1,0.5348
167,2,35,90.1898,1.3123,object,natural,NR,0,999.0000,natural,1,0.3080
168,2,36,91.6329,1.3685,object,natural,NR,0,999.0000,natural,1,0.2166
169,2,37,93.1310,1.3698,object,natural,manmade,0,0.3216,NR,0,999.0000
170,2,38,94.6304,1.3708,object,manmade,natural,0,0.0609,manmade,1,0.3136
171,2,39,96.1333,1.3674,object,natural,natural,1,0.3336,NR,0,999.0000
172,2,40,97.6323,1.3689,object,manmade,manmade,1,0.3240,NR,0,999.0000
173,2,41,99.1332,1.3671,object,manmade,NR,0,999.0000,manmade,1,0.1316
174,2,42,100.6329,1.3676,object,manmade,NR,0,999.0000,manmade,1,0.0896
175,2,43,102.1346,1.3656,object,manmade,NR,0,999.0000,manmade,1,0.0353
176,2,44,103.6457,10.3550,rest,rest,rest,1,999.0000,NR,1,0.0000
177,2,45,114.1979,1.3040,object,natural,NR,0,999.0000,manmade,0,0.0879
178,2,46,115.6997,1.3008,object,natural,NR,0,999.0000,natural,1,0.2421
179,2,47,117.1436,1.3573,object,manmade,NR,0,999.0000,manmade,1,0.0735
180,2,48,118.6363,1.3647,object,natural,NR,0,999.0000,natural,1,0.1103
181,2,49,120.1463,1.3547,object,natural,NR,0,999.0000,natural,1,0.0874
182,2,50,121.6390,1.3613,object,natural,NR,0,999.0000,natural,1,0.0290
183,2,51,123.1395,1.3616,object,manmade,NR,0,999.0000,manmade,1,0.2824
184,2,52,124.6404,1.3606,object,manmade,NR,0,999.0000,manmade,1,0.3003
185,2,53,126.1412,1.3600,object,manmade,NR,0,999.0000,natural,0,0.0732
186,2,54,127.6412,1.3588,object,manmade,NR,0,999.0000,manmade,1,0.0146
187,2,55,129.1462,10.3543,rest,rest,rest,1,999.0000,NR,1,0.0000
188,2,56,139.7072,1.2949,face,female,NR,0,999.0000,male,0,0.2725
189,2,57,141.2099,1.2920,face,male,NR,0,999.0000,male,1,0.0580
190,2,58,142.6452,1.3550,face,female,NR,0,999.0000,female,1,0.0824
191,2,59,144.1433,1.3569,face,female,NR,0,999.0000,female,1,0.0523
192,2,60,145.6432,1.3577,face,male,male,1,0.2896,NR,0,999.0000
193,2,61,147.1448,1.3561,face,male,NR,0,999.0000,NR,0,999.0000
194,2,62,148.6449,1.3562,face,female,male,0,0.3107,NR,0,999.0000
195,2,63,150.1464,1.3546,face,male,NR,0,999.0000,male,1,0.0032
196,2,64,151.6472,1.3533,face,male,female,0,0.3380,NR,0,999.0000
197,2,65,153.1466,1.3540,face,female,NR,0,999.0000,female,1,0.0110
198,2,66,154.6636,10.3365,rest,rest,rest,1,999.0000,NR,1,0.0000
199,2,67,165.2190,1.2819,place,outdoor,NR,0,999.0000,indoor,0,0.2146
200,2,68,166.7201,1.2811,place,indoor,NR,0,999.0000,indoor,1,0.4447
201,2,69,168.2212,1.2797,place,outdoor,NR,0,999.0000,outdoor,1,0.2310
202,2,70,169.6509,1.3506,place,outdoor,indoor,0,0.2464,outdoor,1,0.3873
203,2,71,171.1515,1.3487,place,indoor,NR,0,999.0000,indoor,1,0.1101
204,2,72,172.6518,1.3484,place,outdoor,NR,0,999.0000,outdoor,1,0.1220
205,2,73,174.1516,1.3499,place,indoor,indoor,1,0.2850,NR,0,999.0000
206,2,74,175.6519,1.3491,place,indoor,outdoor,0,0.2580,NR,0,999.0000
207,2,75,177.1522,1.3484,place,indoor,indoor,1,0.1090,NR,0,999.0000
208,2,76,178.6539,1.3462,place,outdoor,outdoor,1,0.2340,NR,0,999.0000
209,2,77,180.1641,10.3369,rest,rest,rest,1,999.0000,NR,1,0.0000
210,2,78,190.7269,1.2749,object,natural,NR,0,999.0000,manmade,0,0.2346
211,2,79,192.2291,1.2713,object,manmade,NR,0,999.0000,manmade,1,0.6769
212,2,80,193.7280,1.2731,object,natural,NR,0,999.0000,natural,1,0.2125
213,2,81,195.1562,1.3440,object,manmade,manmade,1,0.3345,NR,0,999.0000
214,2,82,196.6568,1.3441,object,natural,NR,0,999.0000,natural,1,0.1425
215,2,83,198.1571,1.3437,object,manmade,NR,0,999.0000,manmade,1,0.1632
216,2,84,199.6583,1.3422,object,manmade,NR,0,999.0000,manmade,1,0.2726
217,2,85,201.1589,1.3424,object,natural,natural,1,0.1803,NR,0,999.0000
218,2,86,202.6612,1.3400,object,natural,NR,0,999.0000,natural,1,0.0314
219,2,87,204.1606,1.3402,object,manmade,manmade,1,0.3002,NR,0,999.0000
220,2,88,205.6644,10.3367,rest,rest,rest,1,999.0000,NR,1,0.0000
221,2,89,216.2362,1.2639,face,male,NR,0,999.0000,male,1,0.2101
222,2,90,217.7362,1.2642,face,male,NR,0,999.0000,male,1,0.2225
223,2,91,219.2372,1.2636,face,female,NR,0,999.0000,female,1,0.1459
224,2,92,220.6629,1.3386,face,female,NR,0,999.0000,female,1,0.0332
225,2,93,222.1637,1.3367,face,female,NR,0,999.0000,female,1,0.0576
226,2,94,223.6629,1.3371,face,male,NR,0,999.0000,male,1,0.0460
227,2,95,225.1636,1.3368,face,female,NR,0,999.0000,NR,0,999.0000
228,2,96,226.6641,1.3361,face,female,NR,0,999.0000,female,1,0.0975
229,2,97,228.1665,1.3348,face,male,NR,0,999.0000,NR,0,999.0000
230,2,98,229.6658,1.3349,face,male,female,0,0.2252,NR,0,999.0000
231,2,99,231.1820,10.3186,rest,rest,rest,1,999.0000,NR,1,0.0000
232,2,100,241.7459,1.2554,place,indoor,NR,0,999.0000,indoor,1,0.2012
233,2,101,243.2468,1.2547,place,indoor,NR,0,999.0000,indoor,1,0.2268
234,2,102,244.7491,1.2519,place,outdoor,NR,0,999.0000,indoor,0,0.1241
