index	block	cond	term	ForS	condID	wordID	wordName	imgID	imgName	imgFile	imgType	subType	repType	repCount
1	1	WI	WI	Indoor	WI_12	W140	wwMANURE	Indoor112	swimming_pool	indoor_swimming_pool.jpg	indoor	indoor	4	1
2	1	WI	WI	Indoor	WI_6	W129	wwEASEL	Indoor54	dorm_room	indoor_dorm_room.jpg	indoor	indoor	4	1
3	1	WO	WO	Outdoor	WO_9	W151	wwHONEY	Outdoor113	putting_green	outdoor_putting_green.jpg	outdoor	natural	2	1
4	1	WO	WO	Outdoor	WO_10	W154	wwMOUSE	Outdoor22	butte	outdoor_butte.jpg	outdoor	natural	4	1
5	1	WI	WI	Indoor	WI_13	W4	wwSWORD	Indoor114	television_studio	indoor_television_studio.jpg	indoor	indoor	2	1
6	1	WI	WI	Indoor	WI_10	W149	wwOWL	Indoor95	parking_garage	indoor_parking_garage.jpg	indoor	indoor	4	1
7	1	WO	WO	Outdoor	WO_8	W36	wwDAISY	Outdoor36	creek	outdoor_creek.jpg	outdoor	natural	4	1
8	1	WI	WI	Indoor	WI_10	W149	wwOWL	Indoor95	parking_garage	indoor_parking_garage.jpg	indoor	indoor	4	2
9	1	WI	WI	Indoor	WI_2	W134	wwICICLE	Indoor100	restaurant	indoor_restaurant.jpg	indoor	indoor	4	1
10	1	WO	WO	Outdoor	WO_3	W199	wwBANDAGE	Outdoor29	cemetery	outdoor_cemetery.jpg	outdoor	manmade	2	1
11	1	WI	WI	Indoor	WI_4	W234	wwLAMB	Indoor107	squash_court	indoor_squash_court.jpg	indoor	indoor	4	1
12	1	WO	WO	Outdoor	WO_10	W154	wwMOUSE	Outdoor22	butte	outdoor_butte.jpg	outdoor	natural	4	2
13	1	WO	WO	Outdoor	WO_6	W20	wwPOTATO	Outdoor52	formal_garden	outdoor_formal_garden.jpg	outdoor	natural	4	1
14	1	WI	WI	Indoor	WI_12	W140	wwMANURE	Indoor112	swimming_pool	indoor_swimming_pool.jpg	indoor	indoor	4	2
15	1	WI	WI	Indoor	WI_4	W234	wwLAMB	Indoor107	squash_court	indoor_squash_court.jpg	indoor	indoor	4	2
16	1	WI	WI	Indoor	WI_8	W245	wwMILK	Indoor13	badminton_court	indoor_badminton_court.jpg	indoor	indoor	4	1
17	1	WO	WO	Outdoor	WO_4	W187	wwWORM	Outdoor58	greenhouse	outdoor_greenhouse.jpg	outdoor	manmade	4	1
18	1	WI	WI	Indoor	WI_11	W248	wwDOLL	Indoor66	hospital_room	indoor_hospital_room.jpg	indoor	indoor	2	1
19	1	WO	WO	Outdoor	WO_12	W94	wwORANGE	Outdoor74	inn	outdoor_inn.jpg	outdoor	manmade	4	1
20	1	WI	WI	Indoor	WI_2	W134	wwICICLE	Indoor100	restaurant	indoor_restaurant.jpg	indoor	indoor	4	2
21	1	WI	WI	Indoor	WI_6	W129	wwEASEL	Indoor54	dorm_room	indoor_dorm_room.jpg	indoor	indoor	4	2
