,index,group,subid,run,onset,condition,category,0,2,4,6,8,10,12,avg_logit,cond,reps
17720,18176,stress,ap153,4.0,0.0046,CR-0,place,-4.20805970624,1.72287695073,1.30002479489,-1.08202197735,-1.85344649174,1.13451287197,1.0702494331,-0.125232700558,CR,0
17723,18179,stress,ap153,4.0,10.6181,M-2,place,1.2118920531,1.09380190225,-2.90169370506,-3.86714672169,-2.7158414232,0.386030977433,0.0446700007775,-2.27466271813,M,2
17726,18182,stress,ap153,4.0,20.5412,M-2,place,0.2717310972,0.0176104724059,-1.62020664604,-1.44487150397,2.16830603749,3.33388716661,1.40645770094,0.609278763523,M,2
17729,18185,stress,ap153,4.0,30.2561,itemhit_lo-4,place,2.94750361787,1.45848096628,4.01976223969,1.52569731816,-2.14328154729,-2.13098042355,-1.77058169959,0.317799396753,itemhit_lo,4
17732,18188,stress,ap153,4.0,41.6214,CR-0,place,-2.27415161551,-1.57671679004,-0.043968468864,2.34924676299,0.90631682318,-0.479316084051,-2.06565412084,0.683069758314,CR,0
17735,18191,stress,ap153,4.0,51.1885,itemhit_lo-4,place,-0.689118202448,-2.29440422506,-2.26792274494,1.29336051136,2.3443695338,-0.978744638881,-1.44589317076,0.0977656653347,itemhit_lo,4
17738,18194,stress,ap153,4.0,60.5937,itemhit_lo-4,place,-1.05470543106,-1.62551105916,-2.35057741038,1.51515301769,4.05898812624,0.0376851297828,-1.18992640791,0.815312215833,itemhit_lo,4
17741,18197,stress,ap153,4.0,70.5449,itemhit_lo-2,place,-0.0497861662517,-1.04468881182,-2.40953390907,-4.66354303053,-2.48574491731,2.73944623241,-0.348514353134,-1.70484390613,itemhit_lo,2
17744,18200,stress,ap153,4.0,80.336,FA-0,place,2.51096953108,-0.381690140979,0.246292891479,-1.32560267396,-1.76721778453,1.10524756368,-0.463208402001,-0.435320000833,FA,0
17747,18203,stress,ap153,4.0,92.3074,CR-0,place,-0.19995094929,-0.367004261576,3.07716949813,9.78652176868,2.81418766307,-1.66874574674,1.36148547103,3.50228329578,CR,0
17750,18206,stress,ap153,4.0,103.3332,sourcemiss_hi-2,place,-1.77886937752,1.33430176153,3.39118450635,4.18764089711,3.69154476555,-0.576752454181,-5.94836995031,2.67340442871,sourcemiss_hi,2
17753,18209,stress,ap153,4.0,112.7558,CR-0,place,-0.873682983752,-5.82384617124,-4.83291033967,0.190517402038,0.973808640642,2.36672817075,1.96243341797,-0.32546403156,CR,0
17756,18212,stress,ap153,4.0,155.7771,itemhit_lo-4,place,,4.66318320531,2.03623552441,-2.32068534178,2.32704580984,-1.40546979599,0.839502067607,0.15928154912,itemhit_lo,4
17759,18215,stress,ap153,4.0,165.0829,itemhit_lo-2,place,-1.43707352182,1.07757332739,3.8145920337,-1.21890323524,-3.39427080654,-2.02910825074,2.27622655689,-0.706922564705,itemhit_lo,2
17762,18218,stress,ap153,4.0,174.1707,itemhit_lo-4,place,-2.06734947463,2.8021100508,1.22023513074,-3.32476216675,-2.77861565459,-0.67191548583,0.0528230831806,-1.38876454411,itemhit_lo,4
17765,18221,stress,ap153,4.0,185.4658,M-2,place,-0.691339479968,0.376147610437,-1.82081277592,-4.58420516159,-5.59764279236,-1.86085054136,-0.331750958175,-3.46587781781,M,2
17768,18224,stress,ap153,4.0,194.6205,M-4,place,-1.74438581281,-0.526973269236,-0.507367208489,-1.91353522978,0.362591101368,-0.201353766134,-1.3564749839,-0.564916275759,M,4
17771,18227,stress,ap153,4.0,204.4075,CR-0,place,-0.1812201163,-0.992719721267,-4.59590266444,-4.0272506842,1.37170587429,-1.05123720997,-2.29618015167,-2.07567117108,CR,0
17774,18230,stress,ap153,4.0,213.8536,CR-0,place,0.578217764274,-1.23198469394,-2.08682030336,0.847321195411,1.45858343786,-1.33831057285,-0.0226083502729,-0.279806560735,CR,0
17777,18233,stress,ap153,4.0,224.3541,itemhit_lo-2,place,0.56197065079,-1.87568643313,1.26217891524,-1.12321512443,-5.63062632379,-0.809973977336,0.431131369591,-1.57540912758,itemhit_lo,2
17780,18236,stress,ap153,4.0,235.0361,sourcehit-4,place,-0.943843668535,0.412399686421,0.137949528273,3.72555883097,1.63543772807,-1.92821736509,-0.156333865263,0.892682180556,sourcehit,4
17783,18239,stress,ap153,4.0,246.686,sourcehit-2,place,-0.241953796589,1.1296337232,-0.599407028606,0.840387310022,1.75844445585,1.35611425059,-0.0791884470318,0.838884746964,sourcehit,2
17786,18242,stress,ap153,4.0,256.9144,itemhit_lo-4,place,1.18047415821,-0.274618679959,0.486295753634,-1.15098463902,-0.758054952974,2.06097255343,-3.53740044984,0.159557178768,itemhit_lo,4
17789,18245,stress,ap153,4.0,267.0507,itemhit_lo-2,place,1.8971535502,-3.64286813823,-4.22404574477,-2.81676096214,-1.95046510074,-1.97371305648,-0.464962401418,-2.74124621603,itemhit_lo,2
17792,18248,stress,ap153,4.0,276.2263,CR-0,place,-2.09657001283,-0.245351306546,-4.23720664699,-5.31145487894,-1.40714164535,1.69110512345,0.977172987268,-2.31617451196,CR,0
17795,18251,stress,ap153,4.0,287.9367,CR-0,place,1.44941893165,1.27847431527,0.199823167358,-0.589306433884,-1.07339111931,-0.328755886464,-0.882744623618,-0.447907568075,CR,0
17798,18254,stress,ap153,4.0,297.6553,itemhit_lo-2,place,-0.628183072076,-0.954725935022,1.03249761131,0.851151062281,-1.57772282693,-1.45320132506,0.493210058371,-0.2868188696,itemhit_lo,2
17801,18257,stress,ap153,4.0,306.9385,sourcehit-4,place,-1.59082006268,0.44339677723,3.27316036781,0.957055810155,-0.859902363518,0.222914777074,3.63211495596,0.89830714788,sourcehit,4
17804,18260,stress,ap153,4.0,316.776,FA-0,place,0.178877310934,3.76311862662,3.24535192967,1.59753911433,-1.18488748581,-2.35670248999,-0.694593998701,0.32532526705,FA,0
17807,18263,stress,ap153,4.0,327.1779,CR-0,place,-2.42746939052,-0.799746060499,2.05476579657,1.82496660026,-0.938696127588,-2.42456177396,0.138656693549,0.12911862382,CR,0
17810,18266,stress,ap153,4.0,337.1388,CR-0,place,-2.68430965323,0.163614822519,1.15428755366,-0.936515986669,-1.89868673959,2.46886999279,3.53706925227,0.196988705048,CR,0
17813,18269,stress,ap153,4.0,346.2864,itemhit_lo-4,place,1.97996357302,3.96634929437,0.957753440446,-2.12065739661,-0.0829542994133,-1.40394807222,-2.22653124593,-0.662451581949,itemhit_lo,4
17816,18272,stress,ap153,4.0,356.2274,itemhit_lo-4,place,-1.68354831562,-2.31339229177,3.57249076611,7.56670840773,7.9842561555,3.46556188631,0.497763951684,5.64725430391,itemhit_lo,4
17819,18275,stress,ap153,4.0,365.3588,M-2,place,7.20563570845,2.98140401913,0.185554475502,-2.11695261485,-3.05949285262,-0.221811920139,0.578950321418,-1.30317572803,M,2
17822,18278,stress,ap153,4.0,375.4833,CR-0,place,-0.265443297871,0.138563570155,1.44225469399,4.00774497801,0.543930304704,0.972412173823,0.956399993779,1.74158553763,CR,0
17825,18281,stress,ap153,4.0,386.6993,itemhit_lo-4,place,1.69663950535,-3.32531341033,-3.09951814935,1.06032049418,1.52836581172,-0.550135717185,-1.10695829313,-0.265241890159,itemhit_lo,4
17828,18284,stress,ap153,4.0,399.0531,CR-0,place,-0.426561797412,-5.77452139315,-8.5078803299,-10.2239262175,-5.72492641574,-5.37451497544,-5.00653482764,-7.45781198465,CR,0
17831,18287,stress,ap153,4.0,408.2615,itemhit_lo-4,place,-5.43630494062,-5.12060081778,-2.76738293064,3.69344927852,1.93015248192,-1.9771193462,-2.91942930853,0.2197748709,itemhit_lo,4
17834,18290,stress,ap153,4.0,420.62,M-2,place,-2.65621565999,0.946242521227,0.340216510443,-2.08111800167,0.601894831015,1.43087174432,3.63444299299,0.072966271027,M,2
17837,18293,stress,ap153,5.0,0.0057,CR-0,place,-0.155153009453,-0.796441780565,-2.74915304148,-4.54017873819,-3.55328821177,-3.4868766244,-3.69416323986,-3.58237415396,CR,0
17840,18296,stress,ap153,5.0,10.4378,itemhit_lo-2,place,-3.572345091,-3.87421279235,-1.56733343716,-1.77728735815,-2.41879255134,1.39608648882,1.00357867027,-1.09183171446,itemhit_lo,2
17843,18299,stress,ap153,5.0,22.7941,itemhit_lo-4,place,0.427663889676,-0.060751515038,0.151883761391,-0.72148066659,-0.592701568082,0.119278056697,0.540150200394,-0.260755104146,itemhit_lo,4
17846,18302,stress,ap153,5.0,32.4895,CR-0,place,-0.0490859683653,0.351152992855,-0.968588937738,0.0395018820529,1.44349684607,-2.16327942264,-1.46471550235,-0.412217408064,CR,0
17849,18305,stress,ap153,5.0,42.2773,FA-0,place,-2.2567215705,-1.5731415082,-0.238827141613,-1.53280152301,-3.55926683619,-0.594076814026,1.12968924089,-1.48124307871,FA,0
17852,18308,stress,ap153,5.0,54.6428,CR-0,place,0.52451437606,0.969121175758,1.06263909287,4.74359463154,6.59253815367,3.48577430404,2.25532001664,3.97113654553,CR,0
17855,18311,stress,ap153,5.0,64.6003,itemhit_lo-4,place,3.31156916789,1.9042368448,0.892963564962,1.38058194874,3.07885122103,0.0888009151412,1.21754746828,1.36029941247,itemhit_lo,4
17858,18314,stress,ap153,5.0,73.6896,CR-0,place,2.43025911582,0.291696603182,1.43671126786,-1.30183689186,-1.43395356851,-0.272841926771,3.38564525629,-0.39298027982,CR,0
17861,18317,stress,ap153,5.0,83.4058,itemhit_lo-2,place,-0.374311904575,3.14273223253,1.79999363226,1.70645655817,1.19299217347,-0.749867809201,-3.38989575282,0.987393638675,itemhit_lo,2
17864,18320,stress,ap153,5.0,92.8532,CR-0,place,-0.984845787781,-3.54665703881,0.15878610883,1.43778924424,0.221668040837,0.788636826455,3.50238045288,0.651720055091,CR,0
17867,18323,stress,ap153,5.0,102.6386,CR-0,place,0.509392894762,3.37103874179,1.74439019499,4.85562631866,8.72546682175,7.91190209526,7.04793674286,5.80934635766,CR,0
17870,18326,stress,ap153,5.0,111.7833,sourcehit-4,place,8.24539825256,8.10822535825,6.75404841153,6.876857729,5.76659914431,0.691246024358,1.24370908733,5.0221878273,sourcehit,4
17873,18329,stress,ap153,5.0,123.0783,itemhit_lo-4,place,0.980637776504,1.70909787577,-0.569998708637,1.09415238221,-0.89226316832,-0.138187992192,-1.19364601188,-0.126574371735,itemhit_lo,4
17876,18332,stress,ap153,5.0,132.4839,itemhit_lo-4,place,-0.202527661684,-1.50404300419,-4.4251631735,-4.71268461645,-4.4668661031,-2.62284573639,-3.61677005068,-4.05688990736,itemhit_lo,4
17879,18335,stress,ap153,5.0,141.6599,itemhit_lo-4,place,-5.05307693156,-2.61975608655,-3.33464623883,-2.79400858836,-2.69270153549,-0.382114292686,-2.54146327389,-2.30086766384,itemhit_lo,4
17882,18341,stress,ap153,5.0,160.918,itemhit_lo-2,place,-5.5479897895,-2.75138213538,0.665537668257,-0.116873109383,0.356722732756,-1.15733027642,-0.998244372804,-0.0629857461975,itemhit_lo,2
17885,18344,stress,ap153,5.0,171.5985,itemhit_lo-2,place,-1.32043500979,-1.09156710608,-2.7707211045,-2.52828896069,-3.86335463979,-4.45521821642,-1.8801843026,-3.40439573035,itemhit_lo,2
17888,18347,stress,ap153,5.0,181.3179,sourcehit-4,place,-4.65238449529,-2.10246150492,-1.81854948074,0.167895825987,-1.31862969815,-3.08271638035,0.236017764872,-1.51299993331,sourcehit,4
17891,18350,stress,ap153,5.0,192.3442,itemhit_lo-2,place,-0.33126200365,0.226595509669,-1.77030797713,0.204884551715,3.18383129271,2.5273534899,1.18472868744,1.0364403393,itemhit_lo,2
17894,18356,stress,ap153,5.0,213.7783,itemhit_lo-2,place,,0.522135129983,0.663090040985,-1.56989205418,0.283527104623,0.642443051926,-3.35843229434,0.0047920358385,itemhit_lo,2
17897,18359,stress,ap153,5.0,222.9349,sourcehit-2,place,0.477520033667,-3.64016376022,-0.848816590754,0.11171400018,-0.67711097519,0.548861569266,0.128078893025,-0.216337999124,sourcehit,2
17900,18362,stress,ap153,5.0,234.1486,itemhit_lo-2,place,-0.417363999067,-1.87724735883,-2.19358797791,-0.728005537324,0.577632708362,0.424353004489,-1.06620858132,-0.479901950596,itemhit_lo,2
17903,18365,stress,ap153,5.0,243.8119,FA-0,place,-0.229466564707,0.411888485014,-0.460676498994,-1.87067259648,0.27185640528,2.00955396724,0.625617444666,-0.0124846807385,FA,0
17906,18368,stress,ap153,5.0,253.9386,CR-0,place,1.76981732289,0.32908258801,1.81128844526,0.695323204004,0.455768114753,-0.909050204654,0.912806655065,0.513332389841,CR,0
17909,18371,stress,ap153,5.0,263.1444,itemhit_lo-4,place,-1.09379536229,0.796984304107,2.32492150312,2.97601412179,-4.68537997826,-6.97065107131,0.699395746892,-1.58877385616,itemhit_lo,4
17912,18377,stress,ap153,5.0,285.2519,CR-0,place,-1.67207851412,0.183012760836,2.48520117861,1.32168283692,-0.062251895257,-0.0415838735142,-1.17697382509,0.92576206169,CR,0
17915,18380,stress,ap153,5.0,294.5346,CR-0,place,0.0738454007405,-1.40548661893,-0.888343912539,-0.629102885942,-1.18131300467,-0.590504033342,-3.44382934793,-0.822315959123,CR,0
17918,18383,stress,ap153,5.0,304.3266,itemhit_lo-4,place,-0.770146215455,-3.62670714026,-3.42018862844,-0.41009885657,-1.13911531894,-1.9438606127,-0.909816359966,-1.72831585416,itemhit_lo,4
17921,18389,stress,ap153,5.0,324.4129,CR-0,place,-3.07909029011,-1.63771259742,-2.12425604957,1.12226897126,1.47555336714,1.88187972109,1.76241713094,0.58886150248,CR,0
17924,18392,stress,ap153,5.0,333.7178,itemhit_lo-2,place,1.15833100962,2.09775615647,1.42967255715,-0.000215493797094,1.32878716996,0.864388571789,-0.549843287772,0.905658201275,itemhit_lo,2
17927,18395,stress,ap153,5.0,343.7386,itemhit_lo-2,place,0.635063561135,-0.682660219557,0.39886836813,-0.234001046017,1.2639817142,-0.543652751895,-3.00183539869,0.221299071105,itemhit_lo,2
17930,18398,stress,ap153,5.0,355.4488,itemhit_lo-4,place,-3.31425809348,-4.79897923377,-3.58045147737,-3.79636896247,2.60074624788,6.77182304512,4.19873812612,0.49893721329,itemhit_lo,4
17933,18401,stress,ap153,5.0,364.5787,M-2,place,6.73969479881,3.87267683192,1.6838694168,-2.06856271436,-0.0486640348016,1.82693214628,-4.66807902166,0.34839370348,M,2
17936,18407,stress,ap153,5.0,384.7487,itemhit_lo-2,place,,3.10183130982,1.29677464104,1.19944395394,-2.02622441426,0.231436973154,-1.35992014889,0.175357788469,itemhit_lo,2
17939,18410,stress,ap153,5.0,396.72,itemhit_lo-2,place,-1.82814794535,0.770221061352,0.0773375068383,0.52040510318,1.16532364763,-0.181698120769,-0.991728389479,0.39534203422,itemhit_lo,2
17942,18413,stress,ap153,5.0,407.304,itemhit_lo-4,place,-0.281141009072,-1.22184980801,-4.71365473042,-1.58457370631,-5.0700535539,-4.37831027442,-1.36120547085,-3.93664806626,itemhit_lo,4
17945,18416,stress,ap153,5.0,417.8032,CR-0,place,-4.62485374876,-1.44104481669,0.366105222979,1.02758006788,0.520661334634,-0.682449906842,-2.06521024734,0.307974179663,CR,0
17948,18419,stress,ap153,6.0,21.6273,itemhit_lo-2,place,2.78114069935,-2.01592370111,-2.66471247937,1.09899171209,1.28521512368,3.0262220677,-0.671445657077,0.686429106025,itemhit_lo,2
17951,18422,stress,ap153,6.0,32.3657,itemhit_lo-4,place,-0.658846356808,-4.37248050602,-2.18022418532,0.457277812996,0.814796526743,-2.85613327945,-4.74740646251,-0.941070781258,itemhit_lo,4
17954,18425,stress,ap153,6.0,42.5008,CR-0,place,-3.13694142741,-4.89523221661,-4.1864370027,-3.42884675035,-1.40676695574,-3.14534113923,-0.0709375054051,-3.04184796201,CR,0
17957,18428,stress,ap153,6.0,52.2216,itemhit_lo-4,place,-3.48740921553,-0.387732723004,4.23093652996,3.5943947218,5.66813388962,4.86290548433,5.64198141522,4.58909265643,itemhit_lo,4
17960,18431,stress,ap153,6.0,62.239,itemhit_lo-4,place,4.70689901937,4.63861893756,3.89682698176,3.88107583403,0.995974096274,1.33559673049,1.53821845547,2.52736841064,itemhit_lo,4
17963,18434,stress,ap153,6.0,71.6888,itemhit_lo-4,place,0.499476894801,0.986721997585,1.42082289152,-3.11584044262,-2.58991982593,-5.32392099416,-2.82119959112,-2.4022145928,itemhit_lo,4
17966,18437,stress,ap153,6.0,104.5004,CR-0,place,-1.52624276131,-0.922669108016,-2.94506369577,-3.93743204879,-1.10056825414,1.74000396492,-0.186891484507,-1.56076500844,CR,0
17969,18440,stress,ap153,6.0,115.0849,itemhit_lo-4,place,1.50487255766,-0.465604823138,0.228872805592,2.1666241123,1.67669511791,3.10599539714,2.21785339635,1.79454685824,itemhit_lo,4
17972,18443,stress,ap153,6.0,125.6828,itemhit_lo-2,place,3.00888465052,1.78145215304,1.76436473091,-0.31370358044,-0.372930824786,-0.416678788207,-1.94022877687,0.165262884369,itemhit_lo,2
17975,18446,stress,ap153,6.0,135.0885,CR-0,place,-0.668613038092,-2.21353638358,0.452605744638,-0.420463503163,0.301641068047,-0.589816893316,-0.259522353544,-0.0640083959485,CR,0
17978,18449,stress,ap153,6.0,146.7996,itemhit_lo-4,place,-0.491088897676,0.390747885272,1.7118513589,3.09305120711,2.41025487712,-0.662027667656,-0.135633194382,1.63828244387,itemhit_lo,4
17981,18452,stress,ap153,6.0,156.5146,CR-0,place,-0.82729556071,-0.271555466182,0.00819905069555,0.56311444529,-0.272287088614,1.69825046609,-3.74824433645,0.499319218365,CR,0
17984,18455,stress,ap153,6.0,166.3055,itemhit_lo-2,place,1.5591002289,-4.01821589276,-1.44971013615,1.65935249948,0.997628151235,1.95456772808,-1.09241392422,0.790459560661,itemhit_lo,2
17987,18458,stress,ap153,6.0,176.5326,itemhit_lo-2,place,1.91033046259,-1.33668596232,0.873040279492,3.52243186254,3.06527996921,-1.4191090014,-0.327174834856,1.51041077746,itemhit_lo,2
17990,18461,stress,ap153,6.0,197.6136,itemhit_lo-4,place,0.328794893937,2.46516505733,3.92960265027,-0.681458838013,-0.721203935118,0.860777965599,1.10457251771,0.846929460684,itemhit_lo,4
17993,18464,stress,ap153,6.0,206.791,sourcehit-4,place,0.876772069004,0.948622231606,-0.635336979434,-0.207304602264,0.607914322505,-0.922263631536,2.71159671388,-0.289247722682,sourcehit,4
17996,18467,stress,ap153,6.0,219.1448,itemhit_lo-2,place,2.71637496488,8.78582441986,3.40810730101,2.7993414704,-4.84985978848,-7.00804824167,-5.14821452941,-1.41261481468,itemhit_lo,2
17999,18470,stress,ap153,6.0,230.3589,CR-0,place,-4.97260162866,-1.7221366981,-2.82145343428,-3.74272573148,-4.49026784575,-2.97799613124,-0.777863279302,-3.50811078569,CR,0
18002,18473,stress,ap153,6.0,240.2864,FA-0,place,-3.31220582451,-1.07241288224,0.0764734192919,-0.177183631585,4.44106655341,2.18488481436,-1.09192156918,1.63131028887,FA,0
18005,18476,stress,ap153,6.0,249.4395,M-2,place,4.06146551004,1.50250708708,-1.2188981542,-1.72002981419,-2.1545110097,2.07504802424,2.41806002051,-0.754597738463,M,2
18008,18479,stress,ap153,6.0,259.8433,CR-0,place,1.82540827485,2.28318634959,-1.48322464046,-2.54495503921,-0.453027434601,0.727890339919,1.50377260716,-0.938329193588,CR,0
18011,18482,stress,ap153,6.0,269.7842,sourcehit-4,place,0.327420140127,1.40701273353,-0.592633323814,2.09871826275,4.93656548752,2.85968667678,2.78001209547,2.32558427581,sourcehit,4
18014,18485,stress,ap153,6.0,279.3497,CR-0,place,2.7251244913,2.61998900239,-0.240780123399,1.321624247,-0.303150973409,3.29621622058,-1.10026972478,1.01847734269,CR,0
18017,18488,stress,ap153,6.0,288.5578,itemhit_lo-2,place,3.19501332227,-1.53365807896,-1.84248990627,-0.785368083457,-2.71721900243,-3.8235750164,-2.84197936696,-2.29216300214,itemhit_lo,2
18020,18491,stress,ap153,6.0,298.3417,itemhit_lo-2,place,-4.29522855694,-3.38052164115,-4.64292214196,0.0823608205896,-3.42321109014,-6.49021500141,-3.28321773065,-3.61849685323,itemhit_lo,2
18023,18497,stress,ap153,6.0,322.3524,sourcemiss_hi-2,place,-0.560071084434,-0.741137020155,4.66492686577,1.59353111391,4.62961824314,2.27844411576,-0.28009367554,3.29163008464,sourcemiss_hi,2
18026,18500,stress,ap153,6.0,332.3125,CR-0,place,2.07417892225,-0.566697744332,-1.21135218703,-3.92588391792,-4.36616028087,-2.33029114005,-4.1787747679,-2.95842188147,CR,0
18029,18503,stress,ap153,6.0,341.6177,itemhit_lo-4,place,-5.12713410314,-2.83400785445,-4.2136656103,-6.43925873943,-7.95070189592,-3.71532047624,0.196006952601,-5.57973668047,itemhit_lo,4
18032,18506,stress,ap153,6.0,350.7637,FA-0,place,-4.21171267733,-0.096251759205,-0.277124949135,0.780964665379,-2.43134415083,-2.23400876614,-0.542456356737,-1.04037830018,FA,0
18035,18509,stress,ap153,6.0,359.8939,sourcehit-4,place,-2.69392671427,-2.84141311923,-0.722567583235,-0.148201582099,-0.800753856099,-1.3128620903,-0.540424665636,-0.746096277933,sourcehit,4
18038,18512,stress,ap153,6.0,370.0187,CR-0,place,-0.683590818191,-1.06227256395,-0.969371699592,-2.09612884513,-1.40237577909,-1.91420992729,1.8043734519,-1.59552156278,CR,0
18041,18515,stress,ap153,6.0,381.9905,itemhit_lo-2,place,-2.14185839718,1.37639360449,-0.327515509787,-0.706572046898,0.217668561994,1.62435553539,1.32303922325,0.201984135175,itemhit_lo,2
18044,18518,stress,ap153,6.0,391.6555,CR-0,place,1.57436150929,1.20393082524,-3.32784923817,-1.33295336863,-2.43155181727,-0.39435546926,0.429833899275,-1.87167747333,CR,0
18047,18521,stress,ap153,6.0,401.0749,M-2,place,-0.536489060828,-0.198887641336,1.16586147136,1.21113083941,3.60980318141,3.01247098882,3.07140402675,2.24981662025,M,2
18050,18524,stress,ap153,6.0,410.3578,itemhit_lo-4,place,2.78000974069,2.39405070139,-0.667011134788,-0.316676416239,-1.73717990543,-1.99345345198,-2.36177589952,-1.17858022711,itemhit_lo,4
18053,18527,stress,ap153,6.0,421.0407,itemhit_lo-2,place,-2.16331561399,-2.50269296126,0.337599757898,-1.91909677519,-0.790148724336,0.861000737777,0.560007667211,-0.377661250963,itemhit_lo,2
18056,18530,stress,ap154,1.0,0.0202,CR-0,place,-0.153009492534,0.285118687913,0.243949411432,-0.143857349807,0.0242425831888,-2.76542793006,-1.12945167465,-0.660273321312,CR,0
18059,18533,stress,ap154,1.0,9.4804,itemhit_lo-4,place,-0.602727776184,-2.62010966687,-0.696634158548,-1.54875783683,-3.48860192928,-2.84656758554,-0.542376316338,-2.14514037755,itemhit_lo,4
18062,18536,stress,ap154,1.0,21.1349,M-2,place,-1.02764913637,3.64205304308,5.14404559843,1.12484276325,-0.554321791208,-0.664769598774,-0.469646752272,1.26244924292,M,2
18065,18539,stress,ap154,1.0,31.0879,M-4,place,-0.303472963482,-0.27049951357,0.960943041357,-0.269830662987,0.208874049343,0.480233445225,1.15173873897,0.345054968234,M,4
18068,18542,stress,ap154,1.0,40.3715,itemhit_lo-4,place,0.187015556525,0.976847349741,-0.825428995042,-2.77434520985,-0.897413795624,0.0974966819011,-1.42125410793,-1.09992282965,itemhit_lo,4
18071,18545,stress,ap154,1.0,50.0873,sourcemiss_hi-2,place,-0.743711740597,-1.92314997817,-0.873311797136,4.08889075627,1.42514493704,-2.67228744639,-3.65597103235,0.492109112446,sourcemiss_hi,2
18074,18548,stress,ap154,1.0,59.8789,M-2,place,0.914539212703,-2.75908598897,-3.16701378521,-1.1615844594,-1.63534951888,-0.0593546866203,-0.528954716522,-1.50582561253,M,2
18077,18554,stress,ap154,1.0,82.0689,CR-0,place,2.67508134473,1.11713915203,-2.93312904843,0.00421433722575,0.46255388329,2.83778084313,-0.937856567617,0.0928550038039,CR,0
18080,18557,stress,ap154,1.0,91.2772,CR-0,place,0.38699301254,2.99110332618,-0.230585581761,-1.28831443534,-2.34257029048,1.90278253378,0.852249937681,-0.48967194345,CR,0
18083,18560,stress,ap154,1.0,102.0162,itemhit_lo-4,place,0.457696966257,-0.0652037766407,1.32492852528,-0.428554383589,0.800047839146,1.36956034231,0.735232156634,0.766495580787,itemhit_lo,4
18086,18563,stress,ap154,1.0,111.5822,M-4,place,0.628949005293,2.28355828348,1.33551089897,0.475710218477,2.9261841364,0.145940379086,-0.560630815646,1.22083640823,M,4
18089,18566,stress,ap154,1.0,123.2933,itemhit_lo-2,place,-0.805072020341,-1.29195879708,3.04058793688,0.553797762208,-0.0959635748104,-0.261826930011,0.101255982342,0.809148798567,itemhit_lo,2
18092,18569,stress,ap154,1.0,133.0783,CR-0,place,-0.683125559185,0.0203260003281,0.140768623849,-3.35211939712,-1.27327651373,1.04309743652,-1.59518472027,-0.86038246262,CR,0
18095,18572,stress,ap154,1.0,143.2029,itemhit_lo-4,place,1.47607381056,-1.45214687759,1.47478747061,2.05027565754,-1.38029327,1.16616851011,1.91204041439,0.827734592065,itemhit_lo,4
18098,18575,stress,ap154,1.0,152.333,CR-0,place,1.23721671716,2.04867177668,-0.935780756695,-1.74112778963,0.763810085661,-1.29836100234,-1.4444085702,-0.802864865751,CR,0
18101,18578,stress,ap154,1.0,162.9154,itemhit_lo-4,place,-1.22557408054,-1.72675152496,-0.375374800628,0.127798652874,0.590870767846,-2.88406090912,2.28318474218,-0.635191572257,itemhit_lo,4
18104,18581,stress,ap154,1.0,173.318,itemhit_lo-4,place,-2.99631293195,2.47532623454,4.47268576743,3.99690422538,-0.429221179318,1.88389700548,4.77555496087,2.48106645474,itemhit_lo,4
18107,18584,stress,ap154,1.0,206.0249,CR-0,place,-1.3460444042,-1.32668441023,-0.856591396017,-1.31255649051,0.939214191725,-2.68098801918,-0.0828586480039,-0.977730428495,CR,0
18110,18587,stress,ap154,1.0,215.7455,itemhit_lo-2,place,1.69930061838,-1.90047885717,1.03368468575,2.50912358838,4.77500339403,3.67706224064,3.8274227461,2.9987184772,itemhit_lo,2
18113,18590,stress,ap154,1.0,225.1565,M-2,place,3.06200695241,3.47466516539,1.46736267739,1.18906091548,-0.312299180272,2.09304841011,1.37348064246,1.10929320568,M,2
18116,18593,stress,ap154,1.0,234.2452,CR-0,place,3.07020026338,1.75113089611,3.61969019836,1.39936430514,1.43459435673,1.4549859978,1.09265911602,1.97715871451,CR,0
18119,18596,stress,ap154,1.0,244.187,CR-0,place,1.39755012594,1.27102928367,-2.68245708344,0.904432681846,0.424688233662,-2.00433737699,-0.0218031516009,-0.839418386231,CR,0
18122,18599,stress,ap154,1.0,256.5463,CR-0,place,-1.35345328104,-0.445821990522,-3.27703714453,-1.16952832677,-1.1676248088,-0.831593902798,-2.8544000237,-1.61144604572,CR,0
18125,18602,stress,ap154,1.0,267.5708,sourcemiss_hi-4,place,-1.03854448765,-2.7915857186,-2.8815845324,-0.88985305277,0.280863355706,3.37477037922,1.26699213337,-0.028950962561,sourcemiss_hi,4
18128,18605,stress,ap154,1.0,279.5429,CR-0,place,0.681281965441,-4.11389970337,-3.14650035533,-4.52788660316,-4.742376952,-3.38556846736,-5.08633067169,-3.95058309446,CR,0
18131,18608,stress,ap154,1.0,288.7218,sourcehit-2,place,-4.24985097382,-4.89617429322,-5.2137670576,-4.16923529486,-4.69323927982,-4.41336645483,-2.57702742187,-4.62240202178,sourcehit,2
18134,18614,stress,ap154,1.0,310.0016,FA-0,place,1.16771992343,-0.00633997168988,2.175936909,0.669104034238,1.11258850775,0.0434983418727,-0.909193507913,1.00028194822,FA,0
18137,18617,stress,ap154,1.0,319.1571,itemhit_lo-4,place,0.596983716105,0.602879189815,-0.572123497315,-1.4946558443,-2.54614925362,0.445536595983,0.379336798708,-1.04184799981,itemhit_lo,4
