,index,group,subid,run,onset,condition,category,0,2,4,6,8,10,12,avg_logit,cond,reps
7112,7301,control,ap110,6.0,201.7033,M-2,place,-5.57943946915,5.90604018223,3.18625074119,0.811326333406,-3.99488020698,-1.64615153364,7.46295088262,-0.410863666506,M,2
7115,7307,control,ap110,6.0,223.0169,itemhit_lo-4,place,-6.38546367886,-2.86253213734,-0.695831016762,6.37018443405,5.0440965597,2.84814977689,-0.211112397919,3.39164993847,itemhit_lo,4
7118,7310,control,ap110,6.0,232.9696,itemhit_lo-4,place,4.07622565906,-0.87210935378,1.01711708624,-0.649244562189,2.03675766464,0.794527826352,0.545288952773,0.799789503761,itemhit_lo,4
7121,7313,control,ap110,6.0,242.6314,itemhit_lo-2,place,2.25269828272,-0.0663070037272,0.224111018901,-1.07381664423,-5.6001708044,-2.36047151667,-1.02594196091,-2.2025869866,itemhit_lo,2
7124,7316,control,ap110,6.0,252.1976,itemhit_lo-4,place,-0.794999656019,-1.85362399568,-0.312369866016,0.257163303232,7.10442103552,6.84719669679,-3.7819037411,3.47410279238,itemhit_lo,4
7127,7319,control,ap110,6.0,261.3438,M-4,place,5.57778875034,10.4522742006,-1.04010718036,-8.94026887511,-2.54619551929,3.01884170761,-0.234906014429,-2.37693246679,M,4
7130,7322,control,ap110,6.0,270.6487,M-2,place,4.66399629922,-1.17161773833,-6.44931183933,-1.02695095602,-0.67862831534,-4.47559748917,-5.78349532244,-3.15762214997,M,2
7133,7325,control,ap110,6.0,279.7798,itemhit_lo-2,place,-1.54965400227,-0.809175045213,-2.99372746142,1.75359781963,4.25044415258,2.56093313307,3.6436992602,1.39281191096,itemhit_lo,2
7136,7328,control,ap110,6.0,291.431,CR-0,place,0.950188700878,-0.959374295961,0.101381001072,0.519229979542,-7.35084726275,-8.92209248423,-3.78981591236,-3.91308219159,CR,0
7139,7331,control,ap110,6.0,301.1463,itemhit_lo-2,place,-7.20910803055,-4.41917532731,-0.11995110949,3.22551747732,3.79999260767,5.80666279004,2.84606854192,3.17805544139,itemhit_lo,2
7142,7334,control,ap110,6.0,311.3734,itemhit_lo-4,place,6.93599755266,2.24684107746,-1.58316470865,-0.851498953726,-0.604323897443,4.47505592443,4.5751075193,0.359017091153,itemhit_lo,4
7145,7337,control,ap110,6.0,321.3157,CR-0,place,5.83122224249,3.48089496673,-2.76654458199,-4.99876624269,-2.33768834349,-4.1838622543,-7.5705913891,-3.57171535562,CR,0
7148,7340,control,ap110,6.0,330.7195,FA-0,place,-2.58651133302,-8.49687103746,-2.8436847002,2.51996784155,-0.05381011148,-6.66263735701,-5.23295548858,-1.76004108178,FA,0
7151,7343,control,ap110,6.0,341.122,itemhit_lo-4,place,-4.93085670794,-5.82655609125,-0.597978423658,-1.46357252869,-4.12823120792,-0.0996823169285,5.31141807524,-1.5723661193,itemhit_lo,4
7154,7346,control,ap110,6.0,350.5436,FA-0,place,1.49586051533,4.66421385302,0.387749763469,2.95528811612,8.30613936714,5.46701569901,0.280145080935,4.27904823643,FA,0
7157,7349,control,ap110,6.0,362.2523,itemhit_lo-2,place,-2.42329937662,-2.8307933996,4.2711185006,6.43069565466,0.256203565987,-9.69968725,-6.14163656596,0.314582617812,itemhit_lo,2
7160,7352,control,ap110,6.0,373.6187,itemhit_lo-2,place,-7.86643837452,-6.78167344838,-1.58876040703,-1.05633706198,1.47649528357,-2.1644513517,-1.43488695025,-0.833263384285,itemhit_lo,2
7163,7355,control,ap110,6.0,384.202,CR-0,place,-3.78441491715,-3.28910454767,-2.02012179234,-1.3239077179,-3.03210390059,-3.54832829252,0.175745295913,-2.48111542584,CR,0
7166,7358,control,ap110,6.0,395.2261,itemhit_lo-2,place,-1.63333807309,-0.19856242549,2.65027435886,-0.812657438399,-3.87580591132,3.48074340333,6.98067743891,0.360638603118,itemhit_lo,2
7169,7361,control,ap110,6.0,405.3642,CR-0,place,4.99675935766,6.11216189498,2.91581704318,2.4550509203,-2.7270403453,-5.25732494145,-4.67970024124,-0.653374330817,CR,0
7172,7364,control,ap110,6.0,417.722,CR-0,place,-6.98752130329,-4.60721160235,0.468570866856,1.79377466272,-0.757184383396,0.151201772457,1.93593390704,0.414090729659,CR,0
7175,7367,control,ap111,1.0,0.0261,itemhit_lo-2,place,-4.02859761321,-0.827749657911,1.28436542955,-1.8022538196,-0.430533407877,-4.51043535303,-2.42522665112,-1.36471428774,itemhit_lo,2
7178,7370,control,ap111,1.0,10.1568,itemhit_lo-2,place,-3.8450486428,-2.8250471306,1.62414849594,3.96837908168,-0.671334415251,0.126881503991,-1.39439750458,1.26201866659,itemhit_lo,2
7181,7373,control,ap111,1.0,19.9476,CR-0,place,-1.52841638957,1.36263358394,1.18874746389,-0.423698554653,-3.90797711322,-2.10127386282,-1.54120393156,-1.3110505167,CR,0
7184,7376,control,ap111,1.0,31.9116,CR-0,place,-2.63037717515,-0.952469839684,1.1739123126,-5.47449569094,-4.86810685898,1.51329493657,4.14736832099,-1.91384882519,CR,0
7187,7379,control,ap111,1.0,40.9984,CR-0,place,2.11330524219,3.74118730178,6.96949788637,8.98662630509,0.26673336561,-6.53106524095,-0.682948426898,2.42294807903,CR,0
7190,7382,control,ap111,1.0,50.9423,itemhit_lo-4,place,-6.10795855444,-1.36908980474,4.0495506312,2.79466566459,-3.90096544753,-1.45118903784,-0.480578455853,0.373015452605,itemhit_lo,4
7193,7385,control,ap111,1.0,60.7776,itemhit_lo-4,place,-0.853380564803,-1.07476300891,1.33066545517,2.80242098405,3.18894393145,-2.42068029992,-5.50646197588,1.22533751769,itemhit_lo,4
7196,7388,control,ap111,1.0,69.9337,sourcemiss_hi-2,place,2.19477790182,-0.453719858796,-3.07871248339,7.16818019041,3.40414426931,-1.28476400505,-0.952102365054,1.55221199282,sourcemiss_hi,2
7199,7391,control,ap111,1.0,80.9583,itemhit_lo-2,place,-2.13558010312,-0.863589457173,-0.916343240635,-0.058345201641,6.91947449984,-0.651014721478,-1.64074103395,1.32344283402,itemhit_lo,2
7202,7394,control,ap111,1.0,91.5416,CR-0,place,0.17367746804,-2.27017723722,1.49161834638,-0.183800941953,-0.234278200312,0.876437019713,8.12828477451,0.487494055957,CR,0
7205,7397,control,ap111,1.0,101.3338,itemhit_lo-4,place,1.4443373071,7.50697205957,4.07713460508,-3.95374110942,-4.9314218864,-4.76404331794,-6.10449715701,-2.39301792717,itemhit_lo,4
7208,7400,control,ap111,1.0,112.55,itemhit_lo-4,place,-7.31840351277,-2.68305221446,6.47040707965,5.89741786885,3.19008534332,1.65271039636,7.02133693687,4.30265517205,itemhit_lo,4
7211,7403,control,ap111,1.0,121.9531,itemhit_lo-2,place,1.96520315463,3.71898095798,9.32046545756,15.3020434327,5.68647996,3.94663142598,4.53530309438,8.56390506906,itemhit_lo,2
7214,7406,control,ap111,1.0,131.3749,sourcehit-4,place,4.64738342893,4.31408331988,6.71203460088,0.924693192695,2.72942268937,2.8925925218,2.20644027714,3.31468575119,sourcehit,4
7217,7409,control,ap111,1.0,141.9738,M-2,place,3.45503042251,1.64976842535,1.0207124319,-6.19395192732,-8.22038041109,-5.12417112148,-6.04220302171,-4.629447757,M,2
7220,7412,control,ap111,1.0,151.6892,itemhit_lo-4,place,-4.6850873204,-6.56766008471,-4.63728628991,0.231023945204,2.16580595232,10.6873401681,4.764031038,2.11172094393,itemhit_lo,4
7223,7415,control,ap111,1.0,163.3397,CR-0,place,3.01900286793,3.35429688563,3.88447630208,-0.268470436649,-6.87127634341,-0.828151031673,2.06476046647,-1.02085537741,CR,0
7226,7418,control,ap111,1.0,172.516,CR-0,place,-0.329620936965,1.32129163686,-6.28990431136,-3.7450456122,5.98267470987,5.98733354726,-3.57963410774,0.483764583392,CR,0
7229,7421,control,ap111,1.0,181.6615,CR-0,place,5.00593269612,7.88161150138,-0.813127687589,-6.38491988798,-6.77273939234,-6.63422729776,-0.666032329828,-5.15125356642,CR,0
7232,7424,control,ap111,1.0,193.3706,itemhit_lo-2,place,-2.39437125465,-0.529310166278,-2.26269842576,5.95450430088,-0.227043878206,-4.09600038539,-0.74159719605,-0.157809597119,itemhit_lo,2
7235,7427,control,ap111,1.0,202.5029,FA-0,place,-3.49528339491,-1.18970438021,-0.13821477473,-0.96679114951,-2.27178801518,1.08438992158,-1.38385950771,-0.57310100446,FA,0
7238,7430,control,ap111,1.0,212.07,CR-0,place,1.62262104146,-2.02292422027,-6.92789498244,-4.18925331051,3.17590953134,2.38390413183,1.65385495515,-1.38933365744,CR,0
7241,7433,control,ap111,1.0,222.5687,itemhit_lo-4,place,2.98169770198,1.01213684194,-2.38093949655,-1.25272180901,9.35434179015,2.92552320201,-1.82300974764,2.16155092165,itemhit_lo,4
7244,7436,control,ap111,1.0,232.9709,sourcemiss_hi-2,place,3.35870779832,-2.353654948,-4.50585449122,1.01701926659,-2.19709078501,-1.10971173798,3.21782143077,-1.6989094369,sourcemiss_hi,2
7247,7439,control,ap111,1.0,242.7546,sourcehit-4,place,-0.610407257549,2.75044204742,6.13336917226,-0.503123372948,-0.985035791329,0.0517448575418,-3.39626926121,1.17423871638,sourcehit,4
7250,7442,control,ap111,1.0,252.4181,M-2,place,0.5262038377,-3.83739895489,-2.79942725786,-3.12571239606,-3.75528072585,-5.60676711138,-8.40348479248,-3.82179687279,M,2
7253,7445,control,ap111,1.0,262.3429,itemhit_lo-2,place,-5.03315828064,-8.93368340222,-4.02663441193,8.63854260036,7.7759734933,4.48036318029,-0.718320135914,4.2170612155,itemhit_lo,2
7256,7448,control,ap111,1.0,272.5701,itemhit_lo-4,place,5.24115480171,-1.44628761854,-4.81976242361,-4.66668259168,-2.38582689337,-7.09046057477,-5.43566878934,-4.74068312086,itemhit_lo,4
7259,7451,control,ap111,1.0,282.2887,M-2,place,-6.31519185638,-5.99865984654,-7.24867850114,-6.4788877705,1.55952936784,-1.66305027723,-2.93693831965,-3.45777179526,M,2
7262,7454,control,ap111,1.0,293.0281,sourcehit-4,place,-0.878044694605,-3.48013889407,-0.205916617299,-1.39369204675,4.61066841018,-0.49864450112,1.2833849571,0.628103811253,sourcehit,4
7265,7457,control,ap111,1.0,303.1663,sourcehit-4,place,0.291393491753,0.646811109949,3.32333812285,1.80188689105,9.73021989943,7.56985568975,0.515722971954,5.60632515077,sourcehit,4
7268,7460,control,ap111,1.0,315.5184,CR-0,place,-0.867062703287,-5.6054741299,-7.4507464241,-1.57485161734,-4.91280722649,0.0407695798235,4.09437943053,-3.47440892203,CR,0
7271,7463,control,ap111,1.0,326.8845,sourcehit-4,place,2.2955529162,-2.96697207294,-0.390820908863,-1.82972308413,-4.12458419337,-3.25661545558,4.1677547566,-2.40043591049,sourcehit,4
7274,7466,control,ap111,1.0,339.2436,CR-0,place,1.91793966247,6.08338300195,-7.36373976923,-5.71641074847,1.89476441643,-3.06951412442,-4.66571295101,-3.56372505642,CR,0
7277,7469,control,ap111,1.0,348.5482,sourcemiss_hi-2,place,-2.43882572061,-5.29388485715,4.39579873293,6.07972166039,2.22536408434,7.89326182193,0.922032040472,5.1485365749,sourcemiss_hi,2
7280,7472,control,ap111,1.0,357.9972,sourcehit-2,place,1.20753636502,9.629511754,3.74443600082,-0.491179017515,-0.977985373079,0.515415875569,4.4967764919,0.697671871449,sourcehit,2
7283,7475,control,ap111,1.0,367.9484,CR-0,place,1.40244560431,3.80378891762,0.455975556028,-3.09414752027,-10.742221374,-3.68617760914,0.959089244903,-4.26664273685,CR,0
7286,7478,control,ap111,1.0,378.629,CR-0,place,-0.283676945471,0.471494474278,-5.51450219133,-6.33523630896,-2.31324896321,-3.68741214307,-4.7137989058,-4.46259990164,CR,0
7289,7481,control,ap111,1.0,388.65,sourcehit-4,place,-3.02148957001,-5.09187476941,1.48277668079,-1.02996762591,2.77455338732,2.47175683673,1.17714219556,1.42477981973,sourcehit,4
7292,7484,control,ap111,1.0,399.9457,CR-0,place,3.26565010971,0.95999294924,-1.44129724307,-5.94897101757,-6.89702677189,1.08601158213,-1.54775400115,-3.3003208626,CR,0
7295,7487,control,ap111,1.0,409.2268,sourcehit-4,place,1.50280360171,-2.22728571116,-0.357674230037,-2.42411014839,-6.5653342738,-2.04576890755,0.489297304131,-2.84822188994,sourcehit,4
7298,7490,control,ap111,1.0,419.1898,itemhit_lo-2,place,-1.58218185458,-0.0936202254699,-7.31306110091,-2.80674666729,1.77939275445,3.17511386972,0.187852603551,-1.29132528601,itemhit_lo,2
7301,7493,control,ap111,2.0,0.0051,itemhit_lo-4,place,-4.71000621428,-0.548371471152,0.91389600851,2.42066227982,2.89707555575,-0.676244883804,-1.56229146168,1.38884724007,itemhit_lo,4
7304,7496,control,ap111,2.0,10.1589,sourcehit-4,place,-0.28005392664,-1.81682463623,2.7289638865,-0.134624637492,0.248110938973,-3.34720036515,-6.2335984066,-0.126187544292,sourcehit,4
7307,7499,control,ap111,2.0,20.11,itemhit_lo-4,place,-2.96548193361,-6.41475178655,-3.30556792757,-0.646232300896,2.29871923797,-1.14279790994,-3.28775769613,-0.698969725109,itemhit_lo,4
7310,7502,control,ap111,2.0,29.284,CR-0,place,0.739421185729,2.29357635431,0.320770639552,-1.67147351179,-1.0093839023,-4.65025454621,1.07045194068,-1.75258533019,CR,0
7313,7505,control,ap111,2.0,40.5014,M-4,place,-2.03263782968,-4.9760030461,-5.91144536837,4.42446638045,5.98142549278,3.35145550099,-0.955631907637,1.96147550146,M,4
7316,7508,control,ap111,2.0,49.5897,FA-0,place,4.51117250339,6.71039155679,2.87088674425,-0.812733345898,2.4402386045,3.56914124846,4.94537375885,2.01688331283,FA,0
7319,7511,control,ap111,2.0,59.5516,itemhit_lo-2,place,4.08308817646,4.64598884963,0.50980741059,0.955672165235,2.05621967522,6.03572973189,5.27878007501,2.38935724573,itemhit_lo,2
7322,7514,control,ap111,2.0,71.5236,sourcehit-4,place,1.85630772304,1.42664080703,5.57217537476,3.14498496355,-1.63343896862,-3.7719758435,0.448366891448,0.827936381547,sourcehit,4
7325,7517,control,ap111,2.0,81.2388,CR-0,place,-3.66132518422,0.131361965595,-3.30403722354,-2.18927458821,-2.61235062586,-2.33740191085,-5.8946907356,-2.61076608712,CR,0
7328,7520,control,ap111,2.0,90.9589,FA-0,place,-2.10080150916,-6.14603213845,-2.21817471071,-1.9187599554,-3.40804239721,6.11830760523,0.557238065406,-0.356667364522,FA,0
7331,7523,control,ap111,2.0,100.7422,itemhit_lo-2,place,6.67403849395,0.388673912973,-5.18129038147,-5.29955683014,-0.95721423799,5.44714408235,4.95619525072,-1.49772934181,itemhit_lo,2
7334,7526,control,ap111,2.0,111.4818,sourcehit-4,place,5.97007585456,4.59642546141,1.78303952085,-2.50444005889,-9.99273068578,-2.52066699249,3.58716413606,-3.30869955408,sourcehit,4
7337,7529,control,ap111,2.0,121.2655,sourcehit-4,place,-2.31946221305,3.34881034862,7.70952187842,4.26696172068,1.320303811,-1.20248293081,0.711974716938,3.02357611982,sourcehit,4
7340,7532,control,ap111,2.0,130.5692,CR-0,place,-0.767133224157,0.339376164252,-7.82539687986,-7.91112272574,-7.19072546201,-3.45551167332,-0.843644511105,-6.59568918523,CR,0
7343,7535,control,ap111,2.0,141.0698,itemhit_lo-2,place,-2.9431993206,-1.02002405441,-0.773285593107,-0.516916888356,1.2280028874,3.58758101547,3.77008883895,0.881345355352,itemhit_lo,2
7346,7538,control,ap111,2.0,151.751,CR-0,place,4.18949286915,3.64983701758,1.83754086452,-5.60035057328,-11.8376867081,-6.40081192275,1.84788973439,-5.5003270849,CR,0
7349,7541,control,ap111,2.0,164.1097,sourcehit-2,place,2.14045679829,0.604880835054,1.00541803366,3.8184371413,-2.16656195613,-2.25574062142,0.213176401946,0.100388149352,sourcehit,2
7352,7544,control,ap111,2.0,174.3372,CR-0,place,-2.01103568714,-0.0923276712365,-1.05954291835,-0.827820589084,3.13481822569,0.553652954359,1.80858092921,0.450276918154,CR,0
7355,7547,control,ap111,2.0,184.3571,itemhit_lo-2,place,0.81963282018,1.32876272359,3.35430965579,2.36496022806,6.97783632287,-0.102289387058,-0.297413630267,3.14870420492,itemhit_lo,2
7358,7550,control,ap111,2.0,206.6785,itemhit_lo-2,place,2.12930618477,-0.0146712362399,-1.26643536354,-3.29841984548,2.0869496599,4.3390885429,-0.335622014097,0.465295748445,itemhit_lo,2
7361,7553,control,ap111,2.0,216.0993,CR-0,place,5.01681584136,-0.691196244247,-1.91233280702,-0.878446034828,8.16324115026,3.24627504914,-4.39542146035,2.15468433939,CR,0
7364,7556,control,ap111,2.0,226.6819,CR-0,place,3.72886536637,-4.63542939376,-3.31870225339,-3.48241804061,-5.92223231798,-5.08771098634,1.97573992064,-4.45276589958,CR,0
7367,7559,control,ap111,2.0,236.1292,sourcehit-4,place,-4.78004498993,1.53359343402,4.28657758238,5.34538203619,2.50762141439,4.52758942792,5.8038468919,4.16679261522,sourcehit,4
7370,7562,control,ap111,2.0,246.7277,itemhit_lo-2,place,4.99899172211,5.46699034995,8.79754831492,12.3566036319,4.5071444927,1.77162825602,-6.14271029677,6.85823117389,itemhit_lo,2
7373,7565,control,ap111,2.0,256.0113,CR-0,place,2.11424326856,-5.98466529587,-9.45646852918,-0.202526687208,-1.48835213811,-6.66766631172,-4.31985430093,-4.45375341655,CR,0
7376,7568,control,ap111,2.0,265.6753,sourcehit-2,place,-3.32656258104,-2.82895987992,-0.59838429991,0.0954268958009,-0.925216725148,-1.03046429954,0.886922994099,-0.614659607199,sourcehit,2
7379,7571,control,ap111,2.0,274.8291,sourcehit-2,place,-0.792469304813,0.552305456478,3.16107195689,5.71248687985,-3.79894957108,-5.57283149014,-3.97992001864,-0.12455555612,sourcehit,2
7382,7574,control,ap111,2.0,286.4789,itemhit_lo-2,place,-7.5081623197,-1.19674516295,-0.484662864096,-5.20832428477,-5.53914045038,-3.45256842326,0.168806077493,-3.67117400563,itemhit_lo,2
7385,7577,control,ap111,2.0,296.8823,M-4,place,-3.04315397357,-0.0782009355839,-5.44840704201,-1.45345056531,-3.75628986922,4.82427160365,7.82345095739,-1.45846896822,M,4
7388,7580,control,ap111,2.0,308.2476,sourcehit-2,place,5.07700564013,-2.59786405013,1.09565136624,4.21324291246,8.73504869886,1.50482647492,-1.7378049708,3.88719236312,sourcehit,2
7391,7583,control,ap111,2.0,318.0399,itemhit_lo-2,place,1.7383983122,-2.14105700871,-0.396745406077,-0.873658983436,0.138693268865,-0.265729759907,-1.86261616991,-0.349360220139,itemhit_lo,2
7394,7586,control,ap111,2.0,330.3936,sourcehit-4,place,-5.46972373515,-5.16056357451,-0.242969053472,1.14506227083,0.817819576064,-1.28235186146,-2.52701064475,0.10939023299,sourcehit,4
7397,7589,control,ap111,2.0,339.538,sourcehit-4,place,-1.02388130474,2.00106164308,1.21743337091,-0.0659910411464,2.48910058717,3.97230569202,1.53403178171,1.90321215224,sourcehit,4
7400,7592,control,ap111,2.0,348.7454,CR-0,place,4.63734481374,1.46002246673,-5.97299853446,-4.23951771545,-8.96725394325,-5.84038131594,-3.57978541282,-6.25503787727,CR,0
7403,7595,control,ap111,2.0,358.5838,itemhit_lo-2,place,-5.73393526007,-3.60609891394,1.54131943168,-1.05915278678,-1.84261172275,7.5621770163,2.07772721061,1.55043298461,itemhit_lo,2
7406,7598,control,ap111,2.0,367.9891,CR-0,place,-3.48359998741,10.7377065912,5.61714662058,-6.34430593741,-0.185663946064,6.8553061665,2.49300406768,1.4856207259,CR,0
7409,7601,control,ap111,2.0,378.1249,FA-0,place,-0.788367892785,-1.61303921065,-1.06472148214,1.00603518827,0.835488509552,-3.07331627031,-2.38860096446,-0.574128513657,FA,0
7412,7604,control,ap111,2.0,387.2543,sourcehit-4,place,-1.10052897923,0.29213198183,1.00483637402,5.08740349645,0.443260397267,0.30933328919,-1.34802410806,1.71120838923,sourcehit,4
7415,7607,control,ap111,2.0,397.1972,sourcehit-4,place,0.761617978938,-1.55822503589,-2.05688913464,-3.76823592223,-1.32302577755,-5.69185969111,-3.86290983921,-3.21000263138,sourcehit,4
7418,7610,control,ap111,2.0,408.9079,CR-0,place,-7.47498863493,-3.00211771407,-1.96159356831,-2.50533552401,1.02282682274,-3.70409680304,-5.53623265735,-1.78704976815,CR,0
7421,7613,control,ap111,2.0,418.4731,itemhit_lo-4,place,-3.36357794678,-5.87922792266,-2.06172221994,-3.43855613454,3.73306737329,-4.53731562465,-1.36112762109,-1.57613165146,itemhit_lo,4
7424,7616,control,ap111,3.0,0.0067,CR-0,place,1.27233634912,-2.09015248198,-1.85741486645,-6.97970251048,-1.63629875176,-4.93185998362,-4.97114262531,-3.85131902808,CR,0
7427,7619,control,ap111,3.0,9.4838,itemhit_lo-2,place,-3.59404989334,-2.34076548387,-1.2399073834,0.765778901654,0.820256995845,0.522224199814,-2.69463668987,0.217088178478,itemhit_lo,2
7430,7622,control,ap111,3.0,18.9011,M-2,place,0.723573571641,-2.00679537652,3.41731956171,-4.43043477866,3.30404439917,6.43511313485,-0.803595303687,2.18151057927,M,2
7433,7625,control,ap111,3.0,29.4022,sourcehit-2,place,6.5678966141,0.0428507795371,5.85680437128,5.07664524143,-0.626689885262,-1.58093166535,-0.570530430756,2.18145701552,sourcehit,2
7436,7628,control,ap111,3.0,38.8058,CR-0,place,-1.22823550922,0.113777560138,-6.84758916502,-1.76476872757,-2.42350324252,-5.18664927904,-0.403264838335,-4.05562760354,CR,0
7439,7631,control,ap111,3.0,47.9368,sourcehit-2,place,-4.56017389754,-2.03202543466,3.87524380719,3.34037374186,3.14689201471,3.33159831554,1.87754529528,3.42352696983,sourcehit,2
7442,7634,control,ap111,3.0,57.7218,CR-0,place,3.56209714453,2.46968412657,-3.96581822796,-4.04477910512,-1.33907790875,-3.94712197743,-2.93115659879,-3.32419930482,CR,0
7445,7637,control,ap111,3.0,69.0178,sourcehit-2,place,-4.42893583396,-0.647463986911,1.24724750589,7.3300951654,2.90168557082,3.95439160486,6.73352349533,3.85835496174,sourcehit,2
7448,7640,control,ap111,3.0,80.6676,itemhit_lo-2,place,4.72068098948,0.0116537543596,-0.0276684061322,2.89540740216,-5.34939033838,3.59069510419,8.1007725568,0.277260940459,itemhit_lo,2
7451,7643,control,ap111,3.0,90.7923,CR-0,place,3.60464203666,9.09782735501,-1.02317367546,-3.86841419984,0.826960146202,-2.05682388211,-2.78183365472,-1.5303629028,CR,0
7454,7646,control,ap111,3.0,100.5072,FA-0,place,-1.77998267742,-2.23551433253,-3.35238378013,-0.0398890863004,-3.74600401654,-2.4921651823,-7.57362813605,-2.40761051632,FA,0
7457,7649,control,ap111,3.0,111.7256,sourcehit-4,place,-2.00907650328,-7.03210746469,-5.08073783322,1.70172435147,-2.20214951715,2.23914683609,2.68595539651,-0.835504040702,sourcehit,4
7460,7652,control,ap111,3.0,121.0083,FA-0,place,2.23532505148,3.38505761105,1.71945558155,-1.50094318742,1.20473359384,0.69819552705,-0.408967886846,0.530360378755,FA,0
7463,7655,control,ap111,3.0,130.9501,CR-0,place,1.05987661842,0.53408400536,1.1009850073,-4.90162406739,-9.19956382776,-8.88864781184,-6.61465371997,-5.47221267492,CR,0
7466,7658,control,ap111,3.0,140.7346,itemhit_lo-4,place,-8.40797467534,-5.89693613736,-3.30547944432,-0.771636976587,2.87788833584,3.78640795227,-4.51473213315,0.646794966801,itemhit_lo,4
7469,7661,control,ap111,3.0,150.5261,sourcehit-4,place,4.00202519176,-3.83687598658,-2.01155199567,2.42613431403,-1.97396204451,2.82922315883,2.36855300264,0.31746085817,sourcehit,4
7472,7664,control,ap111,3.0,160.663,M-4,place,3.22393638721,3.32377120361,-3.91102142456,-4.58244542317,1.88262731729,3.18800838721,1.25634548922,-0.855707785808,M,4
7475,7667,control,ap111,3.0,171.6886,itemhit_lo-4,place,3.48964111588,2.23842157589,5.20382162389,-1.8108208629,-2.66735693426,3.3788039509,-0.296738744946,1.02611194441,itemhit_lo,4
7478,7670,control,ap111,3.0,184.0418,sourcehit-4,place,-9.90607707303,-4.55952266902,6.85153447783,10.7719484583,7.12382644466,0.225177107675,6.67359801339,6.24312162212,sourcehit,4
7481,7673,control,ap111,3.0,193.7599,sourcehit-2,place,4.71014597803,3.2494352755,11.2690478874,11.4809457304,6.3385127772,1.48564849866,1.56691838875,7.64353872342,sourcehit,2
7484,7676,control,ap111,3.0,203.7796,M-2,place,1.71818143938,2.40484461644,-2.6733715218,-0.614314218406,-2.10859121952,-5.75238846869,-0.365291225711,-2.7871663571,M,2
7487,7679,control,ap111,3.0,213.0841,sourcehit-4,place,-5.38796806942,0.449189541513,1.34454385601,6.05929271508,-1.21399281485,-1.09274237835,0.503477244533,1.27427534447,sourcehit,4
7490,7682,control,ap111,3.0,223.6666,sourcehit-2,place,-0.83951616565,1.32225196473,-1.96203378539,2.73697896071,2.61865527148,-3.67940538917,-4.29889375348,-0.0714512355925,sourcehit,2
7493,7685,control,ap111,3.0,244.5998,sourcehit-4,place,-3.26901805602,-4.28681877181,-2.36196176763,-0.256610574655,3.23929501559,-2.56810159793,-6.73764103525,-0.486844731156,sourcehit,4
7496,7688,control,ap111,3.0,254.826,M-4,place,-2.1412784403,-6.10111058383,-4.12189542158,-5.60135852688,5.3159612456,0.639130528538,-0.651135280963,-0.942040543581,M,4
7499,7691,control,ap111,3.0,265.2294,CR-0,place,0.864554470272,-0.0339110721003,-1.05837137689,-2.92225696715,-1.33098175064,6.81546917752,8.63931090111,0.37596477071,CR,0
7502,7694,control,ap111,3.0,276.9393,sourcehit-4,place,6.55956524145,3.72559328164,0.992376127186,9.57408460747,9.99743037264,-5.78416786235,-3.75771696859,3.69493081124,sourcehit,4
7505,7697,control,ap111,3.0,288.9113,CR-0,place,-5.19316629659,-2.32010712768,-1.68354309226,-8.1317634656,-0.822439207162,5.53452528836,2.59121655501,-1.27580511917,CR,0
7508,7700,control,ap111,3.0,299.6509,FA-0,place,5.44734607401,3.54133047284,-1.97573739839,-4.96549777234,-3.8306606418,2.02674430696,5.27133557269,-2.18628787639,FA,0
7511,7703,control,ap111,3.0,308.8271,sourcehit-4,place,2.24636636073,6.2353764093,10.1863701475,3.07951717132,-1.03243245158,-6.47733727081,-7.55043433317,1.43902939911,sourcehit,4
7514,7706,control,ap111,3.0,319.509,sourcehit-2,place,-6.15559396509,-6.84452233474,-6.33364133967,-5.59021588336,-0.63384237875,3.89610817655,2.33922024299,-2.16539785631,sourcehit,2
7517,7709,control,ap111,3.0,329.434,CR-0,place,4.47456436778,3.00940578803,-2.81518326257,-7.83310357,-7.09836739428,-6.41339036587,-10.8451341101,-6.04001114818,CR,0
7520,7712,control,ap111,3.0,338.5235,CR-0,place,-6.11000893119,-10.5364586564,-9.20749030189,-7.85362444935,-4.78845467686,-1.29516225105,1.25615637132,-5.78618291979,CR,0
7523,7715,control,ap111,3.0,350.8821,itemhit_lo-4,place,-0.65506574662,2.03880513825,0.88887820658,-1.72232843311,2.86109071007,4.96551539665,7.79647725432,1.74828897005,itemhit_lo,4
7526,7718,control,ap111,3.0,361.4792,itemhit_lo-2,place,4.99887084393,8.50640917495,1.88433714053,-3.88010989575,-1.29881274079,3.96662811955,-2.45610878863,0.168010655885,itemhit_lo,2
7529,7721,control,ap111,3.0,371.3165,sourcehit-2,place,4.11952686554,-1.57605132455,-2.08678833473,3.16811580976,3.80523403079,3.64097075015,-0.822570272147,2.13188306399,sourcehit,2
7532,7724,control,ap111,3.0,380.4625,sourcehit-4,place,3.76314771399,0.108032301382,3.63661994711,0.562275885085,-6.60321493341,-5.15543868339,-0.227841484032,-1.88993944615,sourcehit,4
7535,7727,control,ap111,3.0,389.6173,sourcehit-4,place,-8.5684721509,-2.27731859438,3.60123182146,3.93125781466,-4.3932895617,-6.79962059395,-5.84846559875,-0.915105129883,sourcehit,4
