"","bootDist_0_hipp","bootDist_0_hippxgroup","bootDist_1_vtc","bootDist_1_vtcxgroup","bootDist_1_hipp","bootDist_1_hippxgroup","bootDist_2_hipp","bootDist_2_hippxgroup","min_persub"
"1",0.333697513291348,0.0331324761504604,0.340112129259912,-0.00618538709610821,0.24427264675436,0.0508574689351416,0.267698517590781,-0.0475780467653293,128
"2",0.383090278326782,0.0772930140496639,0.235833145699855,-0.0282402832065397,0.326430081696041,0.101910933064106,0.25973287025516,-0.0640708299213089,112
"3",0.309555716319792,0.105230260624404,0.253626514304981,-0.0638270084128962,0.249550356749907,0.132056691457132,0.237632025058015,-0.0535021180203681,117
"4",0.351944376369153,0.111334941384478,0.269321872999563,-0.0267697131267749,0.281567551902413,0.133417559360594,0.271931021241229,-0.0760586005143885,124
"5",0.30454652257002,0.129799385579545,0.253978079560189,-0.0271225688903329,0.240485760722646,0.161461335413653,0.287271073912359,-0.0675479950852975,125
"6",0.308152861417446,0.126260976504731,0.32518252850734,-0.0173911191808057,0.215357425034451,0.160946380749449,0.260251930779996,-0.0436201992842635,121
"7",0.371497067290112,0.101396391400111,0.267565728603194,-0.0194305581401093,0.3006097849021,0.125617504689161,0.279286130389624,-0.0587650659373544,128
"8",0.345031017575134,0.135822123955256,0.256966422079706,-0.113084218982565,0.26907073806819,0.18881590044693,0.244590263399836,-0.0607504807506027,112
"9",0.321526045058791,0.0536677477725068,0.278408140160287,-0.000888750168152986,0.237751235630097,0.0717849820787623,0.277667746692301,-0.0648380912813777,108
"10",0.371687695558535,0.155481271252334,0.20610548957036,-0.0504548355390512,0.312994888490626,0.187443631804526,0.272309470586671,-0.0762289847093313,117
"11",0.366019812894372,0.0883304275486581,0.323875181135589,-0.0519710687716023,0.280619512752188,0.124151424024109,0.257624668923269,-0.0695044927758266,122
"12",0.359926500340289,0.0812525855102278,0.284408597388038,-0.0152570629531016,0.288242110686869,0.106946718507452,0.25547794731099,-0.0669870355961482,123
"13",0.346071819222946,0.112807479302877,0.301705635101843,-0.0284044718709183,0.269424701342614,0.146373443067723,0.269044196626956,-0.0659393978397022,129
"14",0.339409606652142,0.10681550051148,0.277382502058184,0.0129950906653889,0.27149507835646,0.120408086325825,0.268235736738838,-0.0606859730666504,130
"15",0.307669239305885,0.0872317043045463,0.298437662161353,-0.0444728052374177,0.230785903648457,0.12481839493911,0.282545600316084,-0.0429827781566365,127
"16",0.327865994264448,0.0472815254373422,0.289464843627536,-0.00688113040872301,0.261688716352933,0.0699718246386791,0.26018490166946,-0.0562287734198883,128
"17",0.355800287013688,0.0490733192116403,0.291515373351923,-0.013815264401326,0.283059044471374,0.0714739946213934,0.242184059141821,-0.0560811994146475,119
"18",0.371189359037122,0.0889368660899963,0.289167548954908,-0.0286687709279732,0.299930273404357,0.115813889884921,0.263159006286689,-0.0575365456274987,121
"19",0.326554621428279,0.106554640011324,0.279188751257702,-0.0841724319956133,0.243032410369473,0.1501135519736,0.278705863222553,-0.070949427827791,124
"20",0.276181588222315,0.0965023674751479,0.237455107143831,-0.0182786575471815,0.216621523305362,0.109620083122867,0.250745644612965,-0.0450708650567643,124
"21",0.319514092571129,0.0979721128747897,0.314945604742902,-0.0151031663927837,0.234006635567216,0.128248661765991,0.265516587428533,-0.0609203146035535,135
"22",0.316317551774613,0.0863902416346081,0.25591339635036,-0.010581259492371,0.242803687749173,0.102153025105794,0.251040289059859,-0.0656147802866468,126
"23",0.320583440353663,0.066084813464412,0.309103021594951,-0.0362572145784111,0.237852988245718,0.0967692180752194,0.265153704415136,-0.0669015071274512,117
