,run,trial,onset,duration,shockCond,shockTrial,target,associate,resp,acc,accSpec,respRT,subid,group,remove,anxious,happy,safe,stressed,life_stress,sleep,cond_orig,cond,reps,shock_and_post,conf,onset_adj,mem_conditions,obj_conditions,onset_code,rt_z,mem_conditions_byrep,onset_code_byrep
0,1,1,12.0191,10.6661,safe,0,BANDIT,cemetery,indoor,SM,SMO_Hi,2.1094,ap100,control-fmri,,3,2,3,3,4,4.5,TO_4,outdoor,4,0,Hi,0.0191,sourcemiss_hi,old,itemhit,-1.2038800913,sourcemiss_hi-4,itemhit-4
1,1,2,22.7129,9.1242,safe,0,WALRUS,foil,foil,CR,CR,1.7773,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,N,10.7129,CR,new,CR,-0.1286752619,CR-0,CR-0
2,1,3,31.8642,9.4224,safe,0,VIOLIN,throne_room,indoor,H,HI_Hi,1.6804,ap100,control-fmri,,3,2,3,3,4,4.5,TI_2,indoor,2,0,Hi,19.8642,sourcehit,old,sourcehit,-0.7460198777,sourcehit-2,sourcehit-2
3,1,4,41.3132,11.3389,safe,0,MEDAL,hayfield,outdoor,H,HO_Hi,1.7268,ap100,control-fmri,,3,2,3,3,4,4.5,TO_2,outdoor,2,0,Hi,29.3132,sourcehit,old,sourcehit,-0.6738595226,sourcehit-2,sourcehit-2
4,1,5,52.6786,9.7644,safe,0,MANURE,canyon,outdoor,H,HO_Hi,1.3734,ap100,control-fmri,,3,2,3,3,4,4.5,TO_2,outdoor,2,0,Hi,40.6786,sourcehit,old,sourcehit,-1.223460158,sourcehit-2,sourcehit-2
5,1,6,62.4701,9.118,safe,0,SARDINE,mountain_snowy,outdoor,H,HO_Hi,2.1476,ap100,control-fmri,,3,2,3,3,4,4.5,TO_4,outdoor,4,0,Hi,50.4701,sourcehit,old,sourcehit,-0.0194397508,sourcehit-4,sourcehit-4
6,1,7,71.6147,10.1001,safe,0,SHEEP,foil,foil,CR,CR,2.0589,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,N,59.6147,CR,new,CR,0.5135534866,CR-0,CR-0
7,1,8,81.7414,9.9338,safe,0,TOBACCO,synagogue,foil,M,MI,1.9086,ap100,control-fmri,,3,2,3,3,4,4.5,TI_4,indoor,4,0,N,69.7414,M,old,M,-0.2200555102,M-4,M-4
8,1,9,91.7024,9.3774,safe,0,GOAT,bus_interior,foil,M,MI,2.1548,ap100,control-fmri,,3,2,3,3,4,4.5,TI_2,indoor,2,0,N,79.7024,M,old,M,0.1393916062,M-2,M-2
9,1,10,101.1064,9.758,safe,0,MILK,foil,foil,CR,CR,1.4059,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,N,89.1064,CR,new,CR,-0.9757056496,CR-0,CR-0
10,1,11,110.8911,9.2779,safe,0,POTATO,foil,foil,CR,CR,2.1454,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,N,98.8911,CR,new,CR,0.7108290077,CR-0,CR-0
11,1,12,120.1958,9.2563,safe,0,KALE,garbage_dump,foil,M,MI,1.2672,ap100,control-fmri,,3,2,3,3,4,4.5,TO_2,outdoor,2,0,N,108.1958,M,old,M,-1.1564867875,M-2,M-2
12,1,13,129.4794,9.6367,safe,0,OLIVE,foil,indoor,FA,FAI_Lo,2.0373,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,Lo,117.4794,FA,new,FA,-1.6234504997,FA-0,FA-0
13,1,14,139.1429,10.1996,safe,0,FLASK,foil,outdoor,FA,FAO_Lo,2.9702,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,Lo,127.1429,FA,new,FA,0.8251688367,FA-0,FA-0
14,1,15,149.3692,10.376,safe,0,SEAL,motel,outdoor,H,HO_Hi,2.1847,ap100,control-fmri,,3,2,3,3,4,4.5,TO_4,outdoor,4,0,Hi,137.3692,sourcehit,old,sourcehit,0.0382574296,sourcehit-4,sourcehit-4
15,1,16,159.7725,11.9447,safe,0,SCROLL,courtroom,indoor,H,HI_Hi,1.1404,ap100,control-fmri,,3,2,3,3,4,4.5,TI_2,indoor,2,0,Hi,147.7725,sourcehit,old,sourcehit,-1.5858171134,sourcehit-2,sourcehit-2
16,1,17,171.744,10.711,safe,0,SADDLE,foil,indoor,FA,FAI_Hi,3.426,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,Hi,159.744,FA,new,FA,2.0215250308,FA-0,FA-0
17,1,18,182.4824,9.8992,safe,0,ORANGE,foil,foil,CR,CR,1.8926,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,N,170.4824,CR,new,CR,0.1342827448,CR-0,CR-0
18,1,19,192.4083,9.3927,safe,0,CORAL,library,indoor,H,HI_Hi,1.9019,ap100,control-fmri,,3,2,3,3,4,4.5,TI_2,indoor,2,0,Hi,180.4083,sourcehit,old,sourcehit,-0.4015474931,sourcehit-2,sourcehit-2
19,1,20,201.8279,9.5393,safe,0,ANCHOR,ice_shelf,outdoor,H,HO_Hi,1.6995,ap100,control-fmri,,3,2,3,3,4,4.5,TO_4,outdoor,4,0,Hi,189.8279,sourcehit,old,sourcehit,-0.7163159385,sourcehit-4,sourcehit-4
20,1,21,211.3947,9.7577,safe,0,TYPEWRITER,harbor,outdoor,H,HO_Hi,1.9145,ap100,control-fmri,,3,2,3,3,4,4.5,TO_2,outdoor,2,0,Hi,199.3947,sourcehit,old,sourcehit,-0.3819522242,sourcehit-2,sourcehit-2
21,1,22,221.1792,11.6825,safe,0,PASSPORT,dining_room,indoor,H,HI_Hi,2.0579,ap100,control-fmri,,3,2,3,3,4,4.5,TI_4,indoor,4,0,Hi,209.1792,sourcehit,old,sourcehit,-0.1589394028,sourcehit-4,sourcehit-4
22,1,23,232.8887,9.9923,safe,0,QUAIL,kennel,indoor,H,HI_Hi,2.2149,ap100,control-fmri,,3,2,3,3,4,4.5,TI_2,indoor,2,0,Hi,220.8887,sourcehit,old,sourcehit,0.0852238676,sourcehit-2,sourcehit-2
23,1,24,242.9084,9.1032,safe,0,SHOWER,control_room,outdoor,SM,SMI_Hi,2.1681,ap100,control-fmri,,3,2,3,3,4,4.5,TI_4,indoor,4,0,Hi,230.9084,sourcemiss_hi,old,itemhit,-1.1032457435,sourcemiss_hi-4,itemhit-4
24,1,25,252.0384,9.6899,safe,0,FENCE,foil,indoor,FA,FAI_Lo,2.5304,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,Lo,240.0384,FA,new,FA,-0.3291915279,FA-0,FA-0
25,1,26,261.7552,12.325,safe,0,WAND,bistro,indoor,H,HI_Hi,2.2387,ap100,control-fmri,,3,2,3,3,4,4.5,TI_4,indoor,4,0,Hi,249.7552,sourcehit,old,sourcehit,0.1222371532,sourcehit-4,sourcehit-4
26,1,27,274.1083,10.5722,safe,0,PENCIL,hospital_room,foil,M,MI,1.5371,ap100,control-fmri,,3,2,3,3,4,4.5,TI_2,indoor,2,0,N,262.1083,M,old,M,-0.7624381412,M-2,M-2
27,1,28,284.7073,10.9982,safe,0,POWDER,dentists_office,outdoor,SM,SMI_Lo,2.8854,ap100,control-fmri,,3,2,3,3,4,4.5,TI_2,indoor,2,0,Lo,272.7073,itemhit_lo,old,itemhit,0.3474597344,itemhit_lo-2,itemhit-2
28,1,29,295.7324,12.3318,safe,0,PEDAL,labyrinth,indoor,SM,SMO_Lo,2.257,ap100,control-fmri,,3,2,3,3,4,4.5,TO_2,outdoor,2,0,Lo,283.7324,itemhit_lo,old,itemhit,-1.3080136613,itemhit_lo-2,itemhit-2
29,1,30,308.0917,10.1092,safe,0,GLOBE,foil,foil,CR,CR,1.6836,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,N,296.0917,CR,new,CR,-0.3423714044,CR-0,CR-0
30,1,31,318.2279,9.0611,safe,0,OATMEAL,raceway,foil,M,MI,1.1664,ap100,control-fmri,,3,2,3,3,4,4.5,TO_2,outdoor,2,0,N,306.2279,M,old,M,-1.303652788,M-2,M-2
31,1,32,327.3167,9.1808,safe,0,BALLOON,baseball_field,outdoor,H,HO_Hi,2.1867,ap100,control-fmri,,3,2,3,3,4,4.5,TO_4,outdoor,4,0,Hi,315.3167,sourcehit,old,sourcehit,0.0413677898,sourcehit-4,sourcehit-4
32,1,33,336.5251,10.4703,safe,0,UMBRELLA,foil,foil,CR,CR,2.0159,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,N,324.5251,CR,new,CR,0.4154858865,CR-0,CR-0
33,1,34,347.0223,11.6247,safe,0,APPLE,chicken_coop,indoor,H,HI_Hi,3.1311,ap100,control-fmri,,3,2,3,3,4,4.5,TI_4,indoor,4,0,Hi,335.0223,sourcehit,old,sourcehit,1.5100798442,sourcehit-4,sourcehit-4
34,1,35,358.674,9.8091,safe,0,KNIFE,lido_deck,foil,M,MI,3.3305,ap100,control-fmri,,3,2,3,3,4,4.5,TO_4,outdoor,4,0,N,346.674,M,old,M,1.8558902851,M-4,M-4
35,1,36,368.5106,11.2699,safe,0,COFFEE,foil,foil,CR,CR,2.0105,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,N,356.5106,CR,new,CR,0.4031704204,CR-0,CR-0
36,1,37,379.8075,9.9251,safe,0,STOOL,bakery,indoor,H,HI_Hi,1.7078,ap100,control-fmri,,3,2,3,3,4,4.5,TI_4,indoor,4,0,Hi,367.8075,sourcehit,old,sourcehit,-0.7034079439,sourcehit-4,sourcehit-4
37,1,38,389.7596,9.69,safe,0,WALLET,castle,indoor,SM,SMO_Hi,3.834,ap100,control-fmri,,3,2,3,3,4,4.5,TO_2,outdoor,2,0,Hi,377.7596,sourcemiss_hi,old,itemhit,1.7527467609,sourcemiss_hi-2,itemhit-2
38,1,39,399.4766,9.1504,safe,0,WINE,foil,foil,CR,CR,1.7807,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,N,387.4766,CR,new,CR,-0.1209210796,CR-0,CR-0
39,1,40,408.6541,11.1887,safe,0,CLOAK,hotel,outdoor,H,HO_Hi,2.5868,ap100,control-fmri,,3,2,3,3,4,4.5,TO_4,outdoor,4,0,Hi,396.6541,sourcehit,old,sourcehit,0.6635953342,sourcehit-4,sourcehit-4
40,1,41,419.8698,9.916,safe,0,SPONGE,foil,foil,CR,CR,2.0631,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,N,407.8698,CR,new,CR,0.5231321824,CR-0,CR-0
41,1,42,429.8134,10.5553,safe,0,SANDAL,attic,indoor,H,HI_Hi,2.6174,ap100,control-fmri,,3,2,3,3,4,4.5,TI_4,indoor,4,0,Hi,417.8134,sourcehit,old,sourcehit,0.7111838442,sourcehit-4,sourcehit-4
42,2,1,12.0051,9.78,threat,0,GEESE,foil,foil,CR,CR,1.8908,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,N,0.0051,CR,new,CR,0.1301775895,CR-0,CR-0
43,2,2,21.8151,10.6514,threat,0,SCOTCH,aquarium,indoor,H,HI_Hi,2.0223,ap100,control-fmri,,3,2,3,3,4,4.5,TI_4,indoor,4,0,Hi,9.8151,sourcehit,old,sourcehit,-0.2143038131,sourcehit-4,sourcehit-4
44,2,3,32.4959,9.1471,threat,0,QUARTER,foil,indoor,FA,FAI_Hi,2.3828,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,Hi,20.4959,FA,new,FA,-0.7166030554,FA-0,FA-0
45,2,4,41.6727,9.7624,threat,0,RIFLE,theater,indoor,H,HI_Hi,2.9159,ap100,control-fmri,,3,2,3,3,4,4.5,TI_2,indoor,2,0,Hi,29.6727,sourcehit,old,sourcehit,1.175405094,sourcehit-2,sourcehit-2
46,2,5,51.4644,9.6349,threat,0,SUNBURN,operating_room,indoor,H,HI_Hi,1.7658,ap100,control-fmri,,3,2,3,3,4,4.5,TI_2,indoor,2,0,Hi,39.4644,sourcehit,old,sourcehit,-0.6132075001,sourcehit-2,sourcehit-2
47,2,6,61.1284,9.4175,threat,0,BENCH,foil,foil,CR,CR,1.7617,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,N,49.1284,CR,new,CR,-0.164253275,CR-0,CR-0
48,2,7,70.5756,9.1161,threat,0,WHEAT,foil,foil,CR,CR,2.9862,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,N,58.5756,CR,new,CR,2.6283926856,CR-0,CR-0
49,2,8,79.721,10.9973,threat,0,WITCH,foil,foil,CR,CR,1.4861,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,N,67.721,CR,new,CR,-0.7927981723,CR-0,CR-0
50,2,9,90.7475,9.8963,threat,0,SLIPPER,classroom,indoor,H,HI_Lo,3.1311,ap100,control-fmri,,3,2,3,3,4,4.5,TI_4,indoor,4,0,Lo,78.7475,itemhit_lo,old,itemhit,0.9947382407,itemhit_lo-4,itemhit-4
51,2,10,100.6737,11.9425,threat,0,RACQUET,foil,foil,CR,CR,2.0321,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,N,88.6737,CR,new,CR,0.4524322847,CR-0,CR-0
52,2,11,112.6455,12.3239,threat,0,ZIPPER,bridge,outdoor,H,HO_Hi,3.3936,ap100,control-fmri,,3,2,3,3,4,4.5,TO_4,outdoor,4,0,Hi,100.6455,sourcehit,old,sourcehit,1.9183146116,sourcehit-4,sourcehit-4
53,2,12,124.9987,9.7539,threat,0,BRAIN,foil,foil,CR,CR,1.8108,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,N,112.9987,CR,new,CR,-0.0522737595,CR-0,CR-0
54,2,13,134.7824,9.2536,threat,0,ROCK,hill,foil,M,MI,2.1578,ap100,control-fmri,,3,2,3,3,4,4.5,TO_2,outdoor,2,0,N,122.7824,M,old,M,0.1437715467,M-2,M-2
55,2,14,144.0653,12.3303,threat,0,DIAMOND,foil,foil,CR,CR,1.6928,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,N,132.0653,CR,new,CR,-0.3213894993,CR-0,CR-0
56,2,15,156.425,9.9895,threat,0,CAGE,foil,outdoor,FA,FAO_Lo,2.6936,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,Lo,144.425,FA,new,FA,0.0991659334,FA-0,FA-0
57,2,16,166.4444,11.6797,threat,0,WRENCH,supermarket,foil,M,MI,1.5069,ap100,control-fmri,,3,2,3,3,4,4.5,TI_2,indoor,2,0,N,154.4444,M,old,M,-0.8065295422,M-2,M-2
58,2,17,178.154,11.1869,threat,0,CARROT,fishpond,outdoor,H,HO_Lo,2.7416,ap100,control-fmri,,3,2,3,3,4,4.5,TO_4,outdoor,4,0,Lo,166.154,itemhit_lo,old,itemhit,-0.0313707467,itemhit_lo-4,itemhit-4
59,2,18,189.371,10.5682,threat,0,LANTERN,foil,indoor,FA,FAI_Lo,2.0873,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,Lo,177.371,FA,new,FA,-1.4922135323,FA-0,FA-0
60,2,19,199.9686,10.5533,threat,0,SHARK,kitchenette,foil,M,MI,1.8905,ap100,control-fmri,,3,2,3,3,4,4.5,TI_2,indoor,2,0,N,187.9686,M,old,M,-0.2464811512,M-2,M-2
61,2,20,210.5524,9.1776,threat,0,HATCHET,foil,foil,CR,CR,1.7955,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,N,198.5524,CR,new,CR,-0.08716758,CR-0,CR-0
62,2,21,219.7599,9.688,threat,0,PENNY,badminton_court,indoor,H,HI_Hi,1.6734,ap100,control-fmri,,3,2,3,3,4,4.5,TI_2,indoor,2,0,Hi,207.7599,sourcehit,old,sourcehit,-0.7569061382,sourcehit-2,sourcehit-2
63,2,22,229.4774,9.1007,threat,0,JUGGLER,chalet,outdoor,H,HO_Hi,2.9014,ap100,control-fmri,,3,2,3,3,4,4.5,TO_2,outdoor,2,0,Hi,217.4774,sourcehit,old,sourcehit,1.152854983,sourcehit-2,sourcehit-2
64,2,23,238.6075,11.2677,threat,0,TURTLE,stable,indoor,H,HI_Lo,2.5211,ap100,control-fmri,,3,2,3,3,4,4.5,TI_4,indoor,4,0,Lo,226.6075,itemhit_lo,old,itemhit,-0.6122617138,itemhit_lo-4,itemhit-4
65,2,24,249.9052,9.9118,threat,0,TOAST,foil,foil,CR,CR,2.3373,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,N,237.9052,CR,new,CR,1.1484841811,CR-0,CR-0
66,2,25,259.8464,10.1076,threat,0,VODKA,kitchen,indoor,H,HI_Hi,1.2684,ap100,control-fmri,,3,2,3,3,4,4.5,TI_4,indoor,4,0,Hi,247.8464,sourcehit,old,sourcehit,-1.386754065,sourcehit-4,sourcehit-4
67,2,26,269.9834,9.0584,threat,0,BAYONET,campsite,outdoor,H,HO_Hi,2.0372,ap100,control-fmri,,3,2,3,3,4,4.5,TO_4,outdoor,4,0,Hi,257.9834,sourcehit,old,sourcehit,-0.1911316301,sourcehit-4,sourcehit-4
68,2,27,279.0624,9.6949,threat,0,CRADLE,foil,foil,CR,CR,2.4066,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,N,267.0624,CR,new,CR,1.3065326622,CR-0,CR-0
69,2,28,288.7917,10.1932,threat,0,NAPKIN,art_studio,foil,M,MI,3.4873,ap100,control-fmri,,3,2,3,3,4,4.5,TI_4,indoor,4,0,N,276.7917,M,old,M,2.0848151749,M-4,M-4
70,2,29,299.0143,9.39,threat,0,OWL,foil,foil,CR,CR,1.4985,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,N,287.0143,CR,new,CR,-0.7645182132,CR-0,CR-0
71,2,30,308.4334,10.4723,threat,0,NOODLE,,indoor,H,HI_Hi,2.5442,ap100,control-fmri,,3,2,3,3,4,4.5,TI_2,indoor,2,0,Hi,296.4334,sourcehit,old,sourcehit,0.5973446634,sourcehit-2,sourcehit-2
72,2,31,318.9353,9.5357,threat,0,PAN,nuclear_power_plant,indoor,SM,SMO_Lo,2.8417,ap100,control-fmri,,3,2,3,3,4,4.5,TO_2,outdoor,2,0,Lo,306.9353,itemhit_lo,old,itemhit,0.2323353114,itemhit_lo-2,itemhit-2
73,2,32,328.4999,9.3754,threat,0,OYSTER,balcony,foil,M,MI,2.2687,ap100,control-fmri,,3,2,3,3,4,4.5,TO_4,outdoor,4,0,N,316.4999,M,old,M,0.3056833469,M-4,M-4
74,2,33,337.9044,9.2758,threat,0,CHERRY,toyshop,outdoor,SM,SMI_Hi,3.1778,ap100,control-fmri,,3,2,3,3,4,4.5,TI_2,indoor,2,0,Hi,325.9044,sourcemiss_hi,old,itemhit,0.6277679018,sourcemiss_hi-2,itemhit-2
75,2,34,347.2092,11.3385,threat,0,CHICKEN,playroom,foil,M,MI,2.5935,ap100,control-fmri,,3,2,3,3,4,4.5,TI_4,indoor,4,0,N,335.2092,M,old,M,0.7798849042,M-4,M-4
76,2,35,358.5767,9.8076,threat,1,FIDDLE,fire_station,outdoor,H,HO_Hi,2.2017,ap100,control-fmri,,3,2,3,3,4,4.5,TO_2,outdoor,2,0,Hi,346.5767,sourcehit,old,sourcehit,0.0646954908,sourcehit-2,sourcehit-2
77,2,36,368.4136,9.9222,threat,0,ALLIGATOR,forest_needleleaf,indoor,SM,SMO_Lo,2.5721,ap100,control-fmri,,3,2,3,3,4,4.5,TO_2,outdoor,2,0,Lo,356.4136,itemhit_lo,old,itemhit,-0.4779059799,itemhit_lo-2,itemhit-2
78,2,37,378.3649,10.0952,threat,0,CANDY,excavation,outdoor,H,HO_Hi,2.7589,ap100,control-fmri,,3,2,3,3,4,4.5,TO_2,outdoor,2,0,Hi,366.3649,sourcehit,old,sourcehit,0.9312418236,sourcehit-2,sourcehit-2
79,2,38,388.4892,10.7104,threat,0,ANT,creek,indoor,SM,SMO_Hi,3.041,ap100,control-fmri,,3,2,3,3,4,4.5,TO_4,outdoor,4,0,Hi,376.4892,sourcemiss_hi,old,itemhit,0.3932401543,sourcemiss_hi-4,itemhit-4
80,2,39,399.2287,11.6218,threat,0,ROSE,observatory,foil,M,MI,3.5428,ap100,control-fmri,,3,2,3,3,4,4.5,TO_2,outdoor,2,0,N,387.2287,M,old,M,2.165844074,M-2,M-2
81,2,40,410.8797,9.1244,threat,0,TULIP,athletic_field,outdoor,H,HO_Hi,2.9423,ap100,control-fmri,,3,2,3,3,4,4.5,TO_4,outdoor,4,0,Hi,398.8797,sourcehit,old,sourcehit,1.2164618477,sourcehit-4,sourcehit-4
82,2,41,420.0332,9.9335,threat,0,QUILT,laundromat,indoor,H,HI_Hi,2.3348,ap100,control-fmri,,3,2,3,3,4,4.5,TI_4,indoor,4,0,Hi,408.0332,sourcehit,old,sourcehit,0.2716899575,sourcehit-4,sourcehit-4
83,2,42,429.9967,10.3706,threat,0,MAP,house,outdoor,H,HO_Hi,1.9506,ap100,control-fmri,,3,2,3,3,4,4.5,TO_4,outdoor,4,0,Hi,417.9967,sourcehit,old,sourcehit,-0.3258102239,sourcehit-4,sourcehit-4
84,3,1,12.0056,9.8332,safe,0,FOX,butte,outdoor,H,HO_Hi,2.6985,ap100,control-fmri,,3,2,3,3,4,4.5,TO_2,outdoor,2,0,Hi,0.0056,sourcehit,old,sourcehit,0.8373089476,sourcehit-2,sourcehit-2
85,3,2,21.8708,10.5653,safe,0,WOLF,foil,foil,CR,CR,1.3007,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,N,9.8708,CR,new,CR,-1.2156291736,CR-0,CR-0
86,3,3,32.4679,12.3277,safe,0,OTTER,pagoda,outdoor,H,HO_Hi,2.2748,ap100,control-fmri,,3,2,3,3,4,4.5,TO_4,outdoor,4,0,Hi,20.4679,sourcehit,old,sourcehit,0.1783791536,sourcehit-4,sourcehit-4
87,3,4,44.8262,11.9404,safe,0,MITTEN,television_studio,indoor,H,HI_Hi,1.9431,ap100,control-fmri,,3,2,3,3,4,4.5,TI_2,indoor,2,0,Hi,32.8262,sourcehit,old,sourcehit,-0.3374740743,sourcehit-2,sourcehit-2
88,3,5,56.7968,9.7545,safe,0,CHOCOLATE,construction_site,outdoor,H,HO_Hi,1.1772,ap100,control-fmri,,3,2,3,3,4,4.5,TO_4,outdoor,4,0,Hi,44.7968,sourcehit,old,sourcehit,-1.528586487,sourcehit-4,sourcehit-4
89,3,6,66.5814,10.1986,safe,0,TROPHY,aqueduct,outdoor,H,HO_Hi,2.2044,ap100,control-fmri,,3,2,3,3,4,4.5,TO_2,outdoor,2,0,Hi,54.5814,sourcehit,old,sourcehit,0.0688944769,sourcehit-2,sourcehit-2
90,3,7,76.8105,9.124,safe,0,CROWN,apse,indoor,H,HI_Lo,2.0767,ap100,control-fmri,,3,2,3,3,4,4.5,TI_2,indoor,2,0,Lo,64.8105,itemhit_lo,old,itemhit,-1.783000697,itemhit_lo-2,itemhit-2
91,3,8,85.9646,9.7605,safe,0,TRIBE,foil,foil,CR,CR,1.608,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,N,73.9646,CR,new,CR,-0.5147879292,CR-0,CR-0
92,3,9,95.7552,9.1788,safe,0,SCORPION,foil,foil,CR,CR,1.6244,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,N,83.7552,CR,new,CR,-0.4773854027,CR-0,CR-0
93,3,10,104.9645,10.1043,safe,0,YACHT,putting_green,no response,no response,no response,999,ap100,control-fmri,,3,2,3,3,4,4.5,TO_2,outdoor,2,0,N,92.9645,nuisance,old,nuisance,,nuisance-2,nuisance-2
94,3,11,115.0988,9.1466,safe,0,PUDDLE,oilrig,outdoor,H,HO_Hi,1.9681,ap100,control-fmri,,3,2,3,3,4,4.5,TO_2,outdoor,2,0,Hi,103.0988,sourcehit,old,sourcehit,-0.2985945727,sourcehit-2,sourcehit-2
95,3,12,124.2753,9.9138,safe,0,THONG,auto_factory,outdoor,SM,SMI_Hi,2.9711,ap100,control-fmri,,3,2,3,3,4,4.5,TI_4,indoor,4,0,Hi,112.2753,sourcemiss_hi,old,itemhit,0.2734047043,sourcemiss_hi-4,itemhit-4
96,3,13,134.2197,10.0933,safe,0,SAXOPHONE,computer_room,indoor,H,HI_Hi,2.5599,ap100,control-fmri,,3,2,3,3,4,4.5,TI_4,indoor,4,0,Hi,122.2197,sourcehit,old,sourcehit,0.6217609904,sourcehit-4,sourcehit-4
97,3,14,144.343,9.1002,safe,0,BONE,foil,foil,CR,CR,1.2778,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,N,132.343,CR,new,CR,-1.2678558722,CR-0,CR-0
98,3,15,153.4732,9.3918,safe,0,DRUG,foil,foil,CR,CR,1.5375,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,N,141.4732,CR,new,CR,-0.6755731805,CR-0,CR-0
99,3,16,162.8955,11.2643,safe,0,PLUG,elevator,indoor,H,HI_Hi,2.0999,ap100,control-fmri,,3,2,3,3,4,4.5,TI_2,indoor,2,0,Hi,150.8955,sourcehit,old,sourcehit,-0.09362184,sourcehit-2,sourcehit-2
100,3,17,174.1897,9.9325,safe,0,PANTS,foil,foil,CR,CR,2.2177,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,N,162.1897,CR,new,CR,0.8757194143,CR-0,CR-0
101,3,18,184.1522,9.8945,safe,0,ROSARY,engine_room,indoor,H,HI_Hi,1.9605,ap100,control-fmri,,3,2,3,3,4,4.5,TI_2,indoor,2,0,Hi,172.1522,sourcehit,old,sourcehit,-0.3104139412,sourcehit-2,sourcehit-2
102,3,19,194.0772,11.68,safe,0,DESK,shopping_mall,indoor,H,HI_Hi,2.7655,ap100,control-fmri,,3,2,3,3,4,4.5,TI_2,indoor,2,0,Hi,182.0772,sourcehit,old,sourcehit,0.941506012,sourcehit-2,sourcehit-2
103,3,20,205.7877,9.537,safe,0,LIGHTNING,archive,indoor,H,HI_Hi,1.1322,ap100,control-fmri,,3,2,3,3,4,4.5,TI_4,indoor,4,0,Hi,193.7877,sourcehit,old,sourcehit,-1.59856959,sourcehit-4,sourcehit-4
104,3,21,215.3552,11.6193,safe,0,ACROBAT,patio,foil,M,MI,3.1676,ap100,control-fmri,,3,2,3,3,4,4.5,TO_4,outdoor,4,0,N,203.3552,M,old,M,1.6180595164,M-4,M-4
105,3,22,227.0054,9.1156,safe,0,CLARINET,foil,foil,CR,CR,2.0097,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,N,215.0054,CR,new,CR,0.4013459069,CR-0,CR-0
106,3,23,236.1514,10.4682,safe,0,SCAB,iceberg,foil,M,MI,1.4719,ap100,control-fmri,,3,2,3,3,4,4.5,TO_4,outdoor,4,0,N,224.1514,M,old,M,-0.8576288479,M-4,M-4
107,3,24,246.65,10.9952,safe,0,BLANKET,foil,indoor,FA,FAI_Lo,2.764,ap100,control-fmri,,3,2,3,3,4,4.5,F_0,foil,0,0,Lo,234.65,FA,new,FA,0.2839475834,FA-0,FA-0
108,3,25,257.6762,9.9878,safe,0,HIGHWAY,boxing_ring,indoor,H,HI_Hi,2.9458,ap100,control-fmri,,3,2,3,3,4,4.5,TI_4,indoor,4,0,Hi,245.6762,sourcehit,old,sourcehit,1.2219049779,sourcehit-4,sourcehit-4
109,3,26,267.6946,9.2739,safe,0,SHELL,landing_deck,outdoor,H,HO_Hi,2.0958,ap100,control-fmri,,3,2,3,3,4,4.5,TO_4,outdoor,4,0,Hi,255.6946,sourcehit,old,sourcehit,-0.0999980783,sourcehit-4,sourcehit-4
