index	block	cond	term	ForS	condID	wordID	wordName	imgID	imgName	imgFile	imgType	subType	repType	repCount
1	1	WI	WI	Indoor	WI_2	W51	wwEMPEROR	Indoor6	art_gallery	indoor_art_gallery.jpg	indoor	indoor	4	1
2	1	WO	WO	Outdoor	WO_9	W103	wwBEAVER	Outdoor22	butte	outdoor_butte.jpg	outdoor	natural	2	1
3	1	WI	WI	Indoor	WI_13	W173	wwPENCIL	Indoor33	butchers_shop	indoor_butchers_shop.jpg	indoor	indoor	2	1
4	1	WO	WO	Outdoor	WO_5	W114	wwBUTTER	Outdoor48	fire_station	outdoor_fire_station.jpg	outdoor	manmade	2	1
5	1	WO	WO	Outdoor	WO_6	W109	wwFIRE	Outdoor49	fishpond	outdoor_fishpond.jpg	outdoor	natural	4	1
6	1	WO	WO	Outdoor	WO_14	W191	wwANCHOR	Outdoor21	bullring	outdoor_bullring.jpg	outdoor	manmade	4	1
7	1	WI	WI	Indoor	WI_1	W176	wwHIGHWAY	Indoor67	hotel_room	indoor_hotel_room.jpg	indoor	indoor	2	1
8	1	WI	WI	Indoor	WI_6	W105	wwGARBAGE	Indoor26	bistro	indoor_bistro.jpg	indoor	indoor	4	1
9	1	WI	WI	Indoor	WI_7	W16	wwPEARL	Indoor95	parking_garage	indoor_parking_garage.jpg	indoor	indoor	2	1
10	1	WO	WO	Outdoor	WO_7	W225	wwCUCUMBER	Outdoor43	electrical_substation	outdoor_electrical_substation.jpg	outdoor	manmade	2	1
11	1	WI	WI	Indoor	WI_14	W148	wwPIE	Indoor35	candy_store	indoor_candy_store.jpg	indoor	indoor	4	1
12	1	WI	WI	Indoor	WI_6	W105	wwGARBAGE	Indoor26	bistro	indoor_bistro.jpg	indoor	indoor	4	2
13	1	WO	WO	Outdoor	WO_4	W39	wwSADDLE	Outdoor13	bayou	outdoor_bayou.jpg	outdoor	natural	4	1
14	1	WO	WO	Outdoor	WO_8	W107	wwCRADLE	Outdoor38	crosswalk	outdoor_crosswalk.jpg	outdoor	manmade	4	1
15	1	WI	WI	Indoor	WI_5	W18	wwOMELET	Indoor92	orchestra_pit	indoor_orchestra_pit.jpg	indoor	indoor	2	1
16	1	WO	WO	Outdoor	WO_6	W109	wwFIRE	Outdoor49	fishpond	outdoor_fishpond.jpg	outdoor	natural	4	2
17	1	WO	WO	Outdoor	WO_8	W107	wwCRADLE	Outdoor38	crosswalk	outdoor_crosswalk.jpg	outdoor	manmade	4	2
18	1	WI	WI	Indoor	WI_12	W104	wwBANANA	Indoor74	kindergarden_classroom	indoor_kindergarden_classroom.jpg	indoor	indoor	4	1
19	1	WO	WO	Outdoor	WO_14	W191	wwANCHOR	Outdoor21	bullring	outdoor_bullring.jpg	outdoor	manmade	4	2
20	1	WI	WI	Indoor	WI_11	W251	wwBENCH	Indoor102	riding_arena	indoor_riding_arena.jpg	indoor	indoor	2	1
21	1	WI	WI	Indoor	WI_4	W17	wwVELVET	Indoor53	dining_room	indoor_dining_room.jpg	indoor	indoor	4	1
22	1	WO	WO	Outdoor	WO_10	W14	wwACROBAT	Outdoor101	palace	outdoor_palace.jpg	outdoor	manmade	4	1
23	1	WO	WO	Outdoor	WO_2	W127	wwYACHT	Outdoor46	field_wild	outdoor_field_wild.jpg	outdoor	manmade	4	1
24	1	WI	WI	Indoor	WI_8	W236	wwPAN	Indoor18	banquet_hall	indoor_banquet_hall.jpg	indoor	indoor	4	1
25	1	WO	WO	Outdoor	WO_4	W39	wwSADDLE	Outdoor13	bayou	outdoor_bayou.jpg	outdoor	natural	4	2
26	1	WI	WI	Indoor	WI_2	W51	wwEMPEROR	Indoor6	art_gallery	indoor_art_gallery.jpg	indoor	indoor	4	2
27	1	WO	WO	Outdoor	WO_1	W243	wwARMOR	Outdoor120	ruin	outdoor_ruin.jpg	outdoor	natural	2	1
28	1	WI	WI	Indoor	WI_12	W104	wwBANANA	Indoor74	kindergarden_classroom	indoor_kindergarden_classroom.jpg	indoor	indoor	4	2
29	1	WO	WO	Outdoor	WO_3	W222	wwRING	Outdoor7	balcony	outdoor_balcony.jpg	outdoor	manmade	2	1
30	1	WO	WO	Outdoor	WO_11	W74	wwQUILT	Outdoor87	moat	outdoor_moat.jpg	outdoor	manmade	2	1
31	1	WO	WO	Outdoor	WO_12	W155	wwBAYONET	Outdoor27	carrousel	outdoor_carrousel.jpg	outdoor	manmade	4	1
32	1	WI	WI	Indoor	WI_4	W17	wwVELVET	Indoor53	dining_room	indoor_dining_room.jpg	indoor	indoor	4	2
33	1	WO	WO	Outdoor	WO_10	W14	wwACROBAT	Outdoor101	palace	outdoor_palace.jpg	outdoor	manmade	4	2
34	1	WI	WI	Indoor	WI_14	W148	wwPIE	Indoor35	candy_store	indoor_candy_store.jpg	indoor	indoor	4	2
35	1	WI	WI	Indoor	WI_3	W196	wwBROOM	Indoor113	synagogue	indoor_synagogue.jpg	indoor	indoor	2	1
36	1	WI	WI	Indoor	WI_10	W182	wwWRENCH	Indoor22	bazaar	indoor_bazaar.jpg	indoor	indoor	4	1
37	1	WO	WO	Outdoor	WO_13	W92	wwBONE	Outdoor104	patio	outdoor_patio.jpg	outdoor	manmade	2	1
38	1	WI	WI	Indoor	WI_8	W236	wwPAN	Indoor18	banquet_hall	indoor_banquet_hall.jpg	indoor	indoor	4	2
39	1	WI	WI	Indoor	WI_10	W182	wwWRENCH	Indoor22	bazaar	indoor_bazaar.jpg	indoor	indoor	4	2
40	1	WO	WO	Outdoor	WO_12	W155	wwBAYONET	Outdoor27	carrousel	outdoor_carrousel.jpg	outdoor	manmade	4	2
41	1	WO	WO	Outdoor	WO_2	W127	wwYACHT	Outdoor46	field_wild	outdoor_field_wild.jpg	outdoor	manmade	4	2
42	1	WI	WI	Indoor	WI_9	W113	wwFORK	Indoor57	engine_room	indoor_engine_room.jpg	indoor	indoor	2	1
43	2	WI	WI	Indoor	WI_24	W193	wwCLAM	Indoor82	lobby	indoor_lobby.jpg	indoor	indoor	4	1
44	2	WO	WO	Outdoor	WO_22	W23	wwSALAD	Outdoor5	athletic_field	outdoor_athletic_field.jpg	outdoor	manmade	4	1
45	2	WO	WO	Outdoor	WO_17	W47	wwKNIFE	Outdoor44	excavation	outdoor_excavation.jpg	outdoor	manmade	2	1
46	2	WO	WO	Outdoor	WO_19	W72	wwTYPEWRITER	Outdoor41	dock	outdoor_dock.jpg	outdoor	natural	2	1
47	2	WI	WI	Indoor	WI_28	W22	wwDOUGHNUT	Indoor34	cafeteria	indoor_cafeteria.jpg	indoor	indoor	4	1
48	2	WI	WI	Indoor	WI_25	W34	wwFLASK	Indoor21	bathroom	indoor_bathroom.jpg	indoor	indoor	2	1
49	2	WO	WO	Outdoor	WO_16	W37	wwACCORDIAN	Outdoor12	basketball_court	outdoor_basketball_court.jpg	outdoor	manmade	4	1
50	2	WO	WO	Outdoor	WO_23	W9	wwMAP	Outdoor9	barn	outdoor_barn.jpg	outdoor	natural	2	1
51	2	WI	WI	Indoor	WI_28	W22	wwDOUGHNUT	Indoor34	cafeteria	indoor_cafeteria.jpg	indoor	indoor	4	2
52	2	WO	WO	Outdoor	WO_16	W37	wwACCORDIAN	Outdoor12	basketball_court	outdoor_basketball_court.jpg	outdoor	manmade	4	2
53	2	WO	WO	Outdoor	WO_28	W32	wwSTORK	Outdoor20	bridge	outdoor_bridge.jpg	outdoor	manmade	4	1
54	2	WI	WI	Indoor	WI_26	W57	wwSHOWER	Indoor117	throne_room	indoor_throne_room.jpg	indoor	indoor	4	1
55	2	WO	WO	Outdoor	WO_15	W181	wwHAWK	Outdoor35	cottage_garden	outdoor_cottage_garden.jpg	outdoor	natural	2	1
56	2	WI	WI	Indoor	WI_16	W154	wwMOUSE	Indoor110	subway_interior	indoor_subway_interior.jpg	indoor	indoor	4	1
57	2	WI	WI	Indoor	WI_26	W57	wwSHOWER	Indoor117	throne_room	indoor_throne_room.jpg	indoor	indoor	4	2
58	2	WO	WO	Outdoor	WO_24	W150	wwMONKEY	Outdoor51	forest_path	outdoor_forest_path.jpg	outdoor	natural	4	1
59	2	WO	WO	Outdoor	WO_20	W6	wwPIGEON	Outdoor80	lift_bridge	outdoor_lift_bridge.jpg	outdoor	manmade	4	1
60	2	WO	WO	Outdoor	WO_26	W49	wwRASH	Outdoor59	hangar	outdoor_hangar.jpg	outdoor	manmade	4	1
61	2	WI	WI	Indoor	WI_18	W38	wwTOBACCO	Indoor111	supermarket	indoor_supermarket.jpg	indoor	indoor	4	1
62	2	WI	WI	Indoor	WI_17	W58	wwPASTE	Indoor83	locker_room	indoor_locker_room.jpg	indoor	indoor	2	1
63	2	WO	WO	Outdoor	WO_27	W189	wwSCORPION	Outdoor40	desert	outdoor_desert.jpg	outdoor	natural	2	1
64	2	WI	WI	Indoor	WI_27	W25	wwTOWEL	Indoor2	amusement_arcade	indoor_amusement_arcade.jpg	indoor	indoor	2	1
65	2	WI	WI	Indoor	WI_20	W48	wwNEST	Indoor46	cockpit	indoor_cockpit.jpg	indoor	indoor	4	1
66	2	WO	WO	Outdoor	WO_22	W23	wwSALAD	Outdoor5	athletic_field	outdoor_athletic_field.jpg	outdoor	manmade	4	2
67	2	WO	WO	Outdoor	WO_28	W32	wwSTORK	Outdoor20	bridge	outdoor_bridge.jpg	outdoor	manmade	4	2
68	2	WI	WI	Indoor	WI_16	W154	wwMOUSE	Indoor110	subway_interior	indoor_subway_interior.jpg	indoor	indoor	4	2
69	2	WO	WO	Outdoor	WO_25	W211	wwTROPHY	Outdoor77	labyrinth	outdoor_labyrinth.jpg	outdoor	manmade	2	1
70	2	WI	WI	Indoor	WI_18	W38	wwTOBACCO	Indoor111	supermarket	indoor_supermarket.jpg	indoor	indoor	4	2
71	2	WI	WI	Indoor	WI_24	W193	wwCLAM	Indoor82	lobby	indoor_lobby.jpg	indoor	indoor	4	2
72	2	WO	WO	Outdoor	WO_18	W102	wwCLARINET	Outdoor30	chalet	outdoor_chalet.jpg	outdoor	manmade	4	1
73	2	WO	WO	Outdoor	WO_26	W49	wwRASH	Outdoor59	hangar	outdoor_hangar.jpg	outdoor	manmade	4	2
74	2	WO	WO	Outdoor	WO_21	W119	wwLIME	Outdoor96	orchard	outdoor_orchard.jpg	outdoor	natural	2	1
75	2	WI	WI	Indoor	WI_15	W172	wwPYTHON	Indoor109	stage	indoor_stage.jpg	indoor	indoor	2	1
76	2	WI	WI	Indoor	WI_22	W20	wwPOTATO	Indoor31	burial_chamber	indoor_burial_chamber.jpg	indoor	indoor	4	1
77	2	WI	WI	Indoor	WI_21	W198	wwANT	Indoor72	jewelry_shop	indoor_jewelry_shop.jpg	indoor	indoor	2	1
78	2	WO	WO	Outdoor	WO_24	W150	wwMONKEY	Outdoor51	forest_path	outdoor_forest_path.jpg	outdoor	natural	4	2
79	2	WI	WI	Indoor	WI_19	W65	wwWAND	Indoor36	car_interior	indoor_car_interior.jpg	indoor	indoor	2	1
80	2	WO	WO	Outdoor	WO_20	W6	wwPIGEON	Outdoor80	lift_bridge	outdoor_lift_bridge.jpg	outdoor	manmade	4	2
81	2	WI	WI	Indoor	WI_20	W48	wwNEST	Indoor46	cockpit	indoor_cockpit.jpg	indoor	indoor	4	2
82	2	WO	WO	Outdoor	WO_18	W102	wwCLARINET	Outdoor30	chalet	outdoor_chalet.jpg	outdoor	manmade	4	2
83	2	WI	WI	Indoor	WI_23	W88	wwGOAT	Indoor43	cloister	indoor_cloister.jpg	indoor	indoor	2	1
84	2	WI	WI	Indoor	WI_22	W20	wwPOTATO	Indoor31	burial_chamber	indoor_burial_chamber.jpg	indoor	indoor	4	2
85	3	WO	WO	Outdoor	WO_42	W91	wwFROG	Outdoor118	rock_arch	outdoor_rock_arch.jpg	outdoor	natural	4	1
86	3	WI	WI	Indoor	WI_29	W141	wwTORNADO	Indoor42	classroom	indoor_classroom.jpg	indoor	indoor	2	1
87	3	WO	WO	Outdoor	WO_38	W212	wwDAMSEL	Outdoor64	highway	outdoor_highway.jpg	outdoor	natural	4	1
88	3	WO	WO	Outdoor	WO_36	W161	wwPANTS	Outdoor26	canyon	outdoor_canyon.jpg	outdoor	natural	4	1
89	3	WI	WI	Indoor	WI_38	W201	wwASPIRIN	Indoor76	kitchenette	indoor_kitchenette.jpg	indoor	indoor	4	1
90	3	WI	WI	Indoor	WI_36	W166	wwFAN	Indoor77	laundromat	indoor_laundromat.jpg	indoor	indoor	4	1
91	3	WO	WO	Outdoor	WO_40	W117	wwHOSE	Outdoor67	hot_tub	outdoor_hot_tub.jpg	outdoor	manmade	4	1
92	3	WI	WI	Indoor	WI_34	W33	wwENVELOPE	Indoor47	computer_room	indoor_computer_room.jpg	indoor	indoor	4	1
93	3	WI	WI	Indoor	WI_30	W101	wwRUDDER	Indoor99	reception	indoor_reception.jpg	indoor	indoor	4	1
94	3	WO	WO	Outdoor	WO_41	W61	wwLIGHTNING	Outdoor112	promenade_deck	outdoor_promenade_deck.jpg	outdoor	manmade	2	1
95	3	WO	WO	Outdoor	WO_30	W234	wwLAMB	Outdoor24	campsite	outdoor_campsite.jpg	outdoor	manmade	4	1
96	3	WI	WI	Indoor	WI_41	W133	wwPUDDLE	Indoor17	ballroom	indoor_ballroom.jpg	indoor	indoor	2	1
97	3	WO	WO	Outdoor	WO_30	W234	wwLAMB	Outdoor24	campsite	outdoor_campsite.jpg	outdoor	manmade	4	2
98	3	WI	WI	Indoor	WI_31	W1	wwSCROLL	Indoor100	restaurant	indoor_restaurant.jpg	indoor	indoor	2	1
99	3	WI	WI	Indoor	WI_36	W166	wwFAN	Indoor77	laundromat	indoor_laundromat.jpg	indoor	indoor	4	2
100	3	WO	WO	Outdoor	WO_29	W45	wwPENNY	Outdoor72	iceberg	outdoor_iceberg.jpg	outdoor	natural	2	1
101	3	WI	WI	Indoor	WI_42	W84	wwTROLLEY	Indoor55	drugstore	indoor_drugstore.jpg	indoor	indoor	4	1
102	3	WI	WI	Indoor	WI_39	W35	wwBOOT	Indoor79	library	indoor_library.jpg	indoor	indoor	2	1
103	3	WO	WO	Outdoor	WO_35	W53	wwHELMET	Outdoor17	boat_deck	outdoor_boat_deck.jpg	outdoor	manmade	2	1
104	3	WO	WO	Outdoor	WO_40	W117	wwHOSE	Outdoor67	hot_tub	outdoor_hot_tub.jpg	outdoor	manmade	4	2
105	3	WI	WI	Indoor	WI_30	W101	wwRUDDER	Indoor99	reception	indoor_reception.jpg	indoor	indoor	4	2
106	3	WI	WI	Indoor	WI_42	W84	wwTROLLEY	Indoor55	drugstore	indoor_drugstore.jpg	indoor	indoor	4	2
107	3	WI	WI	Indoor	WI_37	W64	wwJACKET	Indoor52	diner	indoor_diner.jpg	indoor	indoor	2	1
108	3	WO	WO	Outdoor	WO_34	W183	wwSCOTCH	Outdoor113	putting_green	outdoor_putting_green.jpg	outdoor	natural	4	1
109	3	WI	WI	Indoor	WI_32	W108	wwCAGE	Indoor5	archive	indoor_archive.jpg	indoor	indoor	4	1
110	3	WO	WO	Outdoor	WO_38	W212	wwDAMSEL	Outdoor64	highway	outdoor_highway.jpg	outdoor	natural	4	2
111	3	WO	WO	Outdoor	WO_32	W30	wwROCKER	Outdoor34	corral	outdoor_corral.jpg	outdoor	natural	4	1
112	3	WO	WO	Outdoor	WO_39	W205	wwBOWL	Outdoor91	mountain_snowy	outdoor_mountain_snowy.jpg	outdoor	natural	2	1
113	3	WI	WI	Indoor	WI_38	W201	wwASPIRIN	Indoor76	kitchenette	indoor_kitchenette.jpg	indoor	indoor	4	2
114	3	WI	WI	Indoor	WI_40	W94	wwORANGE	Indoor48	control_room	indoor_control_room.jpg	indoor	indoor	4	1
115	3	WI	WI	Indoor	WI_35	W80	wwDETECTIVE	Indoor75	kitchen	indoor_kitchen.jpg	indoor	indoor	2	1
116	3	WO	WO	Outdoor	WO_36	W161	wwPANTS	Outdoor26	canyon	outdoor_canyon.jpg	outdoor	natural	4	2
117	3	WO	WO	Outdoor	WO_33	W241	wwRAKE	Outdoor58	greenhouse	outdoor_greenhouse.jpg	outdoor	manmade	2	1
118	3	WI	WI	Indoor	WI_40	W94	wwORANGE	Indoor48	control_room	indoor_control_room.jpg	indoor	indoor	4	2
119	3	WI	WI	Indoor	WI_34	W33	wwENVELOPE	Indoor47	computer_room	indoor_computer_room.jpg	indoor	indoor	4	2
120	3	WO	WO	Outdoor	WO_34	W183	wwSCOTCH	Outdoor113	putting_green	outdoor_putting_green.jpg	outdoor	natural	4	2
121	3	WO	WO	Outdoor	WO_32	W30	wwROCKER	Outdoor34	corral	outdoor_corral.jpg	outdoor	natural	4	2
122	3	WO	WO	Outdoor	WO_31	W149	wwOWL	Outdoor61	hayfield	outdoor_hayfield.jpg	outdoor	natural	2	1
123	3	WI	WI	Indoor	WI_33	W55	wwBASKET	Indoor78	lecture_room	indoor_lecture_room.jpg	indoor	indoor	2	1
124	3	WI	WI	Indoor	WI_32	W108	wwCAGE	Indoor5	archive	indoor_archive.jpg	indoor	indoor	4	2
125	3	WO	WO	Outdoor	WO_37	W165	wwMOON	Outdoor57	general_store	outdoor_general_store.jpg	outdoor	manmade	2	1
126	3	WO	WO	Outdoor	WO_42	W91	wwFROG	Outdoor118	rock_arch	outdoor_rock_arch.jpg	outdoor	natural	4	2
127	4	WO	WO	Outdoor	WO_48	W220	wwWHIP	Outdoor8	bamboo_forest	outdoor_bamboo_forest.jpg	outdoor	natural	4	1
128	4	WO	WO	Outdoor	WO_47	W52	wwUMBRELLA	Outdoor6	badlands	outdoor_badlands.jpg	outdoor	natural	2	1
129	4	WO	WO	Outdoor	WO_51	W135	wwSAXOPHONE	Outdoor47	fire_escape	outdoor_fire_escape.jpg	outdoor	manmade	2	1
130	4	WI	WI	Indoor	WI_50	W186	wwTURTLE	Indoor118	toyshop	indoor_toyshop.jpg	indoor	indoor	4	1
131	4	WO	WO	Outdoor	WO_45	W56	wwBROWNIE	Outdoor102	park	outdoor_park.jpg	outdoor	natural	2	1
132	4	WI	WI	Indoor	WI_53	W233	wwSPATULA	Indoor106	shower	indoor_shower.jpg	indoor	indoor	2	1
133	4	WI	WI	Indoor	WI_46	W167	wwSOAP	Indoor25	biology_laboratory	indoor_biology_laboratory.jpg	indoor	indoor	4	1
134	4	WO	WO	Outdoor	WO_44	W180	wwCANDY	Outdoor97	outhouse	outdoor_outhouse.jpg	outdoor	natural	4	1
135	4	WI	WI	Indoor	WI_54	W43	wwOTTER	Indoor87	music_studio	indoor_music_studio.jpg	indoor	indoor	4	1
136	4	WO	WO	Outdoor	WO_48	W220	wwWHIP	Outdoor8	bamboo_forest	outdoor_bamboo_forest.jpg	outdoor	natural	4	2
137	4	WI	WI	Indoor	WI_54	W43	wwOTTER	Indoor87	music_studio	indoor_music_studio.jpg	indoor	indoor	4	2
138	4	WI	WI	Indoor	WI_48	W131	wwEYE	Indoor27	bookstore	indoor_bookstore.jpg	indoor	indoor	4	1
139	4	WI	WI	Indoor	WI_50	W186	wwTURTLE	Indoor118	toyshop	indoor_toyshop.jpg	indoor	indoor	4	2
140	4	WO	WO	Outdoor	WO_56	W221	wwCOFFEE	Outdoor33	corn_field	outdoor_corn_field.jpg	outdoor	natural	4	1
141	4	WI	WI	Indoor	WI_51	W164	wwPASSPORT	Indoor105	shopping_mall	indoor_shopping_mall.jpg	indoor	indoor	2	1
