index,run,trial,onset,duration,cond,subcond,resp,acc,respRT,ISIresp,ISIacc,ISIrespRT
1,1,1,12.0041,1.4983,place,outdoor,NR,0,999.0000,outdoor,1,0.7678
2,1,2,13.8625,1.1379,place,indoor,NR,0,999.0000,outdoor,0,0.8959
3,1,3,15.0302,1.4701,place,outdoor,NR,0,999.0000,NR,0,999.0000
4,1,4,16.5305,1.4711,place,indoor,outdoor,0,0.1326,NR,0,999.0000
5,1,5,18.0333,1.4680,place,outdoor,NR,0,999.0000,indoor,0,0.1529
6,1,6,19.5329,1.4679,place,indoor,NR,0,999.0000,indoor,1,0.6228
7,1,7,21.0331,1.4677,place,indoor,NR,0,999.0000,indoor,1,0.6136
8,1,8,22.5339,1.4672,place,outdoor,NR,0,999.0000,outdoor,1,0.4180
9,1,9,24.0348,1.4654,place,outdoor,NR,0,999.0000,outdoor,1,0.6248
10,1,10,25.5344,1.4665,place,indoor,NR,0,999.0000,indoor,1,0.3658
11,1,11,27.0504,10.4504,rest,rest,rest,1,999.0000,NR,1,0.0000
12,1,12,37.5512,1.4492,place,indoor,NR,0,999.0000,indoor,1,0.6872
13,1,13,39.0537,1.4476,place,indoor,NR,0,999.0000,indoor,1,0.7109
14,1,14,40.5386,1.4620,place,outdoor,NR,0,999.0000,outdoor,1,0.2591
15,1,15,42.0385,1.4619,place,indoor,NR,0,999.0000,indoor,1,0.2939
16,1,16,43.5376,1.4627,place,indoor,NR,0,999.0000,outdoor,0,0.2879
17,1,17,45.0390,1.4621,place,outdoor,NR,0,999.0000,indoor,0,0.2293
18,1,18,46.5403,1.4606,place,outdoor,NR,0,999.0000,outdoor,1,0.8259
19,1,19,48.0409,1.4603,place,outdoor,NR,0,999.0000,outdoor,1,0.3860
20,1,20,49.5418,1.4593,place,indoor,NR,0,999.0000,indoor,1,0.2179
21,1,21,51.0423,1.4578,place,outdoor,NR,0,999.0000,outdoor,1,0.2755
22,1,22,52.5503,10.4508,rest,rest,rest,1,999.0000,NR,1,0.0000
23,1,23,63.0609,1.4405,object,manmade,NR,0,999.0000,NR,0,999.0000
24,1,24,64.5621,1.4396,object,natural,natural,1,0.2517,NR,0,999.0000
25,1,25,66.0451,1.4550,object,manmade,NR,0,999.0000,manmade,1,0.5006
26,1,26,67.5431,1.4571,object,natural,natural,1,0.4402,NR,0,999.0000
27,1,27,69.0440,1.4569,object,manmade,NR,0,999.0000,manmade,1,0.3422
28,1,28,70.5454,1.4556,object,natural,natural,1,0.3268,NR,0,999.0000
29,1,29,72.0475,1.4534,object,manmade,manmade,1,0.3836,NR,0,999.0000
30,1,30,73.5463,1.4540,object,manmade,NR,0,999.0000,manmade,1,0.2485
31,1,31,75.0478,1.4527,object,natural,NR,0,999.0000,natural,1,0.0593
32,1,32,76.5472,1.4530,object,natural,NR,0,999.0000,natural,1,0.2330
33,1,33,78.0676,10.4328,rest,rest,rest,1,999.0000,NR,1,0.0000
34,1,34,88.5697,1.4323,place,outdoor,NR,0,999.0000,indoor,0,0.4152
35,1,35,90.0725,1.4284,place,indoor,NR,0,999.0000,indoor,1,0.3359
36,1,36,91.5509,1.4497,place,outdoor,outdoor,1,0.4061,NR,0,999.0000
37,1,37,93.0507,1.4498,place,indoor,NR,0,999.0000,indoor,1,0.1141
38,1,38,94.5512,1.4492,place,outdoor,outdoor,1,0.4074,NR,0,999.0000
39,1,39,96.0519,1.4489,place,indoor,NR,0,999.0000,indoor,1,0.1239
40,1,40,97.5530,1.4481,place,outdoor,outdoor,1,0.3827,NR,0,999.0000
41,1,41,99.0530,1.4479,place,outdoor,indoor,0,0.3324,NR,0,999.0000
