index	block	cond	term	ForS	condID	wordID	wordName	imgID	imgName	imgFile	imgType	subType	repType	repCount
1	1	WO	WO	Outdoor	WO_13	W197	wwGLOBE	Outdoor41	dock	outdoor_dock.jpg	outdoor	natural	2	1
2	1	WO	WO	Outdoor	WO_5	W201	wwASPIRIN	Outdoor89	motel	outdoor_motel.jpg	outdoor	manmade	2	1
3	1	WI	WI	Indoor	WI_4	W75	wwDOVE	Indoor98	pulpit	indoor_pulpit.jpg	indoor	indoor	4	1
4	1	WI	WI	Indoor	WI_12	W57	wwSHOWER	Indoor46	cockpit	indoor_cockpit.jpg	indoor	indoor	4	1
5	1	WO	WO	Outdoor	WO_10	W77	wwCAMEL	Outdoor31	cliff	outdoor_cliff.jpg	outdoor	natural	4	1
6	1	WI	WI	Indoor	WI_7	W204	wwSAIL	Indoor118	toyshop	indoor_toyshop.jpg	indoor	indoor	2	1
7	1	WI	WI	Indoor	WI_8	W245	wwMILK	Indoor30	brewery	indoor_brewery.jpg	indoor	indoor	4	1
8	1	WO	WO	Outdoor	WO_6	W64	wwJACKET	Outdoor19	botanical_garden	outdoor_botanical_garden.jpg	outdoor	natural	4	1
9	1	WO	WO	Outdoor	WO_9	W143	wwWINE	Outdoor36	creek	outdoor_creek.jpg	outdoor	natural	2	1
10	1	WI	WI	Indoor	WI_12	W57	wwSHOWER	Indoor46	cockpit	indoor_cockpit.jpg	indoor	indoor	4	2
11	1	WI	WI	Indoor	WI_6	W193	wwCLAM	Indoor64	gymnasium	indoor_gymnasium.jpg	indoor	indoor	4	1
12	1	WO	WO	Outdoor	WO_1	W78	wwELEPHANT	Outdoor28	castle	outdoor_castle.jpg	outdoor	manmade	2	1
13	1	WI	WI	Indoor	WI_11	W239	wwSPONGE	Indoor58	escalator	indoor_escalator.jpg	indoor	indoor	2	1
14	1	WI	WI	Indoor	WI_14	W52	wwUMBRELLA	Indoor99	reception	indoor_reception.jpg	indoor	indoor	4	1
15	1	WO	WO	Outdoor	WO_11	W124	wwSNAIL	Outdoor18	boathouse	outdoor_boathouse.jpg	outdoor	natural	2	1
16	1	WO	WO	Outdoor	WO_2	W130	wwCLOAK	Outdoor42	driving_range	outdoor_driving_range.jpg	outdoor	manmade	4	1
17	1	WO	WO	Outdoor	WO_2	W130	wwCLOAK	Outdoor42	driving_range	outdoor_driving_range.jpg	outdoor	manmade	4	2
18	1	WI	WI	Indoor	WI_2	W127	wwYACHT	Indoor77	laundromat	indoor_laundromat.jpg	indoor	indoor	4	1
19	1	WO	WO	Outdoor	WO_8	W169	wwSHEEP	Outdoor100	pagoda	outdoor_pagoda.jpg	outdoor	manmade	4	1
20	1	WO	WO	Outdoor	WO_6	W64	wwJACKET	Outdoor19	botanical_garden	outdoor_botanical_garden.jpg	outdoor	natural	4	2
21	1	WO	WO	Outdoor	WO_4	W60	wwSUNBURN	Outdoor15	beach	outdoor_beach.jpg	outdoor	natural	4	1
22	1	WI	WI	Indoor	WI_6	W193	wwCLAM	Indoor64	gymnasium	indoor_gymnasium.jpg	indoor	indoor	4	2
23	1	WI	WI	Indoor	WI_5	W45	wwPENNY	Indoor4	aquarium	indoor_aquarium.jpg	indoor	indoor	2	1
24	1	WI	WI	Indoor	WI_2	W127	wwYACHT	Indoor77	laundromat	indoor_laundromat.jpg	indoor	indoor	4	2
25	1	WO	WO	Outdoor	WO_14	W139	wwEAGLE	Outdoor10	baseball_field	outdoor_baseball_field.jpg	outdoor	manmade	4	1
26	1	WI	WI	Indoor	WI_13	W185	wwBABY	Indoor120	volleyball_court	indoor_volleyball_court.jpg	indoor	indoor	2	1
27	1	WI	WI	Indoor	WI_4	W75	wwDOVE	Indoor98	pulpit	indoor_pulpit.jpg	indoor	indoor	4	2
28	1	WO	WO	Outdoor	WO_4	W60	wwSUNBURN	Outdoor15	beach	outdoor_beach.jpg	outdoor	natural	4	2
29	1	WI	WI	Indoor	WI_1	W153	wwDIAMOND	Indoor26	bistro	indoor_bistro.jpg	indoor	indoor	2	1
30	1	WO	WO	Outdoor	WO_7	W242	wwPOSTER	Outdoor110	pond	outdoor_pond.jpg	outdoor	natural	2	1
31	1	WO	WO	Outdoor	WO_8	W169	wwSHEEP	Outdoor100	pagoda	outdoor_pagoda.jpg	outdoor	manmade	4	2
32	1	WI	WI	Indoor	WI_9	W195	wwRIFLE	Indoor70	jacuzzi	indoor_jacuzzi.jpg	indoor	indoor	2	1
33	1	WO	WO	Outdoor	WO_3	W240	wwTABLE	Outdoor99	observatory	outdoor_observatory.jpg	outdoor	manmade	2	1
34	1	WI	WI	Indoor	WI_8	W245	wwMILK	Indoor30	brewery	indoor_brewery.jpg	indoor	indoor	4	2
35	1	WO	WO	Outdoor	WO_14	W139	wwEAGLE	Outdoor10	baseball_field	outdoor_baseball_field.jpg	outdoor	manmade	4	2
36	1	WI	WI	Indoor	WI_10	W66	wwSHARK	Indoor33	butchers_shop	indoor_butchers_shop.jpg	indoor	indoor	4	1
37	1	WI	WI	Indoor	WI_14	W52	wwUMBRELLA	Indoor99	reception	indoor_reception.jpg	indoor	indoor	4	2
38	1	WO	WO	Outdoor	WO_10	W77	wwCAMEL	Outdoor31	cliff	outdoor_cliff.jpg	outdoor	natural	4	2
39	1	WO	WO	Outdoor	WO_12	W117	wwHOSE	Outdoor7	balcony	outdoor_balcony.jpg	outdoor	manmade	4	1
40	1	WI	WI	Indoor	WI_3	W9	wwMAP	Indoor20	basement	indoor_basement.jpg	indoor	indoor	2	1
41	1	WI	WI	Indoor	WI_10	W66	wwSHARK	Indoor33	butchers_shop	indoor_butchers_shop.jpg	indoor	indoor	4	2
42	1	WO	WO	Outdoor	WO_12	W117	wwHOSE	Outdoor7	balcony	outdoor_balcony.jpg	outdoor	manmade	4	2
43	2	WO	WO	Outdoor	WO_28	W252	wwNIGHTGOWN	Outdoor35	cottage_garden	outdoor_cottage_garden.jpg	outdoor	natural	4	1
44	2	WI	WI	Indoor	WI_24	W220	wwWHIP	Indoor97	playroom	indoor_playroom.jpg	indoor	indoor	4	1
45	2	WO	WO	Outdoor	WO_28	W252	wwNIGHTGOWN	Outdoor35	cottage_garden	outdoor_cottage_garden.jpg	outdoor	natural	4	2
46	2	WI	WI	Indoor	WI_16	W184	wwQUARTER	Indoor47	computer_room	indoor_computer_room.jpg	indoor	indoor	4	1
47	2	WO	WO	Outdoor	WO_27	W33	wwENVELOPE	Outdoor38	crosswalk	outdoor_crosswalk.jpg	outdoor	manmade	2	1
48	2	WI	WI	Indoor	WI_24	W220	wwWHIP	Indoor97	playroom	indoor_playroom.jpg	indoor	indoor	4	2
49	2	WI	WI	Indoor	WI_20	W205	wwBOWL	Indoor36	car_interior	indoor_car_interior.jpg	indoor	indoor	4	1
50	2	WO	WO	Outdoor	WO_17	W95	wwQUAIL	Outdoor87	moat	outdoor_moat.jpg	outdoor	manmade	2	1
51	2	WI	WI	Indoor	WI_19	W21	wwNEEDLE	Indoor96	parlor	indoor_parlor.jpg	indoor	indoor	2	1
52	2	WI	WI	Indoor	WI_20	W205	wwBOWL	Indoor36	car_interior	indoor_car_interior.jpg	indoor	indoor	4	2
53	2	WI	WI	Indoor	WI_22	W161	wwPANTS	Indoor57	engine_room	indoor_engine_room.jpg	indoor	indoor	4	1
54	2	WO	WO	Outdoor	WO_24	W218	wwCRAB	Outdoor74	inn	outdoor_inn.jpg	outdoor	manmade	4	1
