index	block	cond	term	ForS	condID	wordID	wordName	imgID	imgName	imgFile	imgType	subType	repType	repCount
1	1	WO	WO	Outdoor	WO_1	W167	wwSOAP	Outdoor64	highway	outdoor_highway.jpg	outdoor	natural	2	1
2	1	WI	WI	Indoor	WI_10	W81	wwCHERRY	Indoor62	game_room	indoor_game_room.jpg	indoor	indoor	4	1
3	1	WI	WI	Indoor	WI_14	W224	wwHAMMER	Indoor78	lecture_room	indoor_lecture_room.jpg	indoor	indoor	4	1
4	1	WO	WO	Outdoor	WO_7	W243	wwARMOR	Outdoor1	amphitheater	outdoor_amphitheater.jpg	outdoor	manmade	2	1
5	1	WI	WI	Indoor	WI_2	W40	wwNAPKIN	Indoor82	lobby	indoor_lobby.jpg	indoor	indoor	4	1
6	1	WO	WO	Outdoor	WO_12	W206	wwTRIBE	Outdoor99	observatory	outdoor_observatory.jpg	outdoor	manmade	4	1
7	1	WO	WO	Outdoor	WO_5	W164	wwPASSPORT	Outdoor78	landing_deck	outdoor_landing_deck.jpg	outdoor	manmade	2	1
8	1	WO	WO	Outdoor	WO_6	W196	wwBROOM	Outdoor36	creek	outdoor_creek.jpg	outdoor	natural	4	1
9	1	WI	WI	Indoor	WI_6	W95	wwQUAIL	Indoor114	television_studio	indoor_television_studio.jpg	indoor	indoor	4	1
10	1	WI	WI	Indoor	WI_12	W159	wwSQUIRREL	Indoor25	biology_laboratory	indoor_biology_laboratory.jpg	indoor	indoor	4	1
11	1	WO	WO	Outdoor	WO_8	W252	wwNIGHTGOWN	Outdoor21	bullring	outdoor_bullring.jpg	outdoor	manmade	4	1
12	1	WO	WO	Outdoor	WO_2	W10	wwOYSTER	Outdoor32	construction_site	outdoor_construction_site.jpg	outdoor	manmade	4	1
13	1	WI	WI	Indoor	WI_3	W100	wwCANARY	Indoor43	cloister	indoor_cloister.jpg	indoor	indoor	2	1
14	1	WO	WO	Outdoor	WO_11	W199	wwBANDAGE	Outdoor83	manufactured_home	outdoor_manufactured_home.jpg	outdoor	manmade	2	1
15	1	WI	WI	Indoor	WI_7	W85	wwOPIUM	Indoor14	baggage_claim	indoor_baggage_claim.jpg	indoor	indoor	2	1
16	1	WO	WO	Outdoor	WO_6	W196	wwBROOM	Outdoor36	creek	outdoor_creek.jpg	outdoor	natural	4	2
