index	block	cond	term	ForS	condID	wordID	wordName	imgID	imgName	imgFile	imgType	subType	repType	repCount
1	1	WI	WI	Indoor	WI_8	W164	wwPASSPORT	Indoor53	dining_room	indoor_dining_room.jpg	indoor	indoor	4	1
2	1	WO	WO	Outdoor	WO_1	W140	wwMANURE	Outdoor26	canyon	outdoor_canyon.jpg	outdoor	natural	2	1
3	1	WI	WI	Indoor	WI_7	W11	wwPOWDER	Indoor51	dentists_office	indoor_dentists_office.jpg	indoor	indoor	2	1
4	1	WO	WO	Outdoor	WO_14	W76	wwBANDIT	Outdoor29	cemetery	outdoor_cemetery.jpg	outdoor	manmade	4	1
5	1	WO	WO	Outdoor	WO_14	W76	wwBANDIT	Outdoor29	cemetery	outdoor_cemetery.jpg	outdoor	manmade	4	2
6	1	WO	WO	Outdoor	WO_12	W130	wwCLOAK	Outdoor68	hotel	outdoor_hotel.jpg	outdoor	manmade	4	1
7	1	WI	WI	Indoor	WI_5	W95	wwQUAIL	Indoor73	kennel	indoor_kennel.jpg	indoor	indoor	2	1
8	1	WO	WO	Outdoor	WO_13	W219	wwOATMEAL	Outdoor114	raceway	outdoor_raceway.jpg	outdoor	manmade	2	1
9	1	WI	WI	Indoor	WI_3	W15	wwVIOLIN	Indoor117	throne_room	indoor_throne_room.jpg	indoor	indoor	2	1
10	1	WO	WO	Outdoor	WO_5	W214	wwWALLET	Outdoor28	castle	outdoor_castle.jpg	outdoor	manmade	2	1
11	1	WI	WI	Indoor	WI_1	W173	wwPENCIL	Indoor66	hospital_room	indoor_hospital_room.jpg	indoor	indoor	2	1
12	1	WI	WI	Indoor	WI_11	W88	wwGOAT	Indoor32	bus_interior	indoor_bus_interior.jpg	indoor	indoor	2	1
13	1	WO	WO	Outdoor	WO_2	W47	wwKNIFE	Outdoor79	lido_deck	outdoor_lido_deck.jpg	outdoor	manmade	4	1
14	1	WO	WO	Outdoor	WO_7	W146	wwMEDAL	Outdoor61	hayfield	outdoor_hayfield.jpg	outdoor	natural	2	1
15	1	WO	WO	Outdoor	WO_12	W130	wwCLOAK	Outdoor68	hotel	outdoor_hotel.jpg	outdoor	manmade	4	2
16	1	WI	WI	Indoor	WI_8	W164	wwPASSPORT	Indoor53	dining_room	indoor_dining_room.jpg	indoor	indoor	4	2
17	1	WO	WO	Outdoor	WO_2	W47	wwKNIFE	Outdoor79	lido_deck	outdoor_lido_deck.jpg	outdoor	manmade	4	2
18	1	WO	WO	Outdoor	WO_3	W122	wwPEDAL	Outdoor77	labyrinth	outdoor_labyrinth.jpg	outdoor	manmade	2	1
19	1	WI	WI	Indoor	WI_14	W210	wwAPPLE	Indoor40	chicken_coop	indoor_chicken_coop.jpg	indoor	indoor	4	1
20	1	WI	WI	Indoor	WI_10	W29	wwSTOOL	Indoor15	bakery	indoor_bakery.jpg	indoor	indoor	4	1
21	1	WO	WO	Outdoor	WO_9	W72	wwTYPEWRITER	Outdoor60	harbor	outdoor_harbor.jpg	outdoor	manmade	2	1
22	1	WO	WO	Outdoor	WO_11	W190	wwKALE	Outdoor54	garbage_dump	outdoor_garbage_dump.jpg	outdoor	manmade	2	1
23	1	WI	WI	Indoor	WI_14	W210	wwAPPLE	Indoor40	chicken_coop	indoor_chicken_coop.jpg	indoor	indoor	4	2
24	1	WO	WO	Outdoor	WO_4	W191	wwANCHOR	Outdoor71	ice_shelf	outdoor_ice_shelf.jpg	outdoor	natural	4	1
25	1	WO	WO	Outdoor	WO_10	W31	wwSEAL	Outdoor89	motel	outdoor_motel.jpg	outdoor	manmade	4	1
26	1	WI	WI	Indoor	WI_12	W65	wwWAND	Indoor26	bistro	indoor_bistro.jpg	indoor	indoor	4	1
27	1	WO	WO	Outdoor	WO_10	W31	wwSEAL	Outdoor89	motel	outdoor_motel.jpg	outdoor	manmade	4	2
28	1	WO	WO	Outdoor	WO_4	W191	wwANCHOR	Outdoor71	ice_shelf	outdoor_ice_shelf.jpg	outdoor	natural	4	2
29	1	WI	WI	Indoor	WI_4	W110	wwSANDAL	Indoor10	attic	indoor_attic.jpg	indoor	indoor	4	1
30	1	WI	WI	Indoor	WI_2	W38	wwTOBACCO	Indoor113	synagogue	indoor_synagogue.jpg	indoor	indoor	4	1
31	1	WO	WO	Outdoor	WO_6	W136	wwBALLOON	Outdoor10	baseball_field	outdoor_baseball_field.jpg	outdoor	manmade	4	1
32	1	WI	WI	Indoor	WI_6	W57	wwSHOWER	Indoor48	control_room	indoor_control_room.jpg	indoor	indoor	4	1
33	1	WO	WO	Outdoor	WO_8	W171	wwSARDINE	Outdoor91	mountain_snowy	outdoor_mountain_snowy.jpg	outdoor	natural	4	1
34	1	WI	WI	Indoor	WI_12	W65	wwWAND	Indoor26	bistro	indoor_bistro.jpg	indoor	indoor	4	2
35	1	WI	WI	Indoor	WI_2	W38	wwTOBACCO	Indoor113	synagogue	indoor_synagogue.jpg	indoor	indoor	4	2
36	1	WI	WI	Indoor	WI_4	W110	wwSANDAL	Indoor10	attic	indoor_attic.jpg	indoor	indoor	4	2
37	1	WO	WO	Outdoor	WO_8	W171	wwSARDINE	Outdoor91	mountain_snowy	outdoor_mountain_snowy.jpg	outdoor	natural	4	2
38	1	WI	WI	Indoor	WI_13	W1	wwSCROLL	Indoor49	courtroom	indoor_courtroom.jpg	indoor	indoor	2	1
39	1	WO	WO	Outdoor	WO_6	W136	wwBALLOON	Outdoor10	baseball_field	outdoor_baseball_field.jpg	outdoor	manmade	4	2
40	1	WI	WI	Indoor	WI_10	W29	wwSTOOL	Indoor15	bakery	indoor_bakery.jpg	indoor	indoor	4	2
41	1	WI	WI	Indoor	WI_6	W57	wwSHOWER	Indoor48	control_room	indoor_control_room.jpg	indoor	indoor	4	2
