"","subid","group","shockCond","reps","resp","H","SM","dprime","c"
"261","ap160","stress","threat","2","indoor",0.5,0.157894736842105,1.00314796766253,0.501573983831267
"262","ap160","stress","threat","2","outdoor",0.0526315789473684,0.0277777777777778,0.294649566417287,1.76718104184691
"263","ap160","stress","threat","4","indoor",0.6,0.4,0.5066942062716,0
"264","ap160","stress","threat","4","outdoor",0.1,0.025,0.678412418995453,1.62075777504233
"265","ap161","stress","safe","2","indoor",0.19047619047619,0.19047619047619,0,0.876142849246841
"266","ap161","stress","safe","2","outdoor",0.142857142857143,0.142857142857143,0,1.06757052387814
"267","ap161","stress","safe","4","indoor",0.142857142857143,0.25,-0.39308077368206,0.871030137037112
"268","ap161","stress","safe","4","outdoor",0.15,0.285714285714286,-0.470484567560926,0.801191105713326
"269","ap161","stress","threat","2","indoor",0.0526315789473684,0.1,-0.338304693093669,1.45070391209144
"270","ap161","stress","threat","2","outdoor",0.05,0.0263157894736842,0.293077883901356,1.79139256890215
"271","ap161","stress","threat","4","indoor",0.35,0.0526315789473684,1.2345357922307,1.00258836252292
"272","ap161","stress","threat","4","outdoor",0.263157894736842,0.2,0.207981232793213,0.737630617176308
"273","ap162","stress","safe","2","indoor",0.238095238095238,0.285714285714286,-0.146494210456626,0.639195927161176
"274","ap162","stress","safe","2","outdoor",0.238095238095238,0.0476190476190476,0.95594816155759,1.19041711316828
"275","ap162","stress","safe","4","indoor",0.333333333333333,0.1,0.850824266249143,0.856139432420029
"276","ap162","stress","safe","4","outdoor",0.35,0.0476190476190476,1.28307072753951,1.02685583017732
