"","subid","group","shockCond","reps","hits","olds","fas","news","hitRate","faRate","halfHit","halfFA","crRate","dprime","c"
"156","ap166","stress","threat","4",36,38,12,39,0.947368421052632,0.307692307692308,0.0131578947368421,0.0128205128205128,0.692307692307692,2.12225848201162,-0.558727017632457
"157","ap167","stress","safe","2",19,42,2,42,0.452380952380952,0.0476190476190476,0.0119047619047619,0.0119047619047619,0.952380952380952,1.54874308090724,0.89401965349346
"158","ap167","stress","threat","2",19,39,11,38,0.487179487179487,0.289473684210526,0.0128205128205128,0.0131578947368421,0.710526315789474,0.522781149375315,0.293532368014996
"159","ap167","stress","safe","4",26,42,2,42,0.619047619047619,0.0476190476190476,0.0119047619047619,0.0119047619047619,0.952380952380952,1.97137164200329,0.682705372945436
"160","ap167","stress","threat","4",32,39,11,38,0.82051282051282,0.289473684210526,0.0128205128205128,0.0131578947368421,0.710526315789474,1.47224412832188,-0.181199121458287
"161","ap168","stress","safe","2",30,42,21,42,0.714285714285714,0.5,0.0119047619047619,0.0119047619047619,0.5,0.565948821932863,-0.282974410966432
"162","ap168","stress","threat","2",29,37,20,41,0.783783783783784,0.48780487804878,0.0135135135135135,0.0121951219512195,0.51219512195122,0.815609449697798,-0.377231325027993
"163","ap168","stress","safe","4",34,42,21,42,0.80952380952381,0.5,0.0119047619047619,0.0119047619047619,0.5,0.876142849246841,-0.438071424623421
"164","ap168","stress","threat","4",30,40,20,41,0.75,0.48780487804878,0.0125,0.0121951219512195,0.51219512195122,0.705063150016988,-0.321958175187588
"165","ap169","stress","safe","2",30,42,5,42,0.714285714285714,0.119047619047619,0.0119047619047619,0.0119047619047619,0.880952380952381,1.74570993954472,0.306906147839499
"166","ap169","stress","threat","2",18,38,1,41,0.473684210526316,0.024390243902439,0.0131578947368421,0.0121951219512195,0.975609756097561,1.90449349079449,1.01825855777308
"167","ap169","stress","safe","4",32,42,5,42,0.761904761904762,0.119047619047619,0.0119047619047619,0.0119047619047619,0.880952380952381,1.89220415000135,0.233659042611186
"168","ap169","stress","threat","4",26,39,1,41,0.666666666666667,0.024390243902439,0.0128205128205128,0.0121951219512195,0.975609756097561,2.40123260246579,0.769889001937436
"169","ap170","stress","safe","2",31,42,10,42,0.738095238095238,0.238095238095238,0.0119047619047619,0.0119047619047619,0.761904761904762,1.34992719335187,0.0374794357135561
"170","ap170","stress","threat","2",29,39,11,40,0.743589743589744,0.275,0.0128205128205128,0.0125,0.725,1.25221232677448,-0.0283460373447627
"171","ap170","stress","safe","4",41,42,10,42,0.976190476190476,0.238095238095238,0.0119047619047619,0.0119047619047619,0.761904761904762,2.69319542903677,-0.634154682128895
"172","ap170","stress","threat","4",34,39,11,40,0.871794871794872,0.275,0.0128205128205128,0.0125,0.725,1.73267674403597,-0.268578245975506
"173","ap171","stress","safe","2",29,42,17,42,0.69047619047619,0.404761904761905,0.0119047619047619,0.0119047619047619,0.595238095238095,0.738240964567581,-0.128080088397764
