index	block	cond	term	ForS	condID	wordID	wordName	imgID	imgName	imgFile	imgType	subType	repType	repCount
1	1	WO	WO	Outdoor	WO_10	W3	wwGLOVE	Outdoor81	lighthouse	outdoor_lighthouse.jpg	outdoor	manmade	4	1
2	1	WO	WO	Outdoor	WO_14	W203	wwCANE	Outdoor37	crevasse	outdoor_crevasse.jpg	outdoor	natural	4	1
3	1	WI	WI	Indoor	WI_5	W26	wwSHELL	Indoor45	clothing_store	indoor_clothing_store.jpg	indoor	indoor	2	1
4	1	WO	WO	Outdoor	WO_2	W217	wwARROW	Outdoor61	hayfield	outdoor_hayfield.jpg	outdoor	natural	4	1
5	1	WI	WI	Indoor	WI_14	W227	wwROCK	Indoor115	tennis_court	indoor_tennis_court.jpg	indoor	indoor	4	1
6	1	WI	WI	Indoor	WI_8	W191	wwANCHOR	Indoor5	archive	indoor_archive.jpg	indoor	indoor	4	1
7	1	WI	WI	Indoor	WI_14	W227	wwROCK	Indoor115	tennis_court	indoor_tennis_court.jpg	indoor	indoor	4	2
8	1	WO	WO	Outdoor	WO_8	W48	wwNEST	Outdoor14	beach	outdoor_beach.jpg	outdoor	natural	4	1
9	1	WI	WI	Indoor	WI_1	W174	wwTRAY	Indoor10	attic	indoor_attic.jpg	indoor	indoor	2	1
10	1	WO	WO	Outdoor	WO_5	W188	wwPLUG	Outdoor31	cliff	outdoor_cliff.jpg	outdoor	natural	2	1
11	1	WO	WO	Outdoor	WO_2	W217	wwARROW	Outdoor61	hayfield	outdoor_hayfield.jpg	outdoor	natural	4	2
12	1	WI	WI	Indoor	WI_10	W76	wwBANDIT	Indoor43	cloister	indoor_cloister.jpg	indoor	indoor	4	1
13	1	WO	WO	Outdoor	WO_4	W232	wwMAGICIAN	Outdoor34	corral	outdoor_corral.jpg	outdoor	natural	4	1
14	1	WI	WI	Indoor	WI_10	W76	wwBANDIT	Indoor43	cloister	indoor_cloister.jpg	indoor	indoor	4	2
15	1	WO	WO	Outdoor	WO_12	W104	wwBANANA	Outdoor115	railroad_track	outdoor_railroad_track.jpg	outdoor	manmade	4	1
16	1	WI	WI	Indoor	WI_4	W65	wwWAND	Indoor105	shopping_mall	indoor_shopping_mall.jpg	indoor	indoor	4	1
17	1	WO	WO	Outdoor	WO_6	W15	wwVIOLIN	Outdoor113	putting_green	outdoor_putting_green.jpg	outdoor	natural	4	1
18	1	WI	WI	Indoor	WI_6	W13	wwSTOMACH	Indoor17	ballroom	indoor_ballroom.jpg	indoor	indoor	4	1
19	1	WI	WI	Indoor	WI_2	W77	wwCAMEL	Indoor101	restaurant_kitchen	indoor_restaurant_kitchen.jpg	indoor	indoor	4	1
20	1	WO	WO	Outdoor	WO_6	W15	wwVIOLIN	Outdoor113	putting_green	outdoor_putting_green.jpg	outdoor	natural	4	2
21	1	WI	WI	Indoor	WI_9	W127	wwYACHT	Indoor54	dorm_room	indoor_dorm_room.jpg	indoor	indoor	2	1
