index,run,trial,onset,duration,cond,subcond,resp,acc,respRT,ISIresp,ISIacc,ISIrespRT
1,1,1,12.0041,1.4978,object,natural,NR,0,999.0000,natural,1,0.5071
2,1,2,13.5022,1.4985,object,natural,NR,0,999.0000,natural,1,0.3402
3,1,3,15.0023,1.4982,object,manmade,NR,0,999.0000,manmade,1,0.3859
4,1,4,16.5021,1.4988,object,manmade,NR,0,999.0000,manmade,1,0.2107
5,1,5,18.0012,1.4993,object,natural,NR,0,999.0000,natural,1,0.3087
6,1,6,19.5007,1.4998,object,manmade,NR,0,999.0000,manmade,1,0.2523
7,1,7,21.0007,1.4996,object,natural,NR,0,999.0000,natural,1,0.3121
8,1,8,22.5006,1.5003,object,manmade,NR,0,999.0000,manmade,1,0.1070
9,1,9,24.0012,1.4996,object,natural,NR,0,999.0000,natural,1,0.3083
10,1,10,25.5010,1.4990,object,manmade,NR,0,999.0000,manmade,1,0.0733
11,1,11,27.0051,10.4959,rest,rest,rest,1,999.0000,NR,1,0.0000
12,1,12,37.5013,1.4995,face,male,NR,0,999.0000,male,1,0.4742
13,1,13,39.0010,1.5000,face,female,NR,0,999.0000,female,1,0.2426
14,1,14,40.5013,1.4992,face,male,NR,0,999.0000,male,1,0.0489
15,1,15,42.0008,1.4996,face,male,NR,0,999.0000,male,1,0.1655
16,1,16,43.5006,1.4995,face,female,female,1,0.4467,NR,0,999.0000
17,1,17,45.0004,1.4999,face,female,NR,0,999.0000,female,1,0.1197
18,1,18,46.5006,1.4998,face,male,male,1,0.4656,NR,0,999.0000
19,1,19,48.0006,1.5008,face,female,NR,0,999.0000,female,1,0.1166
20,1,20,49.5016,1.4993,face,female,NR,0,999.0000,female,1,0.1864
21,1,21,51.0012,1.4990,face,male,male,1,0.4260,NR,0,999.0000
22,1,22,52.5057,10.4948,rest,rest,rest,1,999.0000,NR,1,0.0000
23,1,23,63.0007,1.5004,face,female,NR,0,999.0000,female,1,0.3153
24,1,24,64.5014,1.4991,face,female,NR,0,999.0000,female,1,0.1869
25,1,25,66.0008,1.5000,face,female,NR,0,999.0000,female,1,0.1711
26,1,26,67.5011,1.4990,face,male,male,1,0.4188,NR,0,999.0000
27,1,27,69.0004,1.5004,face,female,NR,0,999.0000,female,1,0.0966
28,1,28,70.5010,1.4991,face,male,NR,0,999.0000,NR,0,999.0000
29,1,29,72.0003,1.5008,face,male,male,1,0.4710,NR,0,999.0000
30,1,30,73.5013,1.4995,face,male,male,1,0.4070,NR,0,999.0000
31,1,31,75.0010,1.5001,face,male,NR,0,999.0000,female,0,0.0038
32,1,32,76.5014,1.4991,face,female,NR,0,999.0000,female,1,0.1022
33,1,33,78.0062,10.4939,rest,rest,rest,1,999.0000,NR,1,0.0000
34,1,34,88.5003,1.5018,object,natural,NR,0,999.0000,natural,1,0.2341
35,1,35,90.0024,1.4992,object,manmade,manmade,1,0.4872,NR,0,999.0000
36,1,36,91.5019,1.4982,object,manmade,NR,0,999.0000,manmade,1,0.2246
37,1,37,93.0003,1.4998,object,manmade,NR,0,999.0000,manmade,1,0.2709
38,1,38,94.5003,1.5008,object,manmade,NR,0,999.0000,manmade,1,0.1831
39,1,39,96.0014,1.4994,object,natural,NR,0,999.0000,natural,1,0.1524
40,1,40,97.5011,1.4993,object,natural,NR,0,999.0000,natural,1,0.0785
41,1,41,99.0007,1.5002,object,natural,NR,0,999.0000,natural,1,0.2159
42,1,42,100.5012,1.4998,object,natural,NR,0,999.0000,natural,1,0.0969
43,1,43,102.0013,1.4990,object,manmade,NR,0,999.0000,manmade,1,0.0166
44,1,44,103.5069,10.4933,rest,rest,rest,1,999.0000,NR,1,0.0000
45,1,45,114.0005,1.5015,face,male,NR,0,999.0000,male,1,0.1373
46,1,46,115.5023,1.4993,face,female,NR,0,999.0000,female,1,0.1469
47,1,47,117.0020,1.4985,face,male,NR,0,999.0000,male,1,0.0622
48,1,48,118.5007,1.4998,face,female,NR,0,999.0000,female,1,0.2751
49,1,49,120.0007,1.5007,face,male,NR,0,999.0000,male,1,0.2326
50,1,50,121.5017,1.4993,face,female,NR,0,999.0000,female,1,0.1436
51,1,51,123.0013,1.5002,face,female,NR,0,999.0000,male,0,0.1710
52,1,52,124.5017,1.4993,face,male,male,1,0.4878,NR,0,999.0000
53,1,53,126.0012,1.4993,face,male,NR,0,999.0000,male,1,0.0857
54,1,54,127.5007,1.4996,face,female,NR,0,999.0000,female,1,0.0855
55,1,55,129.0075,10.4930,rest,rest,rest,1,999.0000,NR,1,0.0000
56,1,56,139.5007,1.5004,place,indoor,NR,0,999.0000,indoor,1,0.7139
57,1,57,141.0015,1.4992,place,indoor,NR,0,999.0000,indoor,1,0.2495
58,1,58,142.5010,1.4999,place,outdoor,NR,0,999.0000,indoor,0,0.1810
59,1,59,144.0011,1.5004,place,outdoor,NR,0,999.0000,outdoor,1,0.1760
60,1,60,145.5017,1.4994,place,outdoor,NR,0,999.0000,outdoor,1,0.2096
61,1,61,147.0014,1.4992,place,indoor,NR,0,999.0000,indoor,1,0.0411
62,1,62,148.5009,1.4995,place,indoor,NR,0,999.0000,indoor,1,0.0272
63,1,63,150.0006,1.4998,place,indoor,NR,0,999.0000,indoor,1,0.1316
