index	block	cond	shockCond	shockTrial	term	ForS	condID	wordID	wordName	imgID	imgName	imgFile	imgType	subType	repType
1	1	TI_2	safe	0	TI_2	Indoor	WI_9	W113	wwFORK	Indoor57	engine_room	indoor_engine_room.jpg	indoor	indoor	2
2	1	TO_2	safe	0	TO_2	Outdoor	WO_9	W103	wwBEAVER	Outdoor22	butte	outdoor_butte.jpg	outdoor	natural	2
3	1	TO_2	safe	0	TO_2	Outdoor	WO_5	W114	wwBUTTER	Outdoor48	fire_station	outdoor_fire_station.jpg	outdoor	manmade	2
4	1	TI_2	safe	0	TI_2	Indoor	WI_1	W176	wwHIGHWAY	Indoor67	hotel_room	indoor_hotel_room.jpg	indoor	indoor	2
5	1	F	safe	0	F	FOIL	F_4	W217	wwARROW	FOIL	FOIL	FOIL	FOIL	FOIL	0
6	1	TO_4	safe	0	TO_4	Outdoor	WO_10	W14	wwACROBAT	Outdoor101	palace	outdoor_palace.jpg	outdoor	manmade	4
7	1	F	safe	0	F	FOIL	F_11	W200	wwTULIP	FOIL	FOIL	FOIL	FOIL	FOIL	0
8	1	F	safe	0	F	FOIL	F_7	W29	wwSTOOL	FOIL	FOIL	FOIL	FOIL	FOIL	0
9	1	TI_2	safe	0	TI_2	Indoor	WI_3	W196	wwBROOM	Indoor113	synagogue	indoor_synagogue.jpg	indoor	indoor	2
10	1	TI_4	safe	0	TI_4	Indoor	WI_6	W105	wwGARBAGE	Indoor26	bistro	indoor_bistro.jpg	indoor	indoor	4
11	1	TO_2	safe	0	TO_2	Outdoor	WO_11	W74	wwQUILT	Outdoor87	moat	outdoor_moat.jpg	outdoor	manmade	2
12	1	TI_2	safe	0	TI_2	Indoor	WI_13	W173	wwPENCIL	Indoor33	butchers_shop	indoor_butchers_shop.jpg	indoor	indoor	2
13	1	TI_4	safe	0	TI_4	Indoor	WI_8	W236	wwPAN	Indoor18	banquet_hall	indoor_banquet_hall.jpg	indoor	indoor	4
14	1	TI_4	safe	0	TI_4	Indoor	WI_10	W182	wwWRENCH	Indoor22	bazaar	indoor_bazaar.jpg	indoor	indoor	4
15	1	F	safe	0	F	FOIL	F_1	W122	wwPEDAL	FOIL	FOIL	FOIL	FOIL	FOIL	0
16	1	TI_4	safe	0	TI_4	Indoor	WI_2	W51	wwEMPEROR	Indoor6	art_gallery	indoor_art_gallery.jpg	indoor	indoor	4
17	1	F	safe	0	F	FOIL	F_8	W136	wwBALLOON	FOIL	FOIL	FOIL	FOIL	FOIL	0
18	1	F	safe	0	F	FOIL	F_2	W168	wwDRUG	FOIL	FOIL	FOIL	FOIL	FOIL	0
19	1	TI_4	safe	0	TI_4	Indoor	WI_12	W104	wwBANANA	Indoor74	kindergarden_classroom	indoor_kindergarden_classroom.jpg	indoor	indoor	4
20	1	F	safe	0	F	FOIL	F_9	W137	wwKEG	FOIL	FOIL	FOIL	FOIL	FOIL	0
21	1	F	safe	0	F	FOIL	F_13	W28	wwMUSTARD	FOIL	FOIL	FOIL	FOIL	FOIL	0
22	1	TO_2	safe	0	TO_2	Outdoor	WO_3	W222	wwRING	Outdoor7	balcony	outdoor_balcony.jpg	outdoor	manmade	2
23	1	TI_4	safe	0	TI_4	Indoor	WI_14	W148	wwPIE	Indoor35	candy_store	indoor_candy_store.jpg	indoor	indoor	4
24	1	TI_2	safe	0	TI_2	Indoor	WI_5	W18	wwOMELET	Indoor92	orchestra_pit	indoor_orchestra_pit.jpg	indoor	indoor	2
25	1	F	safe	0	F	FOIL	F_14	W138	wwVODKA	FOIL	FOIL	FOIL	FOIL	FOIL	0
26	1	TI_2	safe	0	TI_2	Indoor	WI_11	W251	wwBENCH	Indoor102	riding_arena	indoor_riding_arena.jpg	indoor	indoor	2
27	1	TO_4	safe	0	TO_4	Outdoor	WO_4	W39	wwSADDLE	Outdoor13	bayou	outdoor_bayou.jpg	outdoor	natural	4
28	1	TO_2	safe	0	TO_2	Outdoor	WO_1	W243	wwARMOR	Outdoor120	ruin	outdoor_ruin.jpg	outdoor	natural	2
29	1	TO_2	safe	0	TO_2	Outdoor	WO_13	W92	wwBONE	Outdoor104	patio	outdoor_patio.jpg	outdoor	manmade	2
30	1	TO_4	safe	0	TO_4	Outdoor	WO_6	W109	wwFIRE	Outdoor49	fishpond	outdoor_fishpond.jpg	outdoor	natural	4
31	1	TO_2	safe	0	TO_2	Outdoor	WO_7	W225	wwCUCUMBER	Outdoor43	electrical_substation	outdoor_electrical_substation.jpg	outdoor	manmade	2
32	1	TO_4	safe	0	TO_4	Outdoor	WO_14	W191	wwANCHOR	Outdoor21	bullring	outdoor_bullring.jpg	outdoor	manmade	4
33	1	TO_4	safe	0	TO_4	Outdoor	WO_12	W155	wwBAYONET	Outdoor27	carrousel	outdoor_carrousel.jpg	outdoor	manmade	4
34	1	F	safe	0	F	FOIL	F_12	W134	wwICICLE	FOIL	FOIL	FOIL	FOIL	FOIL	0
35	1	TI_2	safe	0	TI_2	Indoor	WI_7	W16	wwPEARL	Indoor95	parking_garage	indoor_parking_garage.jpg	indoor	indoor	2
36	1	F	safe	0	F	FOIL	F_3	W26	wwSHELL	FOIL	FOIL	FOIL	FOIL	FOIL	0
37	1	F	safe	0	F	FOIL	F_6	W152	wwPUMPKIN	FOIL	FOIL	FOIL	FOIL	FOIL	0
38	1	TO_4	safe	0	TO_4	Outdoor	WO_2	W127	wwYACHT	Outdoor46	field_wild	outdoor_field_wild.jpg	outdoor	manmade	4
39	1	TI_4	safe	0	TI_4	Indoor	WI_4	W17	wwVELVET	Indoor53	dining_room	indoor_dining_room.jpg	indoor	indoor	4
40	1	F	safe	0	F	FOIL	F_10	W235	wwBRACELET	FOIL	FOIL	FOIL	FOIL	FOIL	0
41	1	F	safe	0	F	FOIL	F_5	W188	wwPLUG	FOIL	FOIL	FOIL	FOIL	FOIL	0
42	1	TO_4	safe	0	TO_4	Outdoor	WO_8	W107	wwCRADLE	Outdoor38	crosswalk	outdoor_crosswalk.jpg	outdoor	manmade	4
43	2	TO_4	threat	0	TO_4	Outdoor	WO_22	W23	wwSALAD	Outdoor5	athletic_field	outdoor_athletic_field.jpg	outdoor	manmade	4
44	2	TI_2	threat	0	TI_2	Indoor	WI_15	W172	wwPYTHON	Indoor109	stage	indoor_stage.jpg	indoor	indoor	2
45	2	TI_2	threat	0	TI_2	Indoor	WI_23	W88	wwGOAT	Indoor43	cloister	indoor_cloister.jpg	indoor	indoor	2
46	2	TO_4	threat	0	TO_4	Outdoor	WO_16	W37	wwACCORDIAN	Outdoor12	basketball_court	outdoor_basketball_court.jpg	outdoor	manmade	4
47	2	F	threat	0	F	FOIL	F_24	W40	wwNAPKIN	FOIL	FOIL	FOIL	FOIL	FOIL	0
48	2	TO_2	threat	0	TO_2	Outdoor	WO_23	W9	wwMAP	Outdoor9	barn	outdoor_barn.jpg	outdoor	natural	2
49	2	TI_4	threat	0	TI_4	Indoor	WI_26	W57	wwSHOWER	Indoor117	throne_room	indoor_throne_room.jpg	indoor	indoor	4
50	2	F	threat	0	F	FOIL	F_25	W118	wwWHEAT	FOIL	FOIL	FOIL	FOIL	FOIL	0
51	2	F	threat	0	F	FOIL	F_15	W214	wwWALLET	FOIL	FOIL	FOIL	FOIL	FOIL	0
52	2	TI_2	threat	0	TI_2	Indoor	WI_25	W34	wwFLASK	Indoor21	bathroom	indoor_bathroom.jpg	indoor	indoor	2
53	2	TO_4	threat	0	TO_4	Outdoor	WO_28	W32	wwSTORK	Outdoor20	bridge	outdoor_bridge.jpg	outdoor	manmade	4
54	2	F	threat	0	F	FOIL	F_21	W98	wwTEETH	FOIL	FOIL	FOIL	FOIL	FOIL	0
55	2	TO_4	threat	0	TO_4	Outdoor	WO_20	W6	wwPIGEON	Outdoor80	lift_bridge	outdoor_lift_bridge.jpg	outdoor	manmade	4
56	2	F	threat	0	F	FOIL	F_26	W179	wwHOOK	FOIL	FOIL	FOIL	FOIL	FOIL	0
57	2	TO_2	threat	0	TO_2	Outdoor	WO_15	W181	wwHAWK	Outdoor35	cottage_garden	outdoor_cottage_garden.jpg	outdoor	natural	2
58	2	TI_2	threat	0	TI_2	Indoor	WI_19	W65	wwWAND	Indoor36	car_interior	indoor_car_interior.jpg	indoor	indoor	2
59	2	TI_2	threat	0	TI_2	Indoor	WI_17	W58	wwPASTE	Indoor83	locker_room	indoor_locker_room.jpg	indoor	indoor	2
60	2	F	threat	0	F	FOIL	F_27	W192	wwORCHID	FOIL	FOIL	FOIL	FOIL	FOIL	0
61	2	TI_4	threat	0	TI_4	Indoor	WI_18	W38	wwTOBACCO	Indoor111	supermarket	indoor_supermarket.jpg	indoor	indoor	4
62	2	TO_2	threat	0	TO_2	Outdoor	WO_25	W211	wwTROPHY	Outdoor77	labyrinth	outdoor_labyrinth.jpg	outdoor	manmade	2
63	2	F	threat	0	F	FOIL	F_23	W157	wwSCAB	FOIL	FOIL	FOIL	FOIL	FOIL	0
64	2	TO_4	threat	0	TO_4	Outdoor	WO_18	W102	wwCLARINET	Outdoor30	chalet	outdoor_chalet.jpg	outdoor	manmade	4
65	2	F	threat	0	F	FOIL	F_28	W126	wwHARPOON	FOIL	FOIL	FOIL	FOIL	FOIL	0
66	2	TI_4	threat	0	TI_4	Indoor	WI_22	W20	wwPOTATO	Indoor31	burial_chamber	indoor_burial_chamber.jpg	indoor	indoor	4
67	2	TI_2	threat	0	TI_2	Indoor	WI_21	W198	wwANT	Indoor72	jewelry_shop	indoor_jewelry_shop.jpg	indoor	indoor	2
68	2	TO_2	threat	0	TO_2	Outdoor	WO_19	W72	wwTYPEWRITER	Outdoor41	dock	outdoor_dock.jpg	outdoor	natural	2
