,run,trial,onset,duration,cond,subcond,resp,acc,respRT,subid,group,duration_adj,onset_adj
0,1,1,12.0068,1.4946,object,manmade,manmade,1,0.8153,loc100,control,0.4946,0.0068
1,1,2,13.9136,1.0869,object,manmade,manmade,1,0.8784,loc100,control,0.0869,1.9136
2,1,3,15.029,1.4716,object,natural,natural,1,0.6792,loc100,control,0.4716,3.029
3,1,4,16.5293,1.4712,object,manmade,manmade,1,0.6867,loc100,control,0.4712,4.5293
4,1,5,18.0304,1.4701,object,natural,natural,1,0.5906,loc100,control,0.4701,6.0304
5,1,6,19.5308,1.47,object,natural,natural,1,0.3726,loc100,control,0.47,7.5308
6,1,7,21.0319,1.4686,object,manmade,manmade,1,0.5161,loc100,control,0.4686,9.0319
7,1,8,22.5321,1.4683,object,manmade,manmade,1,0.5143,loc100,control,0.4683,10.5321
8,1,9,24.0324,1.4688,object,natural,natural,1,0.411,loc100,control,0.4688,12.0324
9,1,10,25.5345,1.4665,object,natural,manmade,0,0.5462,loc100,control,0.4665,13.5345
11,1,12,37.5486,1.4529,face,female,female,1,0.5439,loc100,control,0.4529,25.5486
12,1,13,39.0508,1.4493,face,male,male,1,0.4022,loc100,control,0.4493,27.0508
13,1,14,40.5353,1.4662,face,female,female,1,0.4125,loc100,control,0.4662,28.5353
14,1,15,42.0369,1.4632,face,male,male,1,0.4059,loc100,control,0.4632,30.0369
15,1,16,43.5367,1.4645,face,female,female,1,0.4516,loc100,control,0.4645,31.5367
16,1,17,45.0373,1.4635,face,male,male,1,0.556,loc100,control,0.4635,33.0373
17,1,18,46.5379,1.4626,face,male,male,1,0.4522,loc100,control,0.4626,34.5379
18,1,19,48.0387,1.4615,face,female,female,1,0.5134,loc100,control,0.4615,36.0387
19,1,20,49.5387,1.4616,face,male,male,1,0.5633,loc100,control,0.4616,37.5387
20,1,21,51.0396,1.4618,face,female,female,1,0.3376,loc100,control,0.4618,39.0396
22,1,23,63.0589,1.4421,object,manmade,natural,0,0.6524,loc100,control,0.4421,51.0589
23,1,24,64.5593,1.4417,object,manmade,manmade,1,0.6945,loc100,control,0.4417,52.5593
24,1,25,66.0429,1.4576,object,manmade,natural,0,0.4359,loc100,control,0.4576,54.0429
25,1,26,67.5418,1.4591,object,natural,natural,1,0.5198,loc100,control,0.4591,55.5418
26,1,27,69.0439,1.4569,object,natural,natural,1,0.6203,loc100,control,0.4569,57.0439
27,1,28,70.5436,1.4576,object,manmade,manmade,1,0.5865,loc100,control,0.4576,58.5436
28,1,29,72.0456,1.4558,object,manmade,natural,0,0.5129,loc100,control,0.4558,60.0456
29,1,30,73.5455,1.4552,object,natural,natural,1,0.4071,loc100,control,0.4552,61.5455
30,1,31,75.0457,1.4552,object,natural,natural,1,0.5033,loc100,control,0.4552,63.0457
31,1,32,76.5464,1.4547,object,natural,natural,1,0.6639,loc100,control,0.4547,64.5464
33,1,34,88.569,1.4329,face,female,female,1,0.6189,loc100,control,0.4329,76.569
34,1,35,90.0698,1.4311,face,male,male,1,0.366,loc100,control,0.4311,78.0698
35,1,36,91.5488,1.4525,face,male,male,1,0.5135,loc100,control,0.4525,79.5488
36,1,37,93.0492,1.4514,face,female,female,1,0.4233,loc100,control,0.4514,81.0492
37,1,38,94.5492,1.452,face,male,male,1,0.3939,loc100,control,0.452,82.5492
38,1,39,96.0503,1.4508,face,female,female,1,0.3941,loc100,control,0.4508,84.0503
39,1,40,97.5516,1.4485,face,female,male,0,0.3959,loc100,control,0.4485,85.5516
40,1,41,99.0503,1.4502,face,male,male,1,0.6946,loc100,control,0.4502,87.0503
41,1,42,100.552,1.449,face,female,female,1,0.6366,loc100,control,0.449,88.552
42,1,43,102.0536,1.4476,face,male,male,1,0.4254,loc100,control,0.4476,90.0536
44,1,45,114.0783,1.4228,face,male,male,1,0.5882,loc100,control,0.4228,102.0783
45,1,46,115.5794,1.4223,face,male,female,0,0.3422,loc100,control,0.4223,103.5794
46,1,47,117.0571,1.4436,face,female,female,1,0.359,loc100,control,0.4436,105.0571
47,1,48,118.555,1.4452,face,female,NR,0,999.5,loc100,control,0.4452,106.555
48,1,49,120.0559,1.4444,face,male,male,1,0.5228,loc100,control,0.4444,108.0559
49,1,50,121.5567,1.444,face,female,female,1,0.744,loc100,control,0.444,109.5567
50,1,51,123.0576,1.4426,face,female,female,1,0.4055,loc100,control,0.4426,111.0576
51,1,52,124.5572,1.4434,face,female,female,1,0.5247,loc100,control,0.4434,112.5572
52,1,53,126.0594,1.4414,face,male,NR,0,999.5,loc100,control,0.4414,114.0594
53,1,54,127.559,1.4423,face,male,NR,0,999.5,loc100,control,0.4423,115.559
55,1,56,139.5873,1.413,object,natural,natural,1,0.7863,loc100,control,0.413,127.5873
56,1,57,141.0879,1.4133,object,natural,manmade,0,0.1016,loc100,control,0.4133,129.0879
57,1,58,142.5629,1.4378,object,manmade,natural,0,0.5932,loc100,control,0.4378,130.5629
58,1,59,144.0623,1.4381,object,manmade,manmade,1,0.6301,loc100,control,0.4381,132.0623
59,1,60,145.5631,1.4373,object,manmade,manmade,1,0.5961,loc100,control,0.4373,133.5631
60,1,61,147.0626,1.4381,object,natural,NR,0,999.5,loc100,control,0.4381,135.0626
61,1,62,148.5643,1.436,object,natural,natural,1,0.5132,loc100,control,0.436,136.5643
62,1,63,150.065,1.4352,object,natural,natural,1,0.4145,loc100,control,0.4352,138.065
63,1,64,151.5654,1.4354,object,manmade,manmade,1,0.6984,loc100,control,0.4354,139.5654
64,1,65,153.0663,1.4343,object,manmade,manmade,1,0.5872,loc100,control,0.4343,141.0663
66,1,67,165.0967,1.404,place,indoor,indoor,1,0.721,loc100,control,0.404,153.0967
67,1,68,166.5976,1.4044,place,outdoor,indoor,0,0.5382,loc100,control,0.4044,154.5976
68,1,69,168.0705,1.4304,place,indoor,indoor,1,0.3871,loc100,control,0.4304,156.0705
69,1,70,169.5683,1.4331,place,outdoor,outdoor,1,0.6802,loc100,control,0.4331,157.5683
70,1,71,171.0706,1.4298,place,indoor,indoor,1,0.6097,loc100,control,0.4298,159.0706
71,1,72,172.5699,1.4304,place,outdoor,outdoor,1,0.3399,loc100,control,0.4304,160.5699
72,1,73,174.0701,1.4304,place,indoor,indoor,1,0.5097,loc100,control,0.4304,162.0701
73,1,74,175.5715,1.4299,place,outdoor,outdoor,1,0.3905,loc100,control,0.4299,163.5715
74,1,75,177.0734,1.4281,place,indoor,indoor,1,0.6337,loc100,control,0.4281,165.0734
75,1,76,178.573,1.4276,place,outdoor,outdoor,1,0.6283,loc100,control,0.4276,166.573
77,1,78,190.6061,1.3956,place,outdoor,outdoor,1,0.7322,loc100,control,0.3956,178.6061
78,1,79,192.1081,1.3923,place,outdoor,outdoor,1,0.7076,loc100,control,0.3923,180.1081
79,1,80,193.5748,1.4258,place,indoor,indoor,1,0.5689,loc100,control,0.4258,181.5748
80,1,81,195.0757,1.425,place,indoor,indoor,1,0.3535,loc100,control,0.425,183.0757
81,1,82,196.5759,1.4253,place,indoor,indoor,1,0.5047,loc100,control,0.4253,184.5759
82,1,83,198.0772,1.4236,place,indoor,indoor,1,0.4114,loc100,control,0.4236,186.0772
83,1,84,199.5771,1.4241,place,indoor,indoor,1,0.3822,loc100,control,0.4241,187.5771
84,1,85,201.0782,1.4227,place,outdoor,outdoor,1,0.8695,loc100,control,0.4227,189.0782
85,1,86,202.578,1.4231,place,outdoor,outdoor,1,0.6675,loc100,control,0.4231,190.578
86,1,87,204.0801,1.4212,place,outdoor,outdoor,1,0.4079,loc100,control,0.4212,192.0801
88,1,89,216.1159,1.3862,object,natural,natural,1,0.641,loc100,control,0.3862,204.1159
89,1,90,217.6182,1.3826,object,manmade,natural,0,0.5148,loc100,control,0.3826,205.6182
90,1,91,219.0815,1.4186,object,manmade,natural,0,0.3962,loc100,control,0.4186,207.0815
91,1,92,220.5803,1.4201,object,manmade,natural,0,0.5601,loc100,control,0.4201,208.5803
92,1,93,222.0821,1.4188,object,natural,natural,1,0.3551,loc100,control,0.4188,210.0821
93,1,94,223.5821,1.4181,object,manmade,manmade,1,0.5989,loc100,control,0.4181,211.5821
94,1,95,225.0828,1.4179,object,natural,NR,0,999.5,loc100,control,0.4179,213.0828
95,1,96,226.5837,1.4174,object,natural,natural,1,0.3624,loc100,control,0.4174,214.5837
96,1,97,228.0847,1.4161,object,natural,natural,1,0.3553,loc100,control,0.4161,216.0847
97,1,98,229.5848,1.4162,object,manmade,manmade,1,0.7091,loc100,control,0.4162,217.5848
99,1,100,241.6259,1.3753,place,indoor,outdoor,0,0.9147,loc100,control,0.3753,229.6259
100,1,101,243.1269,1.3746,place,indoor,outdoor,0,0.5487,loc100,control,0.3746,231.1269
101,1,102,244.5885,1.4117,place,indoor,NR,0,999.5,loc100,control,0.4117,232.5885
102,1,103,246.088,1.4129,place,indoor,indoor,1,0.5429,loc100,control,0.4129,234.088
103,1,104,247.5886,1.4123,place,outdoor,indoor,0,0.6139,loc100,control,0.4123,235.5886
104,1,105,249.0897,1.4111,place,outdoor,outdoor,1,0.8117,loc100,control,0.4111,237.0897
105,1,106,250.5905,1.4101,place,outdoor,outdoor,1,0.5817,loc100,control,0.4101,238.5905
106,1,107,252.0911,1.4095,place,outdoor,outdoor,1,0.5682,loc100,control,0.4095,240.0911
107,1,108,253.5915,1.4097,place,outdoor,outdoor,1,0.3467,loc100,control,0.4097,241.5915
108,1,109,255.0916,1.4098,place,indoor,outdoor,0,0.3329,loc100,control,0.4098,243.0916
110,1,111,267.1354,1.3652,face,male,male,1,0.6562,loc100,control,0.3652,255.1354
111,1,112,268.6358,1.3653,face,male,male,1,0.6378,loc100,control,0.3653,256.6358
112,1,113,270.0947,1.4065,face,male,male,1,0.5662,loc100,control,0.4065,258.0947
113,1,114,271.5953,1.4056,face,female,female,1,0.3792,loc100,control,0.4056,259.5953
114,1,115,273.0954,1.4046,face,female,female,1,0.5795,loc100,control,0.4046,261.0954
115,1,116,274.5949,1.406,face,male,male,1,0.5532,loc100,control,0.406,262.5949
116,1,117,276.0962,1.4046,face,female,female,1,0.3978,loc100,control,0.4046,264.0962
117,1,118,277.5966,1.4046,face,male,male,1,0.5183,loc100,control,0.4046,265.5966
118,1,119,279.0983,1.4031,face,female,female,1,0.617,loc100,control,0.4031,267.0983
119,1,120,280.5996,1.4011,face,female,female,1,0.6229,loc100,control,0.4011,268.5996
121,1,122,292.6453,1.3565,place,indoor,indoor,1,0.7003,loc100,control,0.3565,280.6453
122,1,123,294.1466,1.3538,place,outdoor,outdoor,1,0.7504,loc100,control,0.3538,282.1466
123,1,124,295.6025,1.3983,place,indoor,indoor,1,0.5646,loc100,control,0.3983,283.6025
124,1,125,297.1016,1.3989,place,indoor,outdoor,0,0.6009,loc100,control,0.3989,285.1016
125,1,126,298.6015,1.3986,place,indoor,indoor,1,0.7405,loc100,control,0.3986,286.6015
126,1,127,300.1012,1.3995,place,outdoor,outdoor,1,0.5827,loc100,control,0.3995,288.1012
127,1,128,301.604,1.3962,place,outdoor,outdoor,1,0.7564,loc100,control,0.3962,289.604
128,1,129,303.1034,1.397,place,outdoor,indoor,0,0.7604,loc100,control,0.397,291.1034
129,1,130,304.6041,1.3964,place,outdoor,indoor,0,0.5584,loc100,control,0.3964,292.6041
130,1,131,306.1044,1.3967,place,indoor,indoor,1,0.5076,loc100,control,0.3967,294.1044
132,2,1,12.0028,1.4982,face,male,male,1,0.6146,loc100,control,0.4982,0.0028
133,2,2,13.6661,1.3348,face,female,female,1,0.5479,loc100,control,0.3348,1.6661
134,2,3,15.1082,1.3922,face,male,male,1,0.5062,loc100,control,0.3922,3.1082
135,2,4,16.6084,1.3921,face,female,female,1,0.5648,loc100,control,0.3921,4.6084
136,2,5,18.1091,1.3919,face,male,male,1,0.3864,loc100,control,0.3919,6.1091
137,2,6,19.6095,1.3908,face,female,female,1,0.3747,loc100,control,0.3908,7.6095
138,2,7,21.1093,1.3912,face,male,NR,0,999.5,loc100,control,0.3912,9.1093
139,2,8,22.6109,1.3897,face,male,male,1,0.5902,loc100,control,0.3897,10.6109
140,2,9,24.1111,1.3891,face,female,female,1,0.369,loc100,control,0.3891,12.1111
141,2,10,25.6118,1.3892,face,female,female,1,0.3201,loc100,control,0.3892,13.6118
143,2,12,37.666,1.336,object,natural,natural,1,0.6929,loc100,control,0.336,25.666
144,2,13,39.1669,1.3334,object,manmade,manmade,1,0.6735,loc100,control,0.3334,27.1669
145,2,14,40.6661,1.3343,object,manmade,manmade,1,0.7356,loc100,control,0.3343,28.6661
146,2,15,42.1154,1.3858,object,manmade,manmade,1,0.6581,loc100,control,0.3858,30.1154
147,2,16,43.6178,1.3832,object,natural,natural,1,0.6064,loc100,control,0.3832,31.6178
148,2,17,45.1166,1.3846,object,natural,natural,1,0.7742,loc100,control,0.3846,33.1166
149,2,18,46.6185,1.3823,object,manmade,manmade,1,0.545,loc100,control,0.3823,34.6185
150,2,19,48.1177,1.3829,object,natural,natural,1,0.5425,loc100,control,0.3829,36.1177
151,2,20,49.6183,1.3825,object,manmade,manmade,1,0.5604,loc100,control,0.3825,37.6183
152,2,21,51.119,1.3817,object,natural,natural,1,0.5386,loc100,control,0.3817,39.119
154,2,23,63.1744,1.3258,place,indoor,indoor,1,0.6634,loc100,control,0.3258,51.1744
155,2,24,64.6746,1.3275,place,outdoor,outdoor,1,0.6209,loc100,control,0.3275,52.6746
156,2,25,66.178,1.3231,place,indoor,indoor,1,0.6335,loc100,control,0.3231,54.178
157,2,26,67.6214,1.3791,place,indoor,outdoor,0,0.6897,loc100,control,0.3791,55.6214
158,2,27,69.1228,1.3776,place,indoor,indoor,1,0.6939,loc100,control,0.3776,57.1228
159,2,28,70.6225,1.3788,place,indoor,indoor,1,0.5724,loc100,control,0.3788,58.6225
160,2,29,72.1234,1.3769,place,outdoor,outdoor,1,0.7545,loc100,control,0.3769,60.1234
161,2,30,73.6237,1.377,place,outdoor,outdoor,1,0.6575,loc100,control,0.377,61.6237
162,2,31,75.1247,1.3767,place,outdoor,outdoor,1,0.6864,loc100,control,0.3767,63.1247
163,2,32,76.6269,1.3742,place,outdoor,outdoor,1,0.6789,loc100,control,0.3742,64.6269
165,2,34,88.6836,1.3169,object,natural,natural,1,0.7268,loc100,control,0.3169,76.6836
166,2,35,90.185,1.3161,object,manmade,natural,0,0.5306,loc100,control,0.3161,78.185
167,2,36,91.6864,1.315,object,manmade,natural,0,0.5859,loc100,control,0.315,79.6864
168,2,37,93.128,1.3734,object,natural,natural,1,0.5398,loc100,control,0.3734,81.128
169,2,38,94.6295,1.3711,object,manmade,manmade,1,0.5938,loc100,control,0.3711,82.6295
170,2,39,96.1301,1.3709,object,manmade,manmade,1,0.6192,loc100,control,0.3709,84.1301
171,2,40,97.6294,1.3707,object,natural,natural,1,0.5167,loc100,control,0.3707,85.6294
172,2,41,99.1294,1.3708,object,natural,natural,1,0.5575,loc100,control,0.3708,87.1294
173,2,42,100.6301,1.3709,object,natural,manmade,0,0.5381,loc100,control,0.3709,88.6301
174,2,43,102.1326,1.3675,object,manmade,manmade,1,0.6574,loc100,control,0.3675,90.1326
176,2,45,114.1941,1.3064,face,male,male,1,0.728,loc100,control,0.3064,102.1941
177,2,46,115.6943,1.3069,face,male,male,1,0.6295,loc100,control,0.3069,103.6943
178,2,47,117.1956,1.3056,face,female,female,1,0.7436,loc100,control,0.3056,105.1956
179,2,48,118.6361,1.3647,face,female,female,1,0.5699,loc100,control,0.3647,106.6361
180,2,49,120.1352,1.3658,face,female,female,1,0.5964,loc100,control,0.3658,108.1352
181,2,50,121.6355,1.3651,face,male,male,1,0.52,loc100,control,0.3651,109.6355
182,2,51,123.1373,1.3635,face,female,female,1,0.5725,loc100,control,0.3635,111.1373
183,2,52,124.6362,1.3645,face,female,female,1,0.5034,loc100,control,0.3645,112.6362
184,2,53,126.1374,1.364,face,male,male,1,0.5333,loc100,control,0.364,114.1374
185,2,54,127.6386,1.3617,face,male,male,1,0.5672,loc100,control,0.3617,115.6386
187,2,56,139.7039,1.2968,place,outdoor,NR,0,999.5,loc100,control,0.2968,127.7039
188,2,57,141.2044,1.2957,place,indoor,indoor,1,1.1451,loc100,control,0.2957,129.2044
189,2,58,142.7044,1.297,place,outdoor,outdoor,1,0.7397,loc100,control,0.297,130.7044
190,2,59,144.141,1.3594,place,indoor,indoor,1,0.6328,loc100,control,0.3594,132.141
191,2,60,145.6412,1.3592,place,indoor,indoor,1,0.7405,loc100,control,0.3592,133.6412
192,2,61,147.1418,1.3588,place,outdoor,outdoor,1,0.5449,loc100,control,0.3588,135.1418
193,2,62,148.6419,1.3584,place,indoor,indoor,1,0.2614,loc100,control,0.3584,136.6419
194,2,63,150.1421,1.3589,place,indoor,outdoor,0,0.2946,loc100,control,0.3589,138.1421
195,2,64,151.645,1.3553,place,outdoor,indoor,0,0.7276,loc100,control,0.3553,139.645
196,2,65,153.1447,1.3563,place,outdoor,indoor,0,0.5406,loc100,control,0.3563,141.1447
198,2,67,165.2132,1.2887,place,indoor,indoor,1,0.7564,loc100,control,0.2887,153.2132
199,2,68,166.7161,1.2844,place,outdoor,outdoor,1,0.6483,loc100,control,0.2844,154.7161
200,2,69,168.2141,1.2865,place,outdoor,outdoor,1,0.6032,loc100,control,0.2865,156.2141
201,2,70,169.646,1.3554,place,indoor,indoor,1,0.6508,loc100,control,0.3554,157.646
202,2,71,171.1477,1.3532,place,indoor,indoor,1,0.8735,loc100,control,0.3532,159.1477
203,2,72,172.6479,1.3535,place,outdoor,outdoor,1,0.5611,loc100,control,0.3535,160.6479
204,2,73,174.1504,1.3505,place,outdoor,indoor,0,0.6351,loc100,control,0.3505,162.1504
205,2,74,175.6507,1.35,place,indoor,indoor,1,0.7799,loc100,control,0.35,163.6507
206,2,75,177.1496,1.3509,place,outdoor,outdoor,1,0.6073,loc100,control,0.3509,165.1496
207,2,76,178.6502,1.3511,place,indoor,indoor,1,0.5088,loc100,control,0.3511,166.6502
209,2,78,190.7225,1.279,face,male,male,1,0.7613,loc100,control,0.279,178.7225
210,2,79,192.2241,1.2761,face,male,male,1,0.6898,loc100,control,0.2761,180.2241
211,2,80,193.7237,1.2777,face,female,female,1,0.6023,loc100,control,0.2777,181.7237
212,2,81,195.1542,1.3466,face,female,female,1,0.8428,loc100,control,0.3466,183.1542
213,2,82,196.6563,1.345,face,male,male,1,0.5607,loc100,control,0.345,184.6563
214,2,83,198.1545,1.3467,face,male,male,1,0.5461,loc100,control,0.3467,186.1545
215,2,84,199.655,1.3459,face,female,female,1,0.5914,loc100,control,0.3459,187.655
216,2,85,201.157,1.3442,face,male,male,1,0.6485,loc100,control,0.3442,189.157
217,2,86,202.6581,1.3431,face,female,male,0,0.637,loc100,control,0.3431,190.6581
218,2,87,204.1583,1.3422,face,female,female,1,0.6244,loc100,control,0.3422,192.1583
220,2,89,216.2325,1.2687,place,outdoor,NR,0,999.5,loc100,control,0.2687,204.2325
221,2,90,217.7332,1.267,place,indoor,outdoor,0,0.6828,loc100,control,0.267,205.7332
222,2,91,219.2334,1.2675,place,indoor,indoor,1,0.775,loc100,control,0.2675,207.2334
223,2,92,220.6593,1.3408,place,outdoor,outdoor,1,0.6531,loc100,control,0.3408,208.6593
224,2,93,222.1605,1.3402,place,indoor,indoor,1,0.697,loc100,control,0.3402,210.1605
225,2,94,223.6616,1.3397,place,outdoor,outdoor,1,0.6523,loc100,control,0.3397,211.6616
226,2,95,225.1627,1.3382,place,outdoor,outdoor,1,0.548,loc100,control,0.3382,213.1627
227,2,96,226.6636,1.3367,place,indoor,indoor,1,0.5985,loc100,control,0.3367,214.6636
228,2,97,228.1634,1.3371,place,outdoor,outdoor,1,0.712,loc100,control,0.3371,216.1634
229,2,98,229.6627,1.338,place,indoor,indoor,1,0.6698,loc100,control,0.338,217.6627
231,2,100,241.7412,1.26,object,manmade,natural,0,0.8373,loc100,control,0.26,229.7412
232,2,101,243.2434,1.2579,object,natural,natural,1,0.6186,loc100,control,0.2579,231.2434
233,2,102,244.7433,1.2579,object,manmade,manmade,1,0.6327,loc100,control,0.2579,232.7433
234,2,103,246.166,1.3345,object,natural,natural,1,0.5584,loc100,control,0.3345,234.166
235,2,104,247.6667,1.3344,object,natural,natural,1,0.5558,loc100,control,0.3344,235.6667
236,2,105,249.1683,1.3328,object,natural,natural,1,0.5255,loc100,control,0.3328,237.1683
237,2,106,250.6695,1.3311,object,natural,natural,1,0.6796,loc100,control,0.3311,238.6695
238,2,107,252.1688,1.3312,object,manmade,manmade,1,0.5585,loc100,control,0.3312,240.1688
239,2,108,253.6684,1.3327,object,manmade,natural,0,0.5583,loc100,control,0.3327,241.6684
240,2,109,255.1711,1.3298,object,manmade,manmade,1,0.6325,loc100,control,0.3298,243.1711
242,2,111,267.2507,1.2502,face,male,male,1,0.7711,loc100,control,0.2502,255.2507
243,2,112,268.7517,1.2489,face,female,female,1,0.6392,loc100,control,0.2489,256.7517
244,2,113,270.2521,1.248,face,female,female,1,0.7256,loc100,control,0.248,258.2521
245,2,114,271.6736,1.327,face,male,male,1,0.6905,loc100,control,0.327,259.6736
246,2,115,273.1732,1.3272,face,female,female,1,0.7703,loc100,control,0.3272,261.1732
247,2,116,274.6733,1.3278,face,male,male,1,0.6707,loc100,control,0.3278,262.6733
248,2,117,276.1755,1.3259,face,female,female,1,0.7588,loc100,control,0.3259,264.1755
249,2,118,277.6757,1.3256,face,male,male,1,0.6067,loc100,control,0.3256,265.6757
250,2,119,279.1782,1.3227,face,male,male,1,0.8223,loc100,control,0.3227,267.1782
251,2,120,280.6775,1.3235,face,female,female,1,0.5981,loc100,control,0.3235,268.6775
253,2,122,292.7612,1.2388,object,manmade,manmade,1,0.8222,loc100,control,0.2388,280.7612
254,2,123,294.2611,1.2404,object,manmade,manmade,1,0.7452,loc100,control,0.2404,282.2611
255,2,124,295.7625,1.238,object,manmade,manmade,1,0.6859,loc100,control,0.238,283.7625
256,2,125,297.1803,1.321,object,natural,natural,1,0.6029,loc100,control,0.321,285.1803
257,2,126,298.6803,1.3203,object,natural,natural,1,0.6241,loc100,control,0.3203,286.6803
258,2,127,300.1813,1.3197,object,natural,manmade,0,0.6045,loc100,control,0.3197,288.1813
259,2,128,301.6815,1.3186,object,manmade,manmade,1,0.815,loc100,control,0.3186,289.6815
260,2,129,303.1809,1.3198,object,natural,natural,1,0.6047,loc100,control,0.3198,291.1809
261,2,130,304.6836,1.3175,object,natural,manmade,0,0.595,loc100,control,0.3175,292.6836
262,2,131,306.1847,1.3158,object,manmade,manmade,1,0.6999,loc100,control,0.3158,294.1847
264,1,1,12.003,1.4992,object,natural,NR,0,999.5,loc101,control,0.4992,0.003
265,1,2,13.9381,1.0631,object,natural,NR,0,999.5,loc101,control,0.0631,1.9381
266,1,3,15.0306,1.4696,object,natural,natural,1,0.3503,loc101,control,0.4696,3.0306
267,1,4,16.5319,1.469,object,natural,natural,1,0.5711,loc101,control,0.469,4.5319
268,1,5,18.0327,1.4682,object,manmade,manmade,1,0.4345,loc101,control,0.4682,6.0327
269,1,6,19.5333,1.4673,object,manmade,manmade,1,0.5482,loc101,control,0.4673,7.5333
270,1,7,21.0337,1.4675,object,natural,natural,1,0.7936,loc101,control,0.4675,9.0337
271,1,8,22.5349,1.4662,object,manmade,manmade,1,0.5135,loc101,control,0.4662,10.5349
272,1,9,24.0355,1.4658,object,manmade,manmade,1,0.6044,loc101,control,0.4658,12.0355
273,1,10,25.5366,1.4648,object,manmade,natural,0,0.6224,loc101,control,0.4648,13.5366
275,1,12,37.5514,1.4499,object,manmade,manmade,1,0.6603,loc101,control,0.4499,25.5514
276,1,13,39.0529,1.4473,object,manmade,manmade,1,0.4273,loc101,control,0.4473,27.0529
277,1,14,40.5373,1.4636,object,natural,manmade,0,0.2065,loc101,control,0.4636,28.5373
278,1,15,42.038,1.4633,object,natural,manmade,0,0.3939,loc101,control,0.4633,30.038
279,1,16,43.5399,1.4613,object,natural,natural,1,0.4165,loc101,control,0.4613,31.5399
280,1,17,45.0402,1.4611,object,natural,natural,1,0.36,loc101,control,0.4611,33.0402
281,1,18,46.5409,1.4599,object,manmade,manmade,1,0.5743,loc101,control,0.4599,34.5409
282,1,19,48.0407,1.4594,object,manmade,natural,0,0.4149,loc101,control,0.4594,36.0407
283,1,20,49.5407,1.4606,object,natural,natural,1,0.436,loc101,control,0.4606,37.5407
284,1,21,51.0434,1.457,object,manmade,manmade,1,0.5091,loc101,control,0.457,39.0434
286,1,23,63.0603,1.4405,face,female,female,1,0.5253,loc101,control,0.4405,51.0603
287,1,24,64.562,1.4397,face,female,female,1,0.4001,loc101,control,0.4397,52.562
288,1,25,66.0452,1.4561,face,male,male,1,0.3749,loc101,control,0.4561,54.0452
289,1,26,67.5454,1.4557,face,female,female,1,0.3669,loc101,control,0.4557,55.5454
290,1,27,69.0454,1.4552,face,male,male,1,0.4327,loc101,control,0.4552,57.0454
291,1,28,70.5454,1.456,face,male,NR,0,999.5,loc101,control,0.456,58.5454
292,1,29,72.0471,1.4535,face,female,female,1,0.4158,loc101,control,0.4535,60.0471
293,1,30,73.5469,1.4541,face,male,male,1,0.4072,loc101,control,0.4541,61.5469
294,1,31,75.0479,1.4533,face,female,male,0,0.3436,loc101,control,0.4533,63.0479
295,1,32,76.5498,1.4508,face,male,male,1,0.4299,loc101,control,0.4508,64.5498
297,1,34,88.5705,1.4297,object,natural,manmade,0,0.9701,loc101,control,0.4297,76.5705
298,1,35,90.0709,1.4306,object,natural,manmade,0,0.6162,loc101,control,0.4306,78.0709
299,1,36,91.5517,1.4492,object,manmade,manmade,1,0.5312,loc101,control,0.4492,79.5517
300,1,37,93.0511,1.4495,object,manmade,manmade,1,0.4039,loc101,control,0.4495,81.0511
301,1,38,94.5519,1.449,object,natural,natural,1,0.3439,loc101,control,0.449,82.5519
302,1,39,96.0523,1.4489,object,natural,NR,0,999.5,loc101,control,0.4489,84.0523
303,1,40,97.554,1.4463,object,manmade,manmade,1,0.5112,loc101,control,0.4463,85.554
304,1,41,99.0528,1.4479,object,manmade,manmade,1,0.6539,loc101,control,0.4479,87.0528
305,1,42,100.5548,1.4455,object,manmade,NR,0,999.5,loc101,control,0.4455,88.5548
306,1,43,102.0545,1.4465,object,natural,natural,1,0.3187,loc101,control,0.4465,90.0545
308,1,45,114.0812,1.4207,place,outdoor,indoor,0,0.8616,loc101,control,0.4207,102.0812
309,1,46,115.5819,1.4184,place,outdoor,indoor,0,0.6887,loc101,control,0.4184,103.5819
310,1,47,117.0577,1.4431,place,indoor,indoor,1,0.6293,loc101,control,0.4431,105.0577
311,1,48,118.5576,1.4433,place,indoor,indoor,1,0.5404,loc101,control,0.4433,106.5576
312,1,49,120.0585,1.4425,place,indoor,indoor,1,0.5882,loc101,control,0.4425,108.0585
313,1,50,121.5591,1.4417,place,outdoor,outdoor,1,0.5712,loc101,control,0.4417,109.5591
314,1,51,123.0598,1.4403,place,indoor,indoor,1,0.5375,loc101,control,0.4403,111.0598
315,1,52,124.56,1.4404,place,outdoor,outdoor,1,0.3822,loc101,control,0.4404,112.56
316,1,53,126.0603,1.4406,place,outdoor,indoor,0,0.3647,loc101,control,0.4406,114.0603
317,1,54,127.5619,1.4384,place,indoor,indoor,1,0.5355,loc101,control,0.4384,115.5619
319,1,56,139.5904,1.41,face,female,female,1,0.6573,loc101,control,0.41,127.5904
320,1,57,141.0902,1.4107,face,female,female,1,0.3819,loc101,control,0.4107,129.0902
321,1,58,142.5643,1.4361,face,female,female,1,0.417,loc101,control,0.4361,130.5643
322,1,59,144.0637,1.4366,face,female,female,1,0.3908,loc101,control,0.4366,132.0637
323,1,60,145.5639,1.437,face,female,male,0,0.4123,loc101,control,0.437,133.5639
324,1,61,147.0658,1.4353,face,male,male,1,0.4037,loc101,control,0.4353,135.0658
