,run,trial,onset,duration,cond,subcond,resp,acc,respRT,subid,group,duration_adj,onset_adj
3881,2,54,127.5012,1.5001,place,indoor,indoor,1,0.5203,loc115,control,0.5001,115.5012
3883,2,56,139.5007,1.5002,face,female,female,1,0.6012,loc115,control,0.5002,127.5007
3884,2,57,141.0012,1.5001,face,female,female,1,0.3934,loc115,control,0.5001,129.0012
3885,2,58,142.5016,1.4993,face,male,male,1,0.4649,loc115,control,0.4993,130.5016
3886,2,59,144.0011,1.5002,face,male,male,1,0.4209,loc115,control,0.5002,132.0011
3887,2,60,145.5015,1.4997,face,male,male,1,0.4367,loc115,control,0.4997,133.5015
3888,2,61,147.0014,1.4986,face,female,male,0,0.6096,loc115,control,0.4986,135.0014
3889,2,62,148.5003,1.501,face,female,NR,0,999.5,loc115,control,0.501,136.5003
3890,2,63,150.0016,1.4987,face,male,male,1,0.5074,loc115,control,0.4987,138.0016
3891,2,64,151.5005,1.5009,face,male,female,0,0.4715,loc115,control,0.5009,139.5005
3892,2,65,153.0017,1.4992,face,female,female,1,0.4794,loc115,control,0.4992,141.0017
3894,2,67,165.0012,1.499,object,natural,natural,1,0.6673,loc115,control,0.499,153.0012
3895,2,68,166.5005,1.4996,object,manmade,manmade,1,0.5417,loc115,control,0.4996,154.5005
3896,2,69,168.0004,1.5007,object,natural,natural,1,0.3998,loc115,control,0.5007,156.0004
3897,2,70,169.5013,1.5,object,natural,natural,1,0.5072,loc115,control,0.5,157.5013
3898,2,71,171.0015,1.4986,object,manmade,manmade,1,0.4822,loc115,control,0.4986,159.0015
3899,2,72,172.5004,1.5008,object,manmade,manmade,1,0.4499,loc115,control,0.5008,160.5004
3900,2,73,174.0014,1.499,object,manmade,manmade,1,0.6988,loc115,control,0.499,162.0014
3901,2,74,175.5006,1.4999,object,natural,natural,1,0.6108,loc115,control,0.4999,163.5006
3902,2,75,177.0008,1.4993,object,natural,natural,1,0.536,loc115,control,0.4993,165.0008
3903,2,76,178.5003,1.5008,object,manmade,manmade,1,0.4168,loc115,control,0.5008,166.5003
3905,2,78,190.5008,1.4998,face,female,female,1,0.6449,loc115,control,0.4998,178.5008
3906,2,79,192.001,1.5001,face,male,male,1,0.3553,loc115,control,0.5001,180.001
3907,2,80,193.5014,1.4989,face,male,male,1,0.3729,loc115,control,0.4989,181.5014
3908,2,81,195.0005,1.5001,face,female,female,1,0.4594,loc115,control,0.5001,183.0005
3909,2,82,196.5009,1.5005,face,male,male,1,0.4464,loc115,control,0.5005,184.5009
3910,2,83,198.0016,1.4999,face,male,male,1,0.4725,loc115,control,0.4999,186.0016
3911,2,84,199.5017,1.499,face,female,male,0,0.4163,loc115,control,0.499,187.5017
3912,2,85,201.0009,1.5,face,male,male,1,0.5061,loc115,control,0.5,189.0009
3913,2,86,202.5012,1.4993,face,female,female,1,0.5835,loc115,control,0.4993,190.5012
3914,2,87,204.0007,1.4998,face,female,female,1,0.4569,loc115,control,0.4998,192.0007
3916,2,89,216.001,1.4993,place,indoor,indoor,1,0.8088,loc115,control,0.4993,204.001
3917,2,90,217.5005,1.5016,place,outdoor,outdoor,1,0.5513,loc115,control,0.5016,205.5005
3918,2,91,219.0025,1.4983,place,outdoor,outdoor,1,0.554,loc115,control,0.4983,207.0025
3919,2,92,220.501,1.4995,place,outdoor,outdoor,1,0.5259,loc115,control,0.4995,208.501
3920,2,93,222.0008,1.5002,place,indoor,indoor,1,0.4531,loc115,control,0.5002,210.0008
3921,2,94,223.5013,1.4988,place,indoor,indoor,1,0.4475,loc115,control,0.4988,211.5013
3922,2,95,225.0003,1.5011,place,outdoor,outdoor,1,0.4667,loc115,control,0.5011,213.0003
3923,2,96,226.5017,1.4989,place,outdoor,outdoor,1,0.4543,loc115,control,0.4989,214.5017
3924,2,97,228.0008,1.5005,place,indoor,indoor,1,0.4716,loc115,control,0.5005,216.0008
3925,2,98,229.5015,1.4992,place,indoor,indoor,1,0.5375,loc115,control,0.4992,217.5015
3927,2,100,241.5007,1.5,place,indoor,indoor,1,1.012,loc115,control,0.5,229.5007
3928,2,101,243.001,1.4993,place,outdoor,outdoor,1,0.4525,loc115,control,0.4993,231.001
3929,2,102,244.5007,1.5006,place,indoor,indoor,1,0.5203,loc115,control,0.5006,232.5007
3930,2,103,246.0015,1.4988,place,outdoor,outdoor,1,0.4485,loc115,control,0.4988,234.0015
3931,2,104,247.5006,1.5006,place,indoor,outdoor,0,0.4733,loc115,control,0.5006,235.5006
3932,2,105,249.0014,1.4998,place,indoor,indoor,1,0.6519,loc115,control,0.4998,237.0014
3933,2,106,250.5015,1.499,place,indoor,indoor,1,0.553,loc115,control,0.499,238.5015
3934,2,107,252.0007,1.5005,place,outdoor,outdoor,1,0.393,loc115,control,0.5005,240.0007
3935,2,108,253.5015,1.499,place,outdoor,outdoor,1,0.5336,loc115,control,0.499,241.5015
3936,2,109,255.0007,1.5,place,outdoor,outdoor,1,0.4563,loc115,control,0.5,243.0007
3938,2,111,267.0013,1.5005,face,female,female,1,0.6432,loc115,control,0.5005,255.0013
3939,2,112,268.5021,1.4989,face,male,male,1,0.3981,loc115,control,0.4989,256.5021
3940,2,113,270.0013,1.4999,face,male,female,0,0.6735,loc115,control,0.4999,258.0013
3941,2,114,271.5015,1.4997,face,male,male,1,0.7391,loc115,control,0.4997,259.5015
3942,2,115,273.0014,1.4996,face,female,female,1,0.4808,loc115,control,0.4996,261.0014
3943,2,116,274.5013,1.4992,face,male,male,1,0.6268,loc115,control,0.4992,262.5013
3944,2,117,276.0007,1.4996,face,female,female,1,0.5722,loc115,control,0.4996,264.0007
3945,2,118,277.5006,1.4996,face,male,male,1,0.4585,loc115,control,0.4996,265.5006
3946,2,119,279.0004,1.5001,face,female,female,1,0.6316,loc115,control,0.5001,267.0004
3947,2,120,280.5007,1.5,face,female,female,1,0.3943,loc115,control,0.5,268.5007
3949,2,122,292.5013,1.4999,object,manmade,manmade,1,0.9253,loc115,control,0.4999,280.5013
3950,2,123,294.0014,1.5003,object,natural,natural,1,0.5896,loc115,control,0.5003,282.0014
3951,2,124,295.5021,1.4993,object,manmade,manmade,1,0.5298,loc115,control,0.4993,283.5021
3952,2,125,297.0017,1.4989,object,manmade,natural,0,0.5161,loc115,control,0.4989,285.0017
3953,2,126,298.5008,1.4993,object,manmade,manmade,1,0.6526,loc115,control,0.4993,286.5008
3954,2,127,300.0003,1.5003,object,natural,natural,1,0.6124,loc115,control,0.5003,288.0003
3955,2,128,301.5009,1.4993,object,natural,natural,1,0.4341,loc115,control,0.4993,289.5009
3956,2,129,303.0004,1.5001,object,natural,natural,1,0.4907,loc115,control,0.5001,291.0004
3957,2,130,304.5007,1.5002,object,natural,manmade,0,0.4019,loc115,control,0.5002,292.5007
3958,2,131,306.0011,1.499,object,manmade,manmade,1,0.5185,loc115,control,0.499,294.0011
3960,1,1,12.0037,1.4984,face,female,female,1,0.5759,loc116,control,0.4984,0.0037
3961,1,2,13.5025,1.4981,face,male,male,1,0.4362,loc116,control,0.4981,1.5025
3962,1,3,15.0021,1.4981,face,female,female,1,0.4682,loc116,control,0.4981,3.0021
3963,1,4,16.5019,1.4993,face,male,male,1,0.5311,loc116,control,0.4993,4.5019
3964,1,5,18.0015,1.4986,face,male,male,1,0.4695,loc116,control,0.4986,6.0015
3965,1,6,19.5004,1.5007,face,male,male,1,0.4724,loc116,control,0.5007,7.5004
3966,1,7,21.0013,1.4993,face,female,male,0,0.4066,loc116,control,0.4993,9.0013
3967,1,8,22.5008,1.5004,face,female,female,1,0.5101,loc116,control,0.5004,10.5008
3968,1,9,24.0015,1.4995,face,male,male,1,0.4646,loc116,control,0.4995,12.0015
3969,1,10,25.5012,1.4995,face,female,female,1,0.5245,loc116,control,0.4995,13.5012
3971,1,12,37.502,1.4988,face,male,male,1,0.6264,loc116,control,0.4988,25.502
3972,1,13,39.0011,1.5003,face,female,female,1,0.4245,loc116,control,0.5003,27.0011
3973,1,14,40.5018,1.4988,face,male,male,1,0.5295,loc116,control,0.4988,28.5018
3974,1,15,42.0008,1.5006,face,male,male,1,0.4288,loc116,control,0.5006,30.0008
3975,1,16,43.5017,1.4986,face,female,male,0,0.3783,loc116,control,0.4986,31.5017
3976,1,17,45.0005,1.4995,face,female,female,1,0.4837,loc116,control,0.4995,33.0005
3977,1,18,46.5003,1.5004,face,female,female,1,0.4176,loc116,control,0.5004,34.5003
3978,1,19,48.001,1.5,face,female,female,1,0.4146,loc116,control,0.5,36.001
3979,1,20,49.5013,1.4998,face,male,male,1,0.5187,loc116,control,0.4998,37.5013
3980,1,21,51.0013,1.4996,face,male,male,1,0.4509,loc116,control,0.4996,39.0013
3982,1,23,63.0024,1.4989,place,outdoor,indoor,0,0.7449,loc116,control,0.4989,51.0024
3983,1,24,64.5016,1.4999,place,indoor,indoor,1,0.5483,loc116,control,0.4999,52.5016
3984,1,25,66.0018,1.4993,place,indoor,indoor,1,0.5479,loc116,control,0.4993,54.0018
3985,1,26,67.5014,1.4992,place,outdoor,outdoor,1,0.52,loc116,control,0.4992,55.5014
3986,1,27,69.0008,1.5005,place,outdoor,outdoor,1,0.6186,loc116,control,0.5005,57.0008
3987,1,28,70.5016,1.4993,place,indoor,NR,0,999.5,loc116,control,0.4993,58.5016
3988,1,29,72.0011,1.5004,place,indoor,indoor,1,0.4742,loc116,control,0.5004,60.0011
3989,1,30,73.5017,1.499,place,outdoor,outdoor,1,0.5691,loc116,control,0.499,61.5017
3990,1,31,75.001,1.5,place,outdoor,indoor,0,0.4556,loc116,control,0.5,63.001
3991,1,32,76.5013,1.4999,place,indoor,indoor,1,0.5187,loc116,control,0.4999,64.5013
3993,1,34,88.5008,1.5014,place,indoor,indoor,1,0.5273,loc116,control,0.5014,76.5008
3994,1,35,90.0025,1.4984,place,indoor,indoor,1,0.4648,loc116,control,0.4984,78.0025
3995,1,36,91.5012,1.4996,place,indoor,indoor,1,0.3766,loc116,control,0.4996,79.5012
3996,1,37,93.001,1.4996,place,indoor,indoor,1,0.3804,loc116,control,0.4996,81.001
3997,1,38,94.5008,1.5,place,indoor,indoor,1,0.4229,loc116,control,0.5,82.5008
3998,1,39,96.0011,1.4993,place,outdoor,NR,0,999.5,loc116,control,0.4993,84.0011
3999,1,40,97.5005,1.5003,place,outdoor,outdoor,1,0.4766,loc116,control,0.5003,85.5005
4000,1,41,99.0011,1.5001,place,outdoor,outdoor,1,0.3853,loc116,control,0.5001,87.0011
4001,1,42,100.5014,1.4992,place,outdoor,indoor,0,0.5229,loc116,control,0.4992,88.5014
4002,1,43,102.0009,1.4994,place,outdoor,outdoor,1,0.5641,loc116,control,0.4994,90.0009
4004,1,45,114.0006,1.5015,object,natural,natural,1,0.6678,loc116,control,0.5015,102.0006
4005,1,46,115.5025,1.4996,object,natural,natural,1,0.4164,loc116,control,0.4996,103.5025
4006,1,47,117.0024,1.4983,object,natural,natural,1,0.397,loc116,control,0.4983,105.0024
4007,1,48,118.5009,1.5003,object,manmade,manmade,1,0.5863,loc116,control,0.5003,106.5009
4008,1,49,120.0015,1.4986,object,manmade,NR,0,999.5,loc116,control,0.4986,108.0015
4009,1,50,121.5003,1.5005,object,manmade,manmade,1,0.5888,loc116,control,0.5005,109.5003
4010,1,51,123.0011,1.4993,object,natural,NR,0,999.5,loc116,control,0.4993,111.0011
4011,1,52,124.5006,1.5002,object,manmade,NR,0,999.5,loc116,control,0.5002,112.5006
4012,1,53,126.001,1.4994,object,natural,natural,1,0.5076,loc116,control,0.4994,114.001
4013,1,54,127.5007,1.4995,object,manmade,manmade,1,0.5226,loc116,control,0.4995,115.5007
4015,1,56,139.5008,1.4998,place,outdoor,outdoor,1,0.5946,loc116,control,0.4998,127.5008
4016,1,57,141.001,1.501,place,indoor,outdoor,0,0.4201,loc116,control,0.501,129.001
4017,1,58,142.5023,1.4987,place,outdoor,outdoor,1,0.4755,loc116,control,0.4987,130.5023
4018,1,59,144.0012,1.4999,place,outdoor,indoor,0,0.4731,loc116,control,0.4999,132.0012
4019,1,60,145.5013,1.4997,place,outdoor,outdoor,1,0.584,loc116,control,0.4997,133.5013
4020,1,61,147.0013,1.5001,place,indoor,NR,0,999.5,loc116,control,0.5001,135.0013
4021,1,62,148.5016,1.4992,place,outdoor,outdoor,1,0.4822,loc116,control,0.4992,136.5016
4022,1,63,150.0011,1.5,place,indoor,NR,0,999.5,loc116,control,0.5,138.0011
4023,1,64,151.5014,1.499,place,indoor,indoor,1,0.556,loc116,control,0.499,139.5014
4024,1,65,153.0006,1.5007,place,indoor,indoor,1,0.6173,loc116,control,0.5007,141.0006
4026,1,67,165.0008,1.4995,object,manmade,manmade,1,0.7277,loc116,control,0.4995,153.0008
4027,1,68,166.5005,1.5009,object,manmade,manmade,1,0.4742,loc116,control,0.5009,154.5005
4028,1,69,168.0018,1.4987,object,manmade,manmade,1,0.4618,loc116,control,0.4987,156.0018
4029,1,70,169.5008,1.4994,object,manmade,manmade,1,0.3781,loc116,control,0.4994,157.5008
4030,1,71,171.0004,1.5003,object,manmade,manmade,1,0.4429,loc116,control,0.5003,159.0004
4031,1,72,172.501,1.4997,object,natural,natural,1,0.5032,loc116,control,0.4997,160.501
4032,1,73,174.001,1.5003,object,natural,natural,1,0.4362,loc116,control,0.5003,162.001
4033,1,74,175.5015,1.4989,object,natural,natural,1,0.3583,loc116,control,0.4989,163.5015
4034,1,75,177.0006,1.5009,object,natural,natural,1,0.4412,loc116,control,0.5009,165.0006
4035,1,76,178.5017,1.4987,object,natural,natural,1,0.6047,loc116,control,0.4987,166.5017
4037,1,78,190.5005,1.5012,face,female,male,0,0.4549,loc116,control,0.5012,178.5005
4038,1,79,192.0019,1.4997,face,male,male,1,0.3986,loc116,control,0.4997,180.0019
4039,1,80,193.502,1.4981,face,female,male,0,0.3992,loc116,control,0.4981,181.502
4040,1,81,195.0003,1.5005,face,female,female,1,0.3714,loc116,control,0.5005,183.0003
4041,1,82,196.501,1.4998,face,male,male,1,0.3618,loc116,control,0.4998,184.501
4042,1,83,198.0011,1.5002,face,male,male,1,0.4015,loc116,control,0.5002,186.0011
4043,1,84,199.5015,1.4986,face,female,female,1,0.4235,loc116,control,0.4986,187.5015
4044,1,85,201.0004,1.4998,face,male,NR,0,999.5,loc116,control,0.4998,189.0004
4045,1,86,202.5004,1.4997,face,female,female,1,0.4504,loc116,control,0.4997,190.5004
4046,1,87,204.0003,1.501,face,male,male,1,0.5495,loc116,control,0.501,192.0003
4048,1,89,216.0016,1.4992,place,outdoor,outdoor,1,0.7089,loc116,control,0.4992,204.0016
4049,1,90,217.5011,1.4993,place,indoor,NR,0,999.5,loc116,control,0.4993,205.5011
4050,1,91,219.0008,1.4994,place,indoor,indoor,1,0.5333,loc116,control,0.4994,207.0008
4051,1,92,220.5004,1.5003,place,outdoor,outdoor,1,0.5621,loc116,control,0.5003,208.5004
4052,1,93,222.001,1.4997,place,outdoor,outdoor,1,0.5564,loc116,control,0.4997,210.001
4053,1,94,223.5009,1.4993,place,outdoor,outdoor,1,0.5903,loc116,control,0.4993,211.5009
4054,1,95,225.0005,1.5003,place,outdoor,indoor,0,0.5119,loc116,control,0.5003,213.0005
4055,1,96,226.501,1.4992,place,indoor,outdoor,0,0.6391,loc116,control,0.4992,214.501
4056,1,97,228.0004,1.5005,place,indoor,indoor,1,0.5175,loc116,control,0.5005,216.0004
4057,1,98,229.5012,1.4993,place,indoor,NR,0,999.5,loc116,control,0.4993,217.5012
4059,1,100,241.5012,1.4998,object,natural,natural,1,0.6006,loc116,control,0.4998,229.5012
4060,1,101,243.0013,1.4989,object,manmade,manmade,1,0.5742,loc116,control,0.4989,231.0013
4061,1,102,244.5006,1.4996,object,natural,NR,0,999.5,loc116,control,0.4996,232.5006
4062,1,103,246.0004,1.5005,object,manmade,manmade,1,0.4833,loc116,control,0.5005,234.0004
4063,1,104,247.5012,1.5,object,manmade,manmade,1,0.4727,loc116,control,0.5,235.5012
4064,1,105,249.0014,1.4987,object,manmade,manmade,1,0.4207,loc116,control,0.4987,237.0014
4065,1,106,250.5003,1.5008,object,natural,natural,1,0.5684,loc116,control,0.5008,238.5003
4066,1,107,252.0014,1.4992,object,manmade,manmade,1,0.5756,loc116,control,0.4992,240.0014
4067,1,108,253.5008,1.5003,object,natural,manmade,0,0.4661,loc116,control,0.5003,241.5008
4068,1,109,255.0013,1.4999,object,natural,natural,1,0.4586,loc116,control,0.4999,243.0013
4070,1,111,267.001,1.4995,face,male,male,1,0.6659,loc116,control,0.4995,255.001
4071,1,112,268.5009,1.5002,face,female,female,1,0.3822,loc116,control,0.5002,256.5009
4072,1,113,270.0014,1.4997,face,female,female,1,0.4045,loc116,control,0.4997,258.0014
4073,1,114,271.5013,1.4996,face,female,female,1,0.3402,loc116,control,0.4996,259.5013
4074,1,115,273.0012,1.4991,face,female,female,1,0.4843,loc116,control,0.4991,261.0012
4075,1,116,274.5006,1.4995,face,male,female,0,0.5281,loc116,control,0.4995,262.5006
4076,1,117,276.0004,1.5005,face,male,male,1,0.4389,loc116,control,0.5005,264.0004
4077,1,118,277.501,1.4998,face,male,male,1,0.3951,loc116,control,0.4998,265.501
4078,1,119,279.0011,1.4993,face,female,female,1,0.4803,loc116,control,0.4993,267.0011
4079,1,120,280.5007,1.5006,face,male,male,1,0.5032,loc116,control,0.5006,268.5007
4081,1,122,292.5005,1.5013,object,natural,natural,1,0.5979,loc116,control,0.5013,280.5005
4082,1,123,294.0022,1.4996,object,natural,natural,1,0.4205,loc116,control,0.4996,282.0022
4083,1,124,295.5021,1.4989,object,natural,natural,1,0.4007,loc116,control,0.4989,283.5021
4084,1,125,297.0012,1.4993,object,manmade,manmade,1,0.528,loc116,control,0.4993,285.0012
4085,1,126,298.5008,1.5005,object,natural,natural,1,0.6353,loc116,control,0.5005,286.5008
4086,1,127,300.0016,1.4995,object,natural,natural,1,0.428,loc116,control,0.4995,288.0016
4087,1,128,301.5013,1.4997,object,manmade,manmade,1,0.5124,loc116,control,0.4997,289.5013
4088,1,129,303.0012,1.4989,object,manmade,natural,0,0.5103,loc116,control,0.4989,291.0012
4089,1,130,304.5003,1.5007,object,manmade,manmade,1,0.5583,loc116,control,0.5007,292.5003
4090,1,131,306.0013,1.4997,object,manmade,manmade,1,0.5922,loc116,control,0.4997,294.0013
4092,2,1,12.0022,1.4995,face,male,male,1,0.395,loc116,control,0.4995,0.0022
4093,2,2,13.5021,1.499,face,female,female,1,0.4767,loc116,control,0.499,1.5021
4094,2,3,15.0013,1.499,face,male,male,1,0.4414,loc116,control,0.499,3.0013
4095,2,4,16.5005,1.5007,face,female,female,1,0.4472,loc116,control,0.5007,4.5005
4096,2,5,18.0014,1.4995,face,female,female,1,0.4827,loc116,control,0.4995,6.0014
4097,2,6,19.5012,1.5,face,male,male,1,0.4049,loc116,control,0.5,7.5012
4098,2,7,21.0015,1.4999,face,male,male,1,0.3959,loc116,control,0.4999,9.0015
4099,2,8,22.5016,1.4987,face,female,female,1,0.447,loc116,control,0.4987,10.5016
4100,2,9,24.0005,1.5007,face,male,male,1,0.4094,loc116,control,0.5007,12.0005
4101,2,10,25.5015,1.4991,face,female,female,1,0.5371,loc116,control,0.4991,13.5015
4103,2,12,37.5004,1.5006,place,outdoor,outdoor,1,0.5232,loc116,control,0.5006,25.5004
4104,2,13,39.0014,1.5002,place,indoor,outdoor,0,0.4066,loc116,control,0.5002,27.0014
4105,2,14,40.5019,1.4983,place,outdoor,outdoor,1,0.4256,loc116,control,0.4983,28.5019
4106,2,15,42.0004,1.4998,place,indoor,indoor,1,0.4462,loc116,control,0.4998,30.0004
4107,2,16,43.5004,1.4999,place,outdoor,outdoor,1,0.6348,loc116,control,0.4999,31.5004
4108,2,17,45.0006,1.5007,place,outdoor,outdoor,1,0.6021,loc116,control,0.5007,33.0006
4109,2,18,46.5016,1.4997,place,outdoor,indoor,0,0.5032,loc116,control,0.4997,34.5016
4110,2,19,48.0015,1.4991,place,indoor,indoor,1,0.603,loc116,control,0.4991,36.0015
4111,2,20,49.5009,1.4996,place,indoor,indoor,1,0.4708,loc116,control,0.4996,37.5009
4112,2,21,51.0007,1.4995,place,indoor,indoor,1,0.4667,loc116,control,0.4995,39.0007
4114,2,23,63.0014,1.5,object,natural,natural,1,0.4738,loc116,control,0.5,51.0014
4115,2,24,64.5017,1.4984,object,manmade,manmade,1,0.5087,loc116,control,0.4984,52.5017
4116,2,25,66.0004,1.5001,object,manmade,NR,0,999.5,loc116,control,0.5001,54.0004
4117,2,26,67.5007,1.4995,object,natural,natural,1,0.4453,loc116,control,0.4995,55.5007
4118,2,27,69.0004,1.5008,object,natural,NR,0,999.5,loc116,control,0.5008,57.0004
4119,2,28,70.5015,1.4995,object,natural,NR,0,999.5,loc116,control,0.4995,58.5015
4120,2,29,72.0012,1.4991,object,manmade,manmade,1,0.4792,loc116,control,0.4991,60.0012
4121,2,30,73.5006,1.5008,object,manmade,manmade,1,0.4326,loc116,control,0.5008,61.5006
4122,2,31,75.0016,1.4994,object,natural,natural,1,0.5074,loc116,control,0.4994,63.0016
4123,2,32,76.5013,1.5001,object,manmade,manmade,1,0.4192,loc116,control,0.5001,64.5013
4125,2,34,88.5007,1.5014,place,indoor,indoor,1,0.7017,loc116,control,0.5014,76.5007
4126,2,35,90.0024,1.4985,place,indoor,indoor,1,0.4068,loc116,control,0.4985,78.0024
4127,2,36,91.5012,1.4998,place,indoor,indoor,1,0.4891,loc116,control,0.4998,79.5012
4128,2,37,93.0012,1.4991,place,outdoor,outdoor,1,0.4478,loc116,control,0.4991,81.0012
4129,2,38,94.5006,1.5006,place,outdoor,outdoor,1,0.4433,loc116,control,0.5006,82.5006
4130,2,39,96.0014,1.4989,place,indoor,indoor,1,0.4622,loc116,control,0.4989,84.0014
4131,2,40,97.5005,1.5001,place,indoor,indoor,1,0.4818,loc116,control,0.5001,85.5005
4132,2,41,99.0008,1.5003,place,outdoor,outdoor,1,0.4491,loc116,control,0.5003,87.0008
4133,2,42,100.5014,1.4998,place,outdoor,outdoor,1,0.4363,loc116,control,0.4998,88.5014
4134,2,43,102.0014,1.4991,place,outdoor,outdoor,1,0.4609,loc116,control,0.4991,90.0014
4136,2,45,114.0016,1.4991,place,outdoor,outdoor,1,0.4805,loc116,control,0.4991,102.0016
4137,2,46,115.5011,1.5007,place,indoor,indoor,1,0.4581,loc116,control,0.5007,103.5011
4138,2,47,117.0021,1.4993,place,indoor,indoor,1,0.5173,loc116,control,0.4993,105.0021
4139,2,48,118.5017,1.4994,place,indoor,indoor,1,0.414,loc116,control,0.4994,106.5017
4140,2,49,120.0014,1.4994,place,outdoor,outdoor,1,0.5733,loc116,control,0.4994,108.0014
4141,2,50,121.501,1.4999,place,indoor,indoor,1,0.6162,loc116,control,0.4999,109.501
4142,2,51,123.0012,1.4998,place,outdoor,outdoor,1,0.4367,loc116,control,0.4998,111.0012
4143,2,52,124.5012,1.4995,place,outdoor,outdoor,1,0.3974,loc116,control,0.4995,112.5012
4144,2,53,126.0009,1.4995,place,outdoor,outdoor,1,0.3854,loc116,control,0.4995,114.0009
4145,2,54,127.5006,1.4998,place,indoor,NR,0,999.5,loc116,control,0.4998,115.5006
4147,2,56,139.5007,1.501,face,female,female,1,0.4395,loc116,control,0.501,127.5007
4148,2,57,141.002,1.4981,face,male,NR,0,999.5,loc116,control,0.4981,129.002
4149,2,58,142.5004,1.4999,face,female,female,1,0.4447,loc116,control,0.4999,130.5004
4150,2,59,144.0005,1.5,face,male,male,1,0.3718,loc116,control,0.5,132.0005
4151,2,60,145.5007,1.5004,face,female,female,1,0.3969,loc116,control,0.5004,133.5007
4152,2,61,147.0014,1.4988,face,male,male,1,0.4587,loc116,control,0.4988,135.0014
4153,2,62,148.5004,1.5,face,female,female,1,0.3566,loc116,control,0.5,136.5004
4154,2,63,150.0006,1.5,face,female,female,1,0.4309,loc116,control,0.5,138.0006
4155,2,64,151.5009,1.4995,face,male,male,1,0.4583,loc116,control,0.4995,139.5009
4156,2,65,153.0007,1.4995,face,male,male,1,0.41,loc116,control,0.4995,141.0007
4158,2,67,165.0012,1.5001,place,outdoor,NR,0,999.5,loc116,control,0.5001,153.0012
4159,2,68,166.5016,1.4993,place,indoor,indoor,1,0.5511,loc116,control,0.4993,154.5016
4160,2,69,168.0012,1.5003,place,indoor,indoor,1,0.5231,loc116,control,0.5003,156.0012
4161,2,70,169.5018,1.499,place,outdoor,outdoor,1,0.4026,loc116,control,0.499,157.5018
4162,2,71,171.001,1.5001,place,indoor,indoor,1,0.5202,loc116,control,0.5001,159.001
4163,2,72,172.5013,1.5,place,indoor,indoor,1,0.4152,loc116,control,0.5,160.5013
4164,2,73,174.0015,1.4997,place,outdoor,indoor,0,0.4057,loc116,control,0.4997,162.0015
4165,2,74,175.5015,1.4989,place,outdoor,outdoor,1,0.486,loc116,control,0.4989,163.5015
4166,2,75,177.0006,1.5004,place,outdoor,outdoor,1,0.5697,loc116,control,0.5004,165.0006
4167,2,76,178.5013,1.5,place,indoor,NR,0,999.5,loc116,control,0.5,166.5013
4169,2,78,190.5016,1.499,object,natural,natural,1,0.6867,loc116,control,0.499,178.5016
4170,2,79,192.0009,1.4995,object,manmade,manmade,1,0.4496,loc116,control,0.4995,180.0009
4171,2,80,193.5007,1.4995,object,natural,natural,1,0.4398,loc116,control,0.4995,181.5007
4172,2,81,195.0005,1.5005,object,manmade,natural,0,0.5669,loc116,control,0.5005,183.0005
4173,2,82,196.5012,1.4988,object,manmade,NR,0,999.5,loc116,control,0.4988,184.5012
4174,2,83,198.0003,1.5005,object,natural,manmade,0,0.5525,loc116,control,0.5005,186.0003
4175,2,84,199.5011,1.5001,object,natural,natural,1,0.5374,loc116,control,0.5001,187.5011
4176,2,85,201.0015,1.4998,object,manmade,NR,0,999.5,loc116,control,0.4998,189.0015
4177,2,86,202.5015,1.4998,object,manmade,NR,0,999.5,loc116,control,0.4998,190.5015
4178,2,87,204.0016,1.4993,object,natural,manmade,0,0.3984,loc116,control,0.4993,192.0016
4180,2,89,216.0006,1.5009,object,natural,natural,1,0.4792,loc116,control,0.5009,204.0006
4181,2,90,217.5018,1.4987,object,natural,NR,0,999.5,loc116,control,0.4987,205.5018
4182,2,91,219.0008,1.5,object,manmade,manmade,1,0.519,loc116,control,0.5,207.0008
4183,2,92,220.5011,1.4995,object,natural,natural,1,0.4488,loc116,control,0.4995,208.5011
4184,2,93,222.0009,1.5001,object,manmade,manmade,1,0.4662,loc116,control,0.5001,210.0009
4185,2,94,223.5012,1.4996,object,natural,NR,0,999.5,loc116,control,0.4996,211.5012
4186,2,95,225.0011,1.4994,object,natural,natural,1,0.4592,loc116,control,0.4994,213.0011
4187,2,96,226.5007,1.4999,object,manmade,manmade,1,0.4861,loc116,control,0.4999,214.5007
4188,2,97,228.0009,1.4996,object,manmade,natural,0,0.4515,loc116,control,0.4996,216.0009
4189,2,98,229.5007,1.5006,object,manmade,manmade,1,0.3809,loc116,control,0.5006,217.5007
4191,2,100,241.5014,1.4998,face,female,female,1,0.4656,loc116,control,0.4998,229.5014
4192,2,101,243.0015,1.4988,face,female,female,1,0.4261,loc116,control,0.4988,231.0015
4193,2,102,244.5007,1.5003,face,male,male,1,0.3832,loc116,control,0.5003,232.5007
4194,2,103,246.0011,1.4995,face,female,female,1,0.4643,loc116,control,0.4995,234.0011
4195,2,104,247.5008,1.5,face,male,male,1,0.48,loc116,control,0.5,235.5008
4196,2,105,249.0011,1.5,face,male,female,0,0.5605,loc116,control,0.5,237.0011
4197,2,106,250.5013,1.4992,face,male,male,1,0.4089,loc116,control,0.4992,238.5013
4198,2,107,252.0007,1.5007,face,female,male,0,0.4422,loc116,control,0.5007,240.0007
4199,2,108,253.5016,1.4991,face,male,male,1,0.443,loc116,control,0.4991,241.5016
