index,run,trial,onset,duration,cond,subcond,resp,acc,respRT,ISIresp,ISIacc,ISIrespRT
1,1,1,12.0033,1.4979,place,outdoor,NR,0,999.0000,NR,0,999.0000
2,1,2,13.5015,2.5084,place,outdoor,outdoor,1,0.3670,NR,0,999.0000
3,1,3,16.0115,0.4894,place,outdoor,NR,0,999.0000,NR,0,999.0000
4,1,4,16.5023,1.4980,place,indoor,outdoor,0,0.1368,indoor,1,0.3933
5,1,5,18.0006,1.5003,place,indoor,NR,0,999.0000,indoor,1,0.2124
6,1,6,19.5011,1.4992,place,indoor,NR,0,999.0000,outdoor,0,0.0438
7,1,7,21.0005,1.5007,place,outdoor,NR,0,999.0000,outdoor,1,0.0033
8,1,8,22.5015,1.4994,place,indoor,NR,0,999.0000,indoor,1,0.0512
9,1,9,24.0011,1.4998,place,indoor,NR,0,999.0000,indoor,1,0.0838
10,1,10,25.5012,1.4991,place,outdoor,NR,0,999.0000,indoor,0,0.0260
11,1,11,27.0111,10.4901,rest,rest,rest,1,999.0000,NR,1,0.0000
12,1,12,37.5015,1.5006,place,outdoor,NR,0,999.0000,indoor,0,0.0781
13,1,13,39.0024,1.4988,place,indoor,NR,0,999.0000,indoor,1,0.1272
14,1,14,40.5016,1.4985,place,outdoor,indoor,0,0.4002,NR,0,0.0924
15,1,15,42.0003,1.5012,place,outdoor,NR,0,999.0000,NR,0,999.0000
16,1,16,43.5017,1.4988,place,indoor,NR,0,999.0000,outdoor,0,0.1467
17,1,17,45.0008,1.5005,place,outdoor,NR,0,999.0000,outdoor,1,0.0328
18,1,18,46.5015,1.4997,place,indoor,NR,0,999.0000,indoor,1,0.2312
19,1,19,48.0015,1.4986,place,indoor,outdoor,0,0.4424,indoor,1,0.2990
20,1,20,49.5003,1.5010,place,outdoor,NR,0,999.0000,NR,0,999.0000
21,1,21,51.0016,1.4993,place,indoor,indoor,1,0.4851,NR,0,999.0000
22,1,22,52.5116,10.4887,rest,rest,rest,1,999.0000,NR,1,0.0000
23,1,23,63.0006,1.5003,object,manmade,NR,0,999.0000,manmade,1,0.1425
24,1,24,64.5012,1.5003,object,natural,NR,0,999.0000,natural,1,0.0189
25,1,25,66.0019,1.4995,object,natural,NR,0,999.0000,natural,1,0.0981
26,1,26,67.5016,1.4987,object,manmade,NR,0,999.0000,manmade,1,0.1532
27,1,27,69.0006,1.5001,object,natural,NR,0,999.0000,natural,1,0.0613
28,1,28,70.5009,1.4995,object,manmade,NR,0,999.0000,manmade,1,0.0840
29,1,29,72.0007,1.5007,object,natural,NR,0,999.0000,natural,1,0.0142
30,1,30,73.5015,1.4998,object,manmade,NR,0,999.0000,manmade,1,0.1109
31,1,31,75.0016,1.4999,object,manmade,natural,0,0.4433,manmade,1,0.1015
32,1,32,76.5018,1.4997,object,natural,NR,0,999.0000,manmade,0,0.0410
33,1,33,78.0123,10.4881,rest,rest,rest,1,999.0000,NR,1,0.0000
34,1,34,88.5007,1.4998,face,male,NR,0,999.0000,male,1,0.0996
35,1,35,90.0009,1.5005,face,female,female,1,0.3835,NR,0,999.0000
36,1,36,91.5017,1.4984,face,male,NR,0,999.0000,male,1,0.0240
37,1,37,93.0004,1.5009,face,male,NR,0,999.0000,male,1,0.1271
38,1,38,94.5015,1.4996,face,female,female,1,0.3829,NR,0,999.0000
39,1,39,96.0014,1.4996,face,male,NR,0,999.0000,male,1,0.0483
40,1,40,97.5012,1.4995,face,female,NR,0,999.0000,male,0,0.1340
41,1,41,99.0009,1.4995,face,female,NR,0,999.0000,female,1,0.3602
42,1,42,100.5006,1.5007,face,female,female,1,0.4448,NR,0,999.0000
43,1,43,102.0015,1.4985,face,male,NR,0,999.0000,NR,0,999.0000
44,1,44,103.5129,10.4872,rest,rest,rest,1,999.0000,NR,1,0.0000
45,1,45,114.0004,1.5005,object,manmade,NR,0,999.0000,manmade,1,0.2309
46,1,46,115.5013,1.5005,object,manmade,NR,0,999.0000,manmade,1,0.1007
47,1,47,117.0021,1.4988,object,manmade,NR,0,999.0000,manmade,1,0.0076
48,1,48,118.5011,1.4991,object,manmade,NR,0,999.0000,manmade,1,0.0318
49,1,49,120.0004,1.5001,object,natural,NR,0,999.0000,natural,1,0.0145
50,1,50,121.5007,1.5003,object,natural,natural,1,0.4387,NR,0,999.0000
51,1,51,123.0013,1.4996,object,manmade,NR,0,999.0000,NR,0,999.0000
52,1,52,124.5011,1.4997,object,natural,natural,1,0.4440,NR,0,999.0000
53,1,53,126.0011,1.5001,object,natural,natural,1,0.4316,NR,0,999.0000
54,1,54,127.5014,1.4998,object,natural,natural,1,0.4473,NR,0,999.0000
55,1,55,129.0134,10.4875,rest,rest,rest,1,1.3098,NR,1,0.0000
56,1,56,139.5013,1.4994,place,outdoor,NR,0,999.0000,outdoor,1,0.2095
57,1,57,141.0010,1.5003,place,indoor,NR,0,999.0000,indoor,1,0.0652
58,1,58,142.5016,1.4987,place,outdoor,NR,0,999.0000,outdoor,1,0.0045
59,1,59,144.0005,1.5007,place,outdoor,indoor,0,0.4857,NR,0,999.0000
60,1,60,145.5015,1.4998,place,outdoor,outdoor,1,0.4484,outdoor,1,0.0617
61,1,61,147.0015,1.4989,place,indoor,NR,0,999.0000,indoor,1,0.0547
62,1,62,148.5006,1.4996,place,indoor,NR,0,999.0000,NR,0,999.0000
63,1,63,150.0005,1.5002,place,outdoor,NR,0,999.0000,NR,0,999.0000
64,1,64,151.5010,1.4995,place,indoor,NR,0,999.0000,NR,0,999.0000
65,1,65,153.0007,1.5004,place,indoor,indoor,1,0.4472,NR,0,999.0000
66,1,66,154.5140,10.4866,rest,rest,rest,1,999.0000,NR,1,0.0000
67,1,67,165.0010,1.5004,face,female,NR,0,999.0000,female,1,0.2242
68,1,68,166.5017,1.5002,face,female,female,1,0.4188,NR,0,999.0000
69,1,69,168.0022,1.4979,face,male,NR,0,999.0000,male,1,0.0184
70,1,70,169.5004,1.5000,face,male,male,1,0.4032,NR,0,999.0000
71,1,71,171.0007,1.5002,face,female,male,0,0.4428,NR,0,999.0000
72,1,72,172.5011,1.4999,face,male,male,1,0.4801,NR,0,999.0000
73,1,73,174.0012,1.4996,face,male,NR,0,999.0000,male,1,0.0412
74,1,74,175.5010,1.5001,face,female,female,1,0.3562,NR,0,999.0000
75,1,75,177.0014,1.4996,face,male,male,1,0.3934,NR,0,999.0000
76,1,76,178.5013,1.5000,face,female,male,0,0.3896,female,1,0.0964
77,1,77,180.0147,10.4856,rest,rest,rest,1,999.0000,NR,1,0.0000
78,1,78,190.5006,1.5009,object,manmade,NR,0,999.0000,manmade,1,0.1533
79,1,79,192.0017,1.4993,object,natural,natural,1,0.3916,NR,0,999.0000
80,1,80,193.5014,1.4998,object,natural,natural,1,0.4765,NR,0,999.0000
81,1,81,195.0014,1.4989,object,manmade,NR,0,999.0000,NR,0,999.0000
82,1,82,196.5005,1.5008,object,manmade,NR,0,999.0000,natural,0,0.0412
83,1,83,198.0016,1.4988,object,natural,manmade,0,0.4788,NR,0,999.0000
84,1,84,199.5006,1.5006,object,natural,NR,0,999.0000,natural,1,0.0606
85,1,85,201.0014,1.4990,object,manmade,NR,0,999.0000,manmade,1,0.0758
86,1,86,202.5006,1.4999,object,natural,natural,1,0.3896,NR,0,999.0000
87,1,87,204.0007,1.5004,object,manmade,NR,0,999.0000,manmade,1,0.0212
88,1,88,205.5153,10.4852,rest,rest,rest,1,999.0000,NR,1,0.0000
89,1,89,216.0007,1.5002,face,male,NR,0,999.0000,male,1,0.0769
90,1,90,217.5013,1.4991,face,female,female,1,0.4122,NR,0,999.0000
91,1,91,219.0007,1.5003,face,female,female,1,0.4521,NR,0,999.0000
92,1,92,220.5012,1.4993,face,male,male,1,0.4451,NR,0,999.0000
93,1,93,222.0007,1.4995,face,female,female,1,0.3653,NR,0,999.0000
