index	block	cond	shockCond	shockTrial	term	ForS	condID	wordID	wordName	imgID	imgName	imgFile	imgType	subType	repType
1	1	TI_4	threat	0	TI_4	Indoor	WI_14	W226	wwLION	Indoor93	optician	indoor_optician.jpg	indoor	indoor	4
2	1	TI_2	threat	0	TI_2	Indoor	WI_5	W196	wwBROOM	Indoor79	library	indoor_library.jpg	indoor	indoor	2
3	1	F	threat	0	F	FOIL	F_5	W42	wwCHEESE	FOIL	FOIL	FOIL	FOIL	FOIL	0
4	1	TI_4	threat	0	TI_4	Indoor	WI_8	W57	wwSHOWER	Indoor112	swimming_pool	indoor_swimming_pool.jpg	indoor	indoor	4
5	1	F	threat	0	F	FOIL	F_7	W97	wwASPARAGUS	FOIL	FOIL	FOIL	FOIL	FOIL	0
6	1	F	threat	0	F	FOIL	F_11	W159	wwSQUIRREL	FOIL	FOIL	FOIL	FOIL	FOIL	0
7	1	F	threat	0	F	FOIL	F_8	W34	wwFLASK	FOIL	FOIL	FOIL	FOIL	FOIL	0
8	1	TO_2	threat	0	TO_2	Outdoor	WO_3	W140	wwMANURE	Outdoor82	lock_chamber	outdoor_lock_chamber.jpg	outdoor	manmade	2
9	1	TI_2	threat	0	TI_2	Indoor	WI_13	W5	wwFOX	Indoor117	throne_room	indoor_throne_room.jpg	indoor	indoor	2
10	1	F	threat	0	F	FOIL	F_6	W138	wwVODKA	FOIL	FOIL	FOIL	FOIL	FOIL	0
11	1	TO_4	threat	0	TO_4	Outdoor	WO_4	W205	wwBOWL	Outdoor40	desert	outdoor_desert.jpg	outdoor	natural	4
12	1	F	threat	0	F	FOIL	F_3	W243	wwARMOR	FOIL	FOIL	FOIL	FOIL	FOIL	0
13	1	F	threat	0	F	FOIL	F_14	W180	wwCANDY	FOIL	FOIL	FOIL	FOIL	FOIL	0
14	1	TO_4	threat	0	TO_4	Outdoor	WO_8	W119	wwLIME	Outdoor47	fire_escape	outdoor_fire_escape.jpg	outdoor	manmade	4
15	1	TI_4	threat	0	TI_4	Indoor	WI_2	W160	wwPIANO	Indoor116	theater	indoor_theater.jpg	indoor	indoor	4
16	1	TO_2	threat	0	TO_2	Outdoor	WO_1	W189	wwSCORPION	Outdoor89	motel	outdoor_motel.jpg	outdoor	manmade	2
17	1	F	threat	0	F	FOIL	F_4	W9	wwMAP	FOIL	FOIL	FOIL	FOIL	FOIL	0
18	1	TO_2	threat	0	TO_2	Outdoor	WO_9	W228	wwSCREWDRIVER	Outdoor28	castle	outdoor_castle.jpg	outdoor	manmade	2
19	1	F	threat	0	F	FOIL	F_2	W48	wwNEST	FOIL	FOIL	FOIL	FOIL	FOIL	0
20	1	TI_2	threat	0	TI_2	Indoor	WI_3	W197	wwGLOBE	Indoor106	shower	indoor_shower.jpg	indoor	indoor	2
21	1	TI_4	threat	0	TI_4	Indoor	WI_12	W216	wwJUGGLER	Indoor25	biology_laboratory	indoor_biology_laboratory.jpg	indoor	indoor	4
22	1	F	threat	0	F	FOIL	F_9	W111	wwSOCK	FOIL	FOIL	FOIL	FOIL	FOIL	0
23	1	TO_2	threat	0	TO_2	Outdoor	WO_13	W162	wwDESK	Outdoor65	hill	outdoor_hill.jpg	outdoor	natural	2
24	1	TO_4	threat	0	TO_4	Outdoor	WO_12	W222	wwRING	Outdoor25	canal	outdoor_canal.jpg	outdoor	manmade	4
25	1	F	threat	0	F	FOIL	F_10	W15	wwVIOLIN	FOIL	FOIL	FOIL	FOIL	FOIL	0
26	1	TI_2	threat	0	TI_2	Indoor	WI_1	W240	wwTABLE	Indoor45	clothing_store	indoor_clothing_store.jpg	indoor	indoor	2
27	1	TO_4	threat	0	TO_4	Outdoor	WO_10	W31	wwSEAL	Outdoor33	corn_field	outdoor_corn_field.jpg	outdoor	natural	4
28	1	TI_2	threat	0	TI_2	Indoor	WI_7	W28	wwMUSTARD	Indoor8	assembly_line	indoor_assembly_line.jpg	indoor	indoor	2
29	1	F	threat	0	F	FOIL	F_1	W55	wwBASKET	FOIL	FOIL	FOIL	FOIL	FOIL	0
30	1	TI_4	threat	0	TI_4	Indoor	WI_4	W45	wwPENNY	Indoor60	florist_shop	indoor_florist_shop.jpg	indoor	indoor	4
31	1	TO_2	threat	0	TO_2	Outdoor	WO_5	W190	wwKALE	Outdoor3	aqueduct	outdoor_aqueduct.jpg	outdoor	natural	2
32	1	TI_4	threat	0	TI_4	Indoor	WI_10	W37	wwACCORDIAN	Indoor99	reception	indoor_reception.jpg	indoor	indoor	4
33	1	TI_4	threat	0	TI_4	Indoor	WI_6	W72	wwTYPEWRITER	Indoor7	art_studio	indoor_art_studio.jpg	indoor	indoor	4
34	1	TI_2	threat	0	TI_2	Indoor	WI_11	W201	wwASPIRIN	Indoor113	synagogue	indoor_synagogue.jpg	indoor	indoor	2
35	1	TO_4	threat	0	TO_4	Outdoor	WO_2	W63	wwCANDLE	Outdoor5	athletic_field	outdoor_athletic_field.jpg	outdoor	manmade	4
36	1	TO_4	threat	0	TO_4	Outdoor	WO_14	W137	wwKEG	Outdoor59	hangar	outdoor_hangar.jpg	outdoor	manmade	4
37	1	F	threat	0	F	FOIL	F_13	W62	wwSHOVEL	FOIL	FOIL	FOIL	FOIL	FOIL	0
38	1	TI_2	threat	0	TI_2	Indoor	WI_9	W133	wwPUDDLE	Indoor62	game_room	indoor_game_room.jpg	indoor	indoor	2
39	1	F	threat	1	F	FOIL	F_12	W158	wwVINE	FOIL	FOIL	FOIL	FOIL	FOIL	0
40	1	TO_2	threat	0	TO_2	Outdoor	WO_7	W164	wwPASSPORT	Outdoor109	plaza	outdoor_plaza.jpg	outdoor	manmade	2
41	1	TO_4	threat	0	TO_4	Outdoor	WO_6	W109	wwFIRE	Outdoor36	creek	outdoor_creek.jpg	outdoor	natural	4
42	1	TO_2	threat	0	TO_2	Outdoor	WO_11	W7	wwRABBIT	Outdoor18	boathouse	outdoor_boathouse.jpg	outdoor	natural	2
43	2	TO_4	safe	0	TO_4	Outdoor	WO_18	W188	wwPLUG	Outdoor108	playground	outdoor_playground.jpg	outdoor	natural	4
44	2	F	safe	0	F	FOIL	F_26	W56	wwBROWNIE	FOIL	FOIL	FOIL	FOIL	FOIL	0
45	2	TI_2	safe	0	TI_2	Indoor	WI_19	W90	wwCARROT	Indoor105	shopping_mall	indoor_shopping_mall.jpg	indoor	indoor	2
46	2	TI_4	safe	0	TI_4	Indoor	WI_22	W44	wwGEESE	Indoor54	dorm_room	indoor_dorm_room.jpg	indoor	indoor	4
47	2	F	safe	0	F	FOIL	F_15	W87	wwNET	FOIL	FOIL	FOIL	FOIL	FOIL	0
48	2	TO_2	safe	0	TO_2	Outdoor	WO_17	W154	wwMOUSE	Outdoor58	greenhouse	outdoor_greenhouse.jpg	outdoor	manmade	2
49	2	TO_2	safe	0	TO_2	Outdoor	WO_23	W176	wwHIGHWAY	Outdoor43	electrical_substation	outdoor_electrical_substation.jpg	outdoor	manmade	2
50	2	TI_4	safe	0	TI_4	Indoor	WI_28	W127	wwYACHT	Indoor63	garage	indoor_garage.jpg	indoor	indoor	4
51	2	TO_4	safe	0	TO_4	Outdoor	WO_22	W78	wwELEPHANT	Outdoor88	mosque	outdoor_mosque.jpg	outdoor	manmade	4
52	2	TI_2	safe	0	TI_2	Indoor	WI_15	W36	wwDAISY	Indoor3	apse	indoor_apse.jpg	indoor	indoor	2
