index	block	cond	term	ForS	condID	wordID	wordName	imgID	imgName	imgFile	imgType	subType	repType	repCount
1	1	WO	WO	Outdoor	WO_6	W224	wwHAMMER	Outdoor24	campsite	outdoor_campsite.jpg	outdoor	manmade	4	1
2	1	WI	WI	Indoor	WI_8	W182	wwWRENCH	Indoor78	lecture_room	indoor_lecture_room.jpg	indoor	indoor	4	1
3	1	WO	WO	Outdoor	WO_5	W24	wwQUILL	Outdoor25	canal	outdoor_canal.jpg	outdoor	manmade	2	1
4	1	WI	WI	Indoor	WI_10	W133	wwPUDDLE	Indoor87	music_studio	indoor_music_studio.jpg	indoor	indoor	4	1
5	1	WI	WI	Indoor	WI_11	W122	wwPEDAL	Indoor10	attic	indoor_attic.jpg	indoor	indoor	2	1
6	1	WO	WO	Outdoor	WO_12	W183	wwSCOTCH	Outdoor36	creek	outdoor_creek.jpg	outdoor	natural	4	1
7	1	WI	WI	Indoor	WI_12	W239	wwSPONGE	Indoor18	banquet_hall	indoor_banquet_hall.jpg	indoor	indoor	4	1
8	1	WO	WO	Outdoor	WO_2	W68	wwMEDICINE	Outdoor103	pasture	outdoor_pasture.jpg	outdoor	natural	4	1
9	1	WI	WI	Indoor	WI_4	W62	wwSHOVEL	Indoor117	throne_room	indoor_throne_room.jpg	indoor	indoor	4	1
10	1	WI	WI	Indoor	WI_3	W235	wwBRACELET	Indoor38	catacomb	indoor_catacomb.jpg	indoor	indoor	2	1
11	1	WI	WI	Indoor	WI_14	W117	wwHOSE	Indoor53	dining_room	indoor_dining_room.jpg	indoor	indoor	4	1
12	1	WO	WO	Outdoor	WO_10	W99	wwTIGER	Outdoor104	patio	outdoor_patio.jpg	outdoor	manmade	4	1
13	1	WI	WI	Indoor	WI_5	W129	wwEASEL	Indoor99	reception	indoor_reception.jpg	indoor	indoor	2	1
14	1	WO	WO	Outdoor	WO_2	W68	wwMEDICINE	Outdoor103	pasture	outdoor_pasture.jpg	outdoor	natural	4	2
15	1	WO	WO	Outdoor	WO_14	W112	wwMUSSEL	Outdoor77	labyrinth	outdoor_labyrinth.jpg	outdoor	manmade	4	1
16	1	WI	WI	Indoor	WI_2	W162	wwDESK	Indoor104	shoe_shop	indoor_shoe_shop.jpg	indoor	indoor	4	1
17	1	WO	WO	Outdoor	WO_9	W83	wwBRAIN	Outdoor108	playground	outdoor_playground.jpg	outdoor	natural	2	1
18	1	WO	WO	Outdoor	WO_1	W41	wwBELL	Outdoor110	pond	outdoor_pond.jpg	outdoor	natural	2	1
19	1	WO	WO	Outdoor	WO_3	W212	wwDAMSEL	Outdoor50	forest_needleleaf	outdoor_forest_needleleaf.jpg	outdoor	natural	2	1
20	1	WI	WI	Indoor	WI_6	W194	wwCHICKEN	Indoor115	tennis_court	indoor_tennis_court.jpg	indoor	indoor	4	1
21	1	WI	WI	Indoor	WI_13	W187	wwWORM	Indoor35	candy_store	indoor_candy_store.jpg	indoor	indoor	2	1
22	1	WO	WO	Outdoor	WO_6	W224	wwHAMMER	Outdoor24	campsite	outdoor_campsite.jpg	outdoor	manmade	4	2
23	1	WO	WO	Outdoor	WO_10	W99	wwTIGER	Outdoor104	patio	outdoor_patio.jpg	outdoor	manmade	4	2
24	1	WI	WI	Indoor	WI_7	W221	wwCOFFEE	Indoor45	clothing_store	indoor_clothing_store.jpg	indoor	indoor	2	1
25	1	WO	WO	Outdoor	WO_8	W53	wwHELMET	Outdoor66	hot_spring	outdoor_hot_spring.jpg	outdoor	natural	4	1
26	1	WO	WO	Outdoor	WO_13	W110	wwSANDAL	Outdoor28	castle	outdoor_castle.jpg	outdoor	manmade	2	1
27	1	WI	WI	Indoor	WI_12	W239	wwSPONGE	Indoor18	banquet_hall	indoor_banquet_hall.jpg	indoor	indoor	4	2
28	1	WI	WI	Indoor	WI_8	W182	wwWRENCH	Indoor78	lecture_room	indoor_lecture_room.jpg	indoor	indoor	4	2
29	1	WI	WI	Indoor	WI_14	W117	wwHOSE	Indoor53	dining_room	indoor_dining_room.jpg	indoor	indoor	4	2
30	1	WO	WO	Outdoor	WO_11	W120	wwGORILLA	Outdoor72	iceberg	outdoor_iceberg.jpg	outdoor	natural	2	1
31	1	WO	WO	Outdoor	WO_8	W53	wwHELMET	Outdoor66	hot_spring	outdoor_hot_spring.jpg	outdoor	natural	4	2
32	1	WO	WO	Outdoor	WO_12	W183	wwSCOTCH	Outdoor36	creek	outdoor_creek.jpg	outdoor	natural	4	2
33	1	WI	WI	Indoor	WI_4	W62	wwSHOVEL	Indoor117	throne_room	indoor_throne_room.jpg	indoor	indoor	4	2
34	1	WI	WI	Indoor	WI_6	W194	wwCHICKEN	Indoor115	tennis_court	indoor_tennis_court.jpg	indoor	indoor	4	2
35	1	WO	WO	Outdoor	WO_7	W16	wwPEARL	Outdoor116	rice_paddy	outdoor_rice_paddy.jpg	outdoor	natural	2	1
36	1	WI	WI	Indoor	WI_9	W251	wwBENCH	Indoor50	cubicle	indoor_cubicle.jpg	indoor	indoor	2	1
37	1	WI	WI	Indoor	WI_1	W86	wwSYRUP	Indoor96	parlor	indoor_parlor.jpg	indoor	indoor	2	1
38	1	WO	WO	Outdoor	WO_4	W135	wwSAXOPHONE	Outdoor107	picnic_area	outdoor_picnic_area.jpg	outdoor	natural	4	1
39	1	WO	WO	Outdoor	WO_14	W112	wwMUSSEL	Outdoor77	labyrinth	outdoor_labyrinth.jpg	outdoor	manmade	4	2
40	1	WI	WI	Indoor	WI_2	W162	wwDESK	Indoor104	shoe_shop	indoor_shoe_shop.jpg	indoor	indoor	4	2
41	1	WO	WO	Outdoor	WO_4	W135	wwSAXOPHONE	Outdoor107	picnic_area	outdoor_picnic_area.jpg	outdoor	natural	4	2
42	1	WI	WI	Indoor	WI_10	W133	wwPUDDLE	Indoor87	music_studio	indoor_music_studio.jpg	indoor	indoor	4	2
43	2	WI	WI	Indoor	WI_19	W216	wwJUGGLER	Indoor24	bedroom	indoor_bedroom.jpg	indoor	indoor	2	1
