,cond,hemi,mask_vox,regspace,roi,smoothing,subid,value,group
188,sourcehit,,70.0,mni,sourcehit-cr,smoothed,ap162,101.883972168,stress
189,itemhit_lo,,70.0,mni,sourcehit-cr,smoothed,ap162,282.872131348,stress
190,sourcemiss_hi,,70.0,mni,sourcehit-cr,smoothed,ap162,118.472938538,stress
191,M,,70.0,mni,sourcehit-cr,smoothed,ap162,133.52204895,stress
192,CR,,70.0,mni,sourcehit-cr,smoothed,ap164,-1115.2911377,stress
193,FA,,70.0,mni,sourcehit-cr,smoothed,ap164,-264.179595947,stress
194,sourcehit,,70.0,mni,sourcehit-cr,smoothed,ap164,297.173431396,stress
195,itemhit_lo,,70.0,mni,sourcehit-cr,smoothed,ap164,-119.074317932,stress
196,sourcemiss_hi,,70.0,mni,sourcehit-cr,smoothed,ap164,1161.32922363,stress
197,M,,70.0,mni,sourcehit-cr,smoothed,ap164,247.835296631,stress
198,CR,,70.0,mni,sourcehit-cr,smoothed,ap163,247.316299438,stress
199,FA,,70.0,mni,sourcehit-cr,smoothed,ap163,-598.324707031,stress
200,sourcehit,,70.0,mni,sourcehit-cr,smoothed,ap163,670.305419922,stress
201,itemhit_lo,,70.0,mni,sourcehit-cr,smoothed,ap163,502.443572998,stress
202,sourcemiss_hi,,70.0,mni,sourcehit-cr,smoothed,ap163,273.965209961,stress
203,M,,70.0,mni,sourcehit-cr,smoothed,ap163,585.54876709,stress
204,CR,,70.0,mni,sourcehit-cr,smoothed,ap165,-312.830993652,stress
205,FA,,70.0,mni,sourcehit-cr,smoothed,ap165,-182.591247559,stress
206,sourcehit,,70.0,mni,sourcehit-cr,smoothed,ap165,330.262542725,stress
207,itemhit_lo,,70.0,mni,sourcehit-cr,smoothed,ap165,-420.711883545,stress
208,sourcemiss_hi,,70.0,mni,sourcehit-cr,smoothed,ap165,-747.321228027,stress
209,M,,70.0,mni,sourcehit-cr,smoothed,ap165,-298.73526001,stress
210,CR,,70.0,mni,sourcehit-cr,smoothed,ap166,341.511932373,stress
211,FA,,70.0,mni,sourcehit-cr,smoothed,ap166,502.781799316,stress
212,sourcehit,,70.0,mni,sourcehit-cr,smoothed,ap166,687.125793457,stress
213,itemhit_lo,,70.0,mni,sourcehit-cr,smoothed,ap166,783.588867188,stress
214,sourcemiss_hi,,70.0,mni,sourcehit-cr,smoothed,ap166,1254.90026855,stress
215,M,,70.0,mni,sourcehit-cr,smoothed,ap166,433.974853516,stress
216,CR,,70.0,mni,sourcehit-cr,smoothed,ap167,305.514373779,stress
217,FA,,70.0,mni,sourcehit-cr,smoothed,ap167,-599.876953125,stress
218,sourcehit,,70.0,mni,sourcehit-cr,smoothed,ap167,515.567749023,stress
219,itemhit_lo,,70.0,mni,sourcehit-cr,smoothed,ap167,-147.960159302,stress
220,sourcemiss_hi,,70.0,mni,sourcehit-cr,smoothed,ap167,639.998168945,stress
221,M,,70.0,mni,sourcehit-cr,smoothed,ap167,369.43927002,stress
222,CR,,70.0,mni,sourcehit-cr,smoothed,ap168,-626.218505859,stress
223,FA,,70.0,mni,sourcehit-cr,smoothed,ap168,1160.4798584,stress
224,sourcehit,,70.0,mni,sourcehit-cr,smoothed,ap168,-798.418457031,stress
225,itemhit_lo,,70.0,mni,sourcehit-cr,smoothed,ap168,-601.669555664,stress
226,sourcemiss_hi,,70.0,mni,sourcehit-cr,smoothed,ap168,-415.773376465,stress
227,M,,70.0,mni,sourcehit-cr,smoothed,ap168,757.762939453,stress
228,CR,,70.0,mni,sourcehit-cr,smoothed,ap169,43.1157684326,stress
229,FA,,70.0,mni,sourcehit-cr,smoothed,ap169,-4.41574811935,stress
230,sourcehit,,70.0,mni,sourcehit-cr,smoothed,ap169,-47.3631820679,stress
231,itemhit_lo,,70.0,mni,sourcehit-cr,smoothed,ap169,1302.77526855,stress
232,sourcemiss_hi,,70.0,mni,sourcehit-cr,smoothed,ap169,229.696304321,stress
233,M,,70.0,mni,sourcehit-cr,smoothed,ap169,172.395492554,stress
234,CR,,70.0,mni,sourcehit-cr,smoothed,ap170,-431.216308594,stress
235,FA,,70.0,mni,sourcehit-cr,smoothed,ap170,-534.099182129,stress
236,sourcehit,,70.0,mni,sourcehit-cr,smoothed,ap170,44.5414009094,stress
237,itemhit_lo,,70.0,mni,sourcehit-cr,smoothed,ap170,-426.325836182,stress
238,sourcemiss_hi,,70.0,mni,sourcehit-cr,smoothed,ap170,302.92868042,stress
239,M,,70.0,mni,sourcehit-cr,smoothed,ap170,-540.629333496,stress
240,CR,,70.0,mni,sourcehit-cr,smoothed,ap171,524.408569336,stress
241,FA,,70.0,mni,sourcehit-cr,smoothed,ap171,400.93182373,stress
242,sourcehit,,70.0,mni,sourcehit-cr,smoothed,ap171,754.135986328,stress
