,cond,hemi,mask_vox,regspace,roi,smoothing,subid,value,group
4354,CR,lh,43.0,epi,hippocampus-body,unsmoothed,ap155,111.504936218,stress
4355,CR,rh,35.0,epi,hippocampus-body,unsmoothed,ap155,73.4951553345,stress
4383,FA,lh,43.0,epi,hippocampus-body,unsmoothed,ap155,-286.702087402,stress
4384,FA,rh,35.0,epi,hippocampus-body,unsmoothed,ap155,-258.243835449,stress
4412,sourcehit,lh,43.0,epi,hippocampus-body,unsmoothed,ap155,285.493286133,stress
4413,sourcehit,rh,35.0,epi,hippocampus-body,unsmoothed,ap155,97.4241638184,stress
4441,itemhit_lo,lh,43.0,epi,hippocampus-body,unsmoothed,ap155,-89.9526824951,stress
4442,itemhit_lo,rh,35.0,epi,hippocampus-body,unsmoothed,ap155,-133.233551025,stress
4470,sourcemiss_hi,lh,43.0,epi,hippocampus-body,unsmoothed,ap155,-488.402801514,stress
4471,sourcemiss_hi,rh,35.0,epi,hippocampus-body,unsmoothed,ap155,-290.138214111,stress
4499,M,lh,43.0,epi,hippocampus-body,unsmoothed,ap155,103.172874451,stress
4500,M,rh,35.0,epi,hippocampus-body,unsmoothed,ap155,-639.683532715,stress
4528,CR,lh,32.0,epi,hippocampus-body,unsmoothed,ap157,-935.512939453,stress
4529,CR,rh,22.0,epi,hippocampus-body,unsmoothed,ap157,-711.710571289,stress
4557,FA,lh,32.0,epi,hippocampus-body,unsmoothed,ap157,-826.852172852,stress
4558,FA,rh,22.0,epi,hippocampus-body,unsmoothed,ap157,-550.772216797,stress
4586,sourcehit,lh,32.0,epi,hippocampus-body,unsmoothed,ap157,-160.413299561,stress
4587,sourcehit,rh,22.0,epi,hippocampus-body,unsmoothed,ap157,223.86869812,stress
4615,itemhit_lo,lh,32.0,epi,hippocampus-body,unsmoothed,ap157,-836.221130371,stress
4616,itemhit_lo,rh,22.0,epi,hippocampus-body,unsmoothed,ap157,-558.780395508,stress
4644,sourcemiss_hi,lh,32.0,epi,hippocampus-body,unsmoothed,ap157,-707.180664062,stress
4645,sourcemiss_hi,rh,22.0,epi,hippocampus-body,unsmoothed,ap157,-130.453903198,stress
4673,M,lh,32.0,epi,hippocampus-body,unsmoothed,ap157,-691.836608887,stress
4674,M,rh,22.0,epi,hippocampus-body,unsmoothed,ap157,-502.18850708,stress
4702,CR,lh,40.0,epi,hippocampus-body,unsmoothed,ap158,-392.383117676,control
4703,CR,rh,36.0,epi,hippocampus-body,unsmoothed,ap158,-744.08001709,control
4731,FA,lh,40.0,epi,hippocampus-body,unsmoothed,ap158,-274.670471191,control
4732,FA,rh,36.0,epi,hippocampus-body,unsmoothed,ap158,-700.499267578,control
4760,sourcehit,lh,40.0,epi,hippocampus-body,unsmoothed,ap158,587.127563477,control
4761,sourcehit,rh,36.0,epi,hippocampus-body,unsmoothed,ap158,82.6625823975,control
4789,itemhit_lo,lh,40.0,epi,hippocampus-body,unsmoothed,ap158,-147.777526855,control
4790,itemhit_lo,rh,36.0,epi,hippocampus-body,unsmoothed,ap158,-424.414001465,control
4818,sourcemiss_hi,lh,40.0,epi,hippocampus-body,unsmoothed,ap158,7.53614521027,control
4819,sourcemiss_hi,rh,36.0,epi,hippocampus-body,unsmoothed,ap158,-1160.12548828,control
4847,M,lh,40.0,epi,hippocampus-body,unsmoothed,ap158,-389.537750244,control
4848,M,rh,36.0,epi,hippocampus-body,unsmoothed,ap158,-489.508728027,control
4876,CR,lh,31.0,epi,hippocampus-body,unsmoothed,ap159,-302.109161377,stress
4877,CR,rh,37.0,epi,hippocampus-body,unsmoothed,ap159,-211.385925293,stress
4905,FA,lh,31.0,epi,hippocampus-body,unsmoothed,ap159,-342.902770996,stress
4906,FA,rh,37.0,epi,hippocampus-body,unsmoothed,ap159,-623.112548828,stress
4934,sourcehit,lh,31.0,epi,hippocampus-body,unsmoothed,ap159,199.965606689,stress
4935,sourcehit,rh,37.0,epi,hippocampus-body,unsmoothed,ap159,476.11416626,stress
4963,itemhit_lo,lh,31.0,epi,hippocampus-body,unsmoothed,ap159,-65.6621017456,stress
4964,itemhit_lo,rh,37.0,epi,hippocampus-body,unsmoothed,ap159,3.48565173149,stress
4992,sourcemiss_hi,lh,31.0,epi,hippocampus-body,unsmoothed,ap159,245.631820679,stress
4993,sourcemiss_hi,rh,37.0,epi,hippocampus-body,unsmoothed,ap159,451.53213501,stress
5021,M,lh,31.0,epi,hippocampus-body,unsmoothed,ap159,-283.545166016,stress
5022,M,rh,37.0,epi,hippocampus-body,unsmoothed,ap159,-415.695098877,stress
5050,CR,lh,27.0,epi,hippocampus-body,unsmoothed,ap160,-408.217315674,stress
5051,CR,rh,32.0,epi,hippocampus-body,unsmoothed,ap160,-358.63671875,stress
5079,FA,lh,27.0,epi,hippocampus-body,unsmoothed,ap160,482.679962158,stress
5080,FA,rh,32.0,epi,hippocampus-body,unsmoothed,ap160,204.053527832,stress
5108,sourcehit,lh,27.0,epi,hippocampus-body,unsmoothed,ap160,230.715911865,stress
5109,sourcehit,rh,32.0,epi,hippocampus-body,unsmoothed,ap160,39.896446228,stress
5137,itemhit_lo,lh,27.0,epi,hippocampus-body,unsmoothed,ap160,507.644256592,stress
5138,itemhit_lo,rh,32.0,epi,hippocampus-body,unsmoothed,ap160,-371.349121094,stress
5166,sourcemiss_hi,lh,27.0,epi,hippocampus-body,unsmoothed,ap160,712.219299316,stress
5167,sourcemiss_hi,rh,32.0,epi,hippocampus-body,unsmoothed,ap160,843.323486328,stress
5195,M,lh,27.0,epi,hippocampus-body,unsmoothed,ap160,-289.328613281,stress
5196,M,rh,32.0,epi,hippocampus-body,unsmoothed,ap160,-128.778900146,stress
5224,CR,lh,31.0,epi,hippocampus-body,unsmoothed,ap161,-481.132720947,stress
5225,CR,rh,31.0,epi,hippocampus-body,unsmoothed,ap161,-883.167236328,stress
5253,FA,lh,31.0,epi,hippocampus-body,unsmoothed,ap161,-476.870574951,stress
5254,FA,rh,31.0,epi,hippocampus-body,unsmoothed,ap161,-843.023803711,stress
5282,sourcehit,lh,31.0,epi,hippocampus-body,unsmoothed,ap161,-356.148864746,stress
5283,sourcehit,rh,31.0,epi,hippocampus-body,unsmoothed,ap161,-501.990142822,stress
5311,itemhit_lo,lh,31.0,epi,hippocampus-body,unsmoothed,ap161,-274.148773193,stress
5312,itemhit_lo,rh,31.0,epi,hippocampus-body,unsmoothed,ap161,-612.713134766,stress
5340,sourcemiss_hi,lh,31.0,epi,hippocampus-body,unsmoothed,ap161,-130.408966064,stress
5341,sourcemiss_hi,rh,31.0,epi,hippocampus-body,unsmoothed,ap161,-557.403137207,stress
5369,M,lh,31.0,epi,hippocampus-body,unsmoothed,ap161,-1084.69567871,stress
5370,M,rh,31.0,epi,hippocampus-body,unsmoothed,ap161,-1349.94689941,stress
5398,CR,lh,36.0,epi,hippocampus-body,unsmoothed,ap162,217.703796387,stress
5399,CR,rh,41.0,epi,hippocampus-body,unsmoothed,ap162,-348.895172119,stress
5427,FA,lh,36.0,epi,hippocampus-body,unsmoothed,ap162,-34.6313514709,stress
5428,FA,rh,41.0,epi,hippocampus-body,unsmoothed,ap162,-470.106384277,stress
5456,sourcehit,lh,36.0,epi,hippocampus-body,unsmoothed,ap162,44.0090141296,stress
5457,sourcehit,rh,41.0,epi,hippocampus-body,unsmoothed,ap162,-283.890899658,stress
5485,itemhit_lo,lh,36.0,epi,hippocampus-body,unsmoothed,ap162,219.019760132,stress
5486,itemhit_lo,rh,41.0,epi,hippocampus-body,unsmoothed,ap162,-83.5524139404,stress
5514,sourcemiss_hi,lh,36.0,epi,hippocampus-body,unsmoothed,ap162,-274.368408203,stress
5515,sourcemiss_hi,rh,41.0,epi,hippocampus-body,unsmoothed,ap162,-397.122039795,stress
5543,M,lh,36.0,epi,hippocampus-body,unsmoothed,ap162,467.605133057,stress
5544,M,rh,41.0,epi,hippocampus-body,unsmoothed,ap162,347.237182617,stress
5572,CR,lh,35.0,epi,hippocampus-body,unsmoothed,ap164,-594.96081543,stress
5573,CR,rh,31.0,epi,hippocampus-body,unsmoothed,ap164,-1353.60388184,stress
5601,FA,lh,35.0,epi,hippocampus-body,unsmoothed,ap164,-366.427459717,stress
5602,FA,rh,31.0,epi,hippocampus-body,unsmoothed,ap164,-282.427154541,stress
5630,sourcehit,lh,35.0,epi,hippocampus-body,unsmoothed,ap164,358.35534668,stress
5631,sourcehit,rh,31.0,epi,hippocampus-body,unsmoothed,ap164,239.143661499,stress
5659,itemhit_lo,lh,35.0,epi,hippocampus-body,unsmoothed,ap164,-120.787597656,stress
5660,itemhit_lo,rh,31.0,epi,hippocampus-body,unsmoothed,ap164,-420.132263184,stress
5688,sourcemiss_hi,lh,35.0,epi,hippocampus-body,unsmoothed,ap164,776.064331055,stress
5689,sourcemiss_hi,rh,31.0,epi,hippocampus-body,unsmoothed,ap164,773.63269043,stress
5717,M,lh,35.0,epi,hippocampus-body,unsmoothed,ap164,-617.41583252,stress
5718,M,rh,31.0,epi,hippocampus-body,unsmoothed,ap164,-622.580383301,stress
5746,CR,lh,3.0,epi,hippocampus-body,unsmoothed,ap163,120.584777832,stress
5747,CR,rh,40.0,epi,hippocampus-body,unsmoothed,ap163,-257.310028076,stress
5775,FA,lh,3.0,epi,hippocampus-body,unsmoothed,ap163,-675.76373291,stress
5776,FA,rh,40.0,epi,hippocampus-body,unsmoothed,ap163,-799.767089844,stress
5804,sourcehit,lh,3.0,epi,hippocampus-body,unsmoothed,ap163,464.082641602,stress
5805,sourcehit,rh,40.0,epi,hippocampus-body,unsmoothed,ap163,336.791900635,stress
5833,itemhit_lo,lh,3.0,epi,hippocampus-body,unsmoothed,ap163,10.2691650391,stress
5834,itemhit_lo,rh,40.0,epi,hippocampus-body,unsmoothed,ap163,14.5552368164,stress
5862,sourcemiss_hi,lh,3.0,epi,hippocampus-body,unsmoothed,ap163,-339.313537598,stress
5863,sourcemiss_hi,rh,40.0,epi,hippocampus-body,unsmoothed,ap163,-33.573387146,stress
5891,M,lh,3.0,epi,hippocampus-body,unsmoothed,ap163,-184.31451416,stress
5892,M,rh,40.0,epi,hippocampus-body,unsmoothed,ap163,7.87777090073,stress
5920,CR,lh,46.0,epi,hippocampus-body,unsmoothed,ap165,-917.262207031,stress
5921,CR,rh,43.0,epi,hippocampus-body,unsmoothed,ap165,-618.982849121,stress
5949,FA,lh,46.0,epi,hippocampus-body,unsmoothed,ap165,-745.47479248,stress
5950,FA,rh,43.0,epi,hippocampus-body,unsmoothed,ap165,-580.634521484,stress
5978,sourcehit,lh,46.0,epi,hippocampus-body,unsmoothed,ap165,60.5403747559,stress
5979,sourcehit,rh,43.0,epi,hippocampus-body,unsmoothed,ap165,11.392334938,stress
6007,itemhit_lo,lh,46.0,epi,hippocampus-body,unsmoothed,ap165,-1148.65856934,stress
6008,itemhit_lo,rh,43.0,epi,hippocampus-body,unsmoothed,ap165,-942.737121582,stress
6036,sourcemiss_hi,lh,46.0,epi,hippocampus-body,unsmoothed,ap165,-1829.98876953,stress
6037,sourcemiss_hi,rh,43.0,epi,hippocampus-body,unsmoothed,ap165,-1569.78894043,stress
6065,M,lh,46.0,epi,hippocampus-body,unsmoothed,ap165,-849.353088379,stress
6066,M,rh,43.0,epi,hippocampus-body,unsmoothed,ap165,-872.596740723,stress
6094,CR,lh,32.0,epi,hippocampus-body,unsmoothed,ap166,14.0462493896,stress
6095,CR,rh,25.0,epi,hippocampus-body,unsmoothed,ap166,-135.227096558,stress
6123,FA,lh,32.0,epi,hippocampus-body,unsmoothed,ap166,29.2557830811,stress
6124,FA,rh,25.0,epi,hippocampus-body,unsmoothed,ap166,-250.564407349,stress
6152,sourcehit,lh,32.0,epi,hippocampus-body,unsmoothed,ap166,746.892944336,stress
6153,sourcehit,rh,25.0,epi,hippocampus-body,unsmoothed,ap166,522.90826416,stress
6181,itemhit_lo,lh,32.0,epi,hippocampus-body,unsmoothed,ap166,468.044555664,stress
6182,itemhit_lo,rh,25.0,epi,hippocampus-body,unsmoothed,ap166,36.2475090027,stress
6210,sourcemiss_hi,lh,32.0,epi,hippocampus-body,unsmoothed,ap166,480.262329102,stress
6211,sourcemiss_hi,rh,25.0,epi,hippocampus-body,unsmoothed,ap166,187.429351807,stress
6239,M,lh,32.0,epi,hippocampus-body,unsmoothed,ap166,415.47253418,stress
6240,M,rh,25.0,epi,hippocampus-body,unsmoothed,ap166,-57.4319534302,stress
6268,CR,lh,41.0,epi,hippocampus-body,unsmoothed,ap167,-255.46913147,stress
6269,CR,rh,35.0,epi,hippocampus-body,unsmoothed,ap167,-85.6003036499,stress
6297,FA,lh,41.0,epi,hippocampus-body,unsmoothed,ap167,-602.938476562,stress
6298,FA,rh,35.0,epi,hippocampus-body,unsmoothed,ap167,-424.036743164,stress
6326,sourcehit,lh,41.0,epi,hippocampus-body,unsmoothed,ap167,-210.05291748,stress
6327,sourcehit,rh,35.0,epi,hippocampus-body,unsmoothed,ap167,101.752235413,stress
6355,itemhit_lo,lh,41.0,epi,hippocampus-body,unsmoothed,ap167,-437.804870605,stress
6356,itemhit_lo,rh,35.0,epi,hippocampus-body,unsmoothed,ap167,-260.466583252,stress
6384,sourcemiss_hi,lh,41.0,epi,hippocampus-body,unsmoothed,ap167,121.882919312,stress
6385,sourcemiss_hi,rh,35.0,epi,hippocampus-body,unsmoothed,ap167,-82.1949157715,stress
6413,M,lh,41.0,epi,hippocampus-body,unsmoothed,ap167,-172.374084473,stress
6414,M,rh,35.0,epi,hippocampus-body,unsmoothed,ap167,-54.042842865,stress
6442,CR,lh,42.0,epi,hippocampus-body,unsmoothed,ap168,-1417.18725586,stress
6443,CR,rh,32.0,epi,hippocampus-body,unsmoothed,ap168,-435.643035889,stress
6471,FA,lh,42.0,epi,hippocampus-body,unsmoothed,ap168,837.891296387,stress
6472,FA,rh,32.0,epi,hippocampus-body,unsmoothed,ap168,762.337890625,stress
6500,sourcehit,lh,42.0,epi,hippocampus-body,unsmoothed,ap168,-486.247161865,stress
6501,sourcehit,rh,32.0,epi,hippocampus-body,unsmoothed,ap168,-694.737060547,stress
6529,itemhit_lo,lh,42.0,epi,hippocampus-body,unsmoothed,ap168,-101.320556641,stress
6530,itemhit_lo,rh,32.0,epi,hippocampus-body,unsmoothed,ap168,-154.411331177,stress
6558,sourcemiss_hi,lh,42.0,epi,hippocampus-body,unsmoothed,ap168,-228.38117981,stress
6559,sourcemiss_hi,rh,32.0,epi,hippocampus-body,unsmoothed,ap168,-960.991210938,stress
6587,M,lh,42.0,epi,hippocampus-body,unsmoothed,ap168,1745.44433594,stress
6588,M,rh,32.0,epi,hippocampus-body,unsmoothed,ap168,1158.06225586,stress
6616,CR,lh,36.0,epi,hippocampus-body,unsmoothed,ap169,18.3317947388,stress
6617,CR,rh,39.0,epi,hippocampus-body,unsmoothed,ap169,-109.887535095,stress
6645,FA,lh,36.0,epi,hippocampus-body,unsmoothed,ap169,-310.178100586,stress
6646,FA,rh,39.0,epi,hippocampus-body,unsmoothed,ap169,-509.98727417,stress
6674,sourcehit,lh,36.0,epi,hippocampus-body,unsmoothed,ap169,-183.120864868,stress
6675,sourcehit,rh,39.0,epi,hippocampus-body,unsmoothed,ap169,-372.399810791,stress
6703,itemhit_lo,lh,36.0,epi,hippocampus-body,unsmoothed,ap169,241.542129517,stress
6704,itemhit_lo,rh,39.0,epi,hippocampus-body,unsmoothed,ap169,760.359375,stress
6732,sourcemiss_hi,lh,36.0,epi,hippocampus-body,unsmoothed,ap169,-383.405731201,stress
6733,sourcemiss_hi,rh,39.0,epi,hippocampus-body,unsmoothed,ap169,-205.086807251,stress
6761,M,lh,36.0,epi,hippocampus-body,unsmoothed,ap169,93.9739303589,stress
6762,M,rh,39.0,epi,hippocampus-body,unsmoothed,ap169,-45.0002975464,stress
6790,CR,lh,34.0,epi,hippocampus-body,unsmoothed,ap170,-626.470336914,stress
6791,CR,rh,31.0,epi,hippocampus-body,unsmoothed,ap170,-699.693237305,stress
6819,FA,lh,34.0,epi,hippocampus-body,unsmoothed,ap170,-813.226501465,stress
6820,FA,rh,31.0,epi,hippocampus-body,unsmoothed,ap170,-585.840148926,stress
6848,sourcehit,lh,34.0,epi,hippocampus-body,unsmoothed,ap170,115.910430908,stress
6849,sourcehit,rh,31.0,epi,hippocampus-body,unsmoothed,ap170,-146.698104858,stress
6877,itemhit_lo,lh,34.0,epi,hippocampus-body,unsmoothed,ap170,-570.170959473,stress
6878,itemhit_lo,rh,31.0,epi,hippocampus-body,unsmoothed,ap170,-477.496795654,stress
6906,sourcemiss_hi,lh,34.0,epi,hippocampus-body,unsmoothed,ap170,-385.104095459,stress
6907,sourcemiss_hi,rh,31.0,epi,hippocampus-body,unsmoothed,ap170,-168.708221436,stress
6935,M,lh,34.0,epi,hippocampus-body,unsmoothed,ap170,-814.358825684,stress
6936,M,rh,31.0,epi,hippocampus-body,unsmoothed,ap170,-915.200683594,stress
6964,CR,lh,38.0,epi,hippocampus-body,unsmoothed,ap171,20.0823421478,stress
6965,CR,rh,36.0,epi,hippocampus-body,unsmoothed,ap171,-163.28843689,stress
6993,FA,lh,38.0,epi,hippocampus-body,unsmoothed,ap171,-33.8176651001,stress
6994,FA,rh,36.0,epi,hippocampus-body,unsmoothed,ap171,-249.606063843,stress
7022,sourcehit,lh,38.0,epi,hippocampus-body,unsmoothed,ap171,544.048278809,stress
7023,sourcehit,rh,36.0,epi,hippocampus-body,unsmoothed,ap171,42.4032859802,stress
7051,itemhit_lo,lh,38.0,epi,hippocampus-body,unsmoothed,ap171,243.946212769,stress
7052,itemhit_lo,rh,36.0,epi,hippocampus-body,unsmoothed,ap171,-148.188964844,stress
7080,sourcemiss_hi,lh,38.0,epi,hippocampus-body,unsmoothed,ap171,286.696563721,stress
7081,sourcemiss_hi,rh,36.0,epi,hippocampus-body,unsmoothed,ap171,-23.4176883698,stress
7109,M,lh,38.0,epi,hippocampus-body,unsmoothed,ap171,22.4422721863,stress
7110,M,rh,36.0,epi,hippocampus-body,unsmoothed,ap171,-308.389038086,stress
7138,CR,lh,37.0,epi,hippocampus-body,unsmoothed,ap172,-350.822174072,stress
7139,CR,rh,41.0,epi,hippocampus-body,unsmoothed,ap172,-351.807556152,stress
7167,FA,lh,37.0,epi,hippocampus-body,unsmoothed,ap172,-356.665618896,stress
7168,FA,rh,41.0,epi,hippocampus-body,unsmoothed,ap172,-482.187866211,stress
7196,sourcehit,lh,37.0,epi,hippocampus-body,unsmoothed,ap172,-268.233123779,stress
7197,sourcehit,rh,41.0,epi,hippocampus-body,unsmoothed,ap172,-350.946014404,stress
7225,itemhit_lo,lh,37.0,epi,hippocampus-body,unsmoothed,ap172,-376.551025391,stress
7226,itemhit_lo,rh,41.0,epi,hippocampus-body,unsmoothed,ap172,-429.404815674,stress
7254,sourcemiss_hi,lh,37.0,epi,hippocampus-body,unsmoothed,ap172,-477.45022583,stress
7255,sourcemiss_hi,rh,41.0,epi,hippocampus-body,unsmoothed,ap172,-870.888366699,stress
7283,M,lh,37.0,epi,hippocampus-body,unsmoothed,ap172,-491.841003418,stress
7284,M,rh,41.0,epi,hippocampus-body,unsmoothed,ap172,-676.563293457,stress
7312,CR,lh,37.0,epi,hippocampus-body,unsmoothed,ap173,107.136306763,stress
7313,CR,rh,29.0,epi,hippocampus-body,unsmoothed,ap173,-180.469238281,stress
7341,FA,lh,37.0,epi,hippocampus-body,unsmoothed,ap173,-215.722366333,stress
7342,FA,rh,29.0,epi,hippocampus-body,unsmoothed,ap173,-218.135681152,stress
7370,sourcehit,lh,37.0,epi,hippocampus-body,unsmoothed,ap173,34.4961090088,stress
7371,sourcehit,rh,29.0,epi,hippocampus-body,unsmoothed,ap173,62.7243766785,stress
7399,itemhit_lo,lh,37.0,epi,hippocampus-body,unsmoothed,ap173,-184.092636108,stress
7400,itemhit_lo,rh,29.0,epi,hippocampus-body,unsmoothed,ap173,-497.890411377,stress
7428,sourcemiss_hi,lh,37.0,epi,hippocampus-body,unsmoothed,ap173,-225.507522583,stress
7429,sourcemiss_hi,rh,29.0,epi,hippocampus-body,unsmoothed,ap173,-168.916931152,stress
7457,M,lh,37.0,epi,hippocampus-body,unsmoothed,ap173,96.9214706421,stress
7458,M,rh,29.0,epi,hippocampus-body,unsmoothed,ap173,-215.946670532,stress
7486,CR,lh,36.0,epi,hippocampus-body,unsmoothed,ap174,213.175476074,stress
7487,CR,rh,37.0,epi,hippocampus-body,unsmoothed,ap174,181.357162476,stress
7515,FA,lh,36.0,epi,hippocampus-body,unsmoothed,ap174,46.1610527039,stress
7516,FA,rh,37.0,epi,hippocampus-body,unsmoothed,ap174,56.6655921936,stress
7544,sourcehit,lh,36.0,epi,hippocampus-body,unsmoothed,ap174,453.213348389,stress
7545,sourcehit,rh,37.0,epi,hippocampus-body,unsmoothed,ap174,450.637298584,stress
7573,itemhit_lo,lh,36.0,epi,hippocampus-body,unsmoothed,ap174,-308.089538574,stress
7574,itemhit_lo,rh,37.0,epi,hippocampus-body,unsmoothed,ap174,-122.433265686,stress
7602,sourcemiss_hi,lh,36.0,epi,hippocampus-body,unsmoothed,ap174,313.950469971,stress
7603,sourcemiss_hi,rh,37.0,epi,hippocampus-body,unsmoothed,ap174,258.718688965,stress
7631,M,lh,36.0,epi,hippocampus-body,unsmoothed,ap174,395.457794189,stress
7632,M,rh,37.0,epi,hippocampus-body,unsmoothed,ap174,370.19821167,stress
