,cond,hemi,mask_vox,regspace,roi,smoothing,subid,value,group
97,CR,rh,675.0,epi,dorsalattn,unsmoothed,ap109,629.309692383,control
98,FA,lh,688.0,epi,dorsalattn,unsmoothed,ap109,563.245727539,control
99,FA,rh,675.0,epi,dorsalattn,unsmoothed,ap109,538.038635254,control
100,sourcehit,lh,688.0,epi,dorsalattn,unsmoothed,ap109,547.88079834,control
101,sourcehit,rh,675.0,epi,dorsalattn,unsmoothed,ap109,468.125732422,control
102,itemhit_lo,lh,688.0,epi,dorsalattn,unsmoothed,ap109,954.806396484,control
103,itemhit_lo,rh,675.0,epi,dorsalattn,unsmoothed,ap109,772.550170898,control
104,sourcemiss_hi,lh,688.0,epi,dorsalattn,unsmoothed,ap109,792.550231934,control
105,sourcemiss_hi,rh,675.0,epi,dorsalattn,unsmoothed,ap109,549.257751465,control
106,M,lh,688.0,epi,dorsalattn,unsmoothed,ap109,626.607116699,control
107,M,rh,675.0,epi,dorsalattn,unsmoothed,ap109,741.605895996,control
108,CR,lh,809.0,epi,dorsalattn,unsmoothed,ap110,708.176269531,control
109,CR,rh,772.0,epi,dorsalattn,unsmoothed,ap110,269.930633545,control
110,FA,lh,809.0,epi,dorsalattn,unsmoothed,ap110,1995.37304688,control
111,FA,rh,772.0,epi,dorsalattn,unsmoothed,ap110,1285.98303223,control
112,sourcehit,lh,809.0,epi,dorsalattn,unsmoothed,ap110,2397.28930664,control
113,sourcehit,rh,772.0,epi,dorsalattn,unsmoothed,ap110,1166.83703613,control
114,itemhit_lo,lh,809.0,epi,dorsalattn,unsmoothed,ap110,1709.32055664,control
115,itemhit_lo,rh,772.0,epi,dorsalattn,unsmoothed,ap110,516.907043457,control
116,sourcemiss_hi,lh,809.0,epi,dorsalattn,unsmoothed,ap110,2531.6340332,control
117,sourcemiss_hi,rh,772.0,epi,dorsalattn,unsmoothed,ap110,1528.31164551,control
118,M,lh,809.0,epi,dorsalattn,unsmoothed,ap110,744.97479248,control
119,M,rh,772.0,epi,dorsalattn,unsmoothed,ap110,386.129455566,control
120,CR,lh,759.0,epi,dorsalattn,unsmoothed,ap111,333.597106934,control
121,CR,rh,847.0,epi,dorsalattn,unsmoothed,ap111,223.801696777,control
122,FA,lh,759.0,epi,dorsalattn,unsmoothed,ap111,747.349304199,control
123,FA,rh,847.0,epi,dorsalattn,unsmoothed,ap111,325.415771484,control
124,sourcehit,lh,759.0,epi,dorsalattn,unsmoothed,ap111,1091.37390137,control
125,sourcehit,rh,847.0,epi,dorsalattn,unsmoothed,ap111,882.247924805,control
126,itemhit_lo,lh,759.0,epi,dorsalattn,unsmoothed,ap111,1209.84960938,control
127,itemhit_lo,rh,847.0,epi,dorsalattn,unsmoothed,ap111,729.005554199,control
128,sourcemiss_hi,lh,759.0,epi,dorsalattn,unsmoothed,ap111,1627.1217041,control
129,sourcemiss_hi,rh,847.0,epi,dorsalattn,unsmoothed,ap111,1289.95605469,control
130,M,lh,759.0,epi,dorsalattn,unsmoothed,ap111,519.911804199,control
131,M,rh,847.0,epi,dorsalattn,unsmoothed,ap111,130.375640869,control
132,CR,lh,744.0,epi,dorsalattn,unsmoothed,ap113,1766.74291992,control
133,CR,rh,833.0,epi,dorsalattn,unsmoothed,ap113,1067.81359863,control
134,FA,lh,744.0,epi,dorsalattn,unsmoothed,ap113,2216.23266602,control
135,FA,rh,833.0,epi,dorsalattn,unsmoothed,ap113,1626.08154297,control
136,sourcehit,lh,744.0,epi,dorsalattn,unsmoothed,ap113,2407.84301758,control
137,sourcehit,rh,833.0,epi,dorsalattn,unsmoothed,ap113,1491.99157715,control
138,itemhit_lo,lh,744.0,epi,dorsalattn,unsmoothed,ap113,2088.63549805,control
139,itemhit_lo,rh,833.0,epi,dorsalattn,unsmoothed,ap113,1307.40588379,control
140,sourcemiss_hi,lh,744.0,epi,dorsalattn,unsmoothed,ap113,2248.15649414,control
141,sourcemiss_hi,rh,833.0,epi,dorsalattn,unsmoothed,ap113,1172.53137207,control
142,M,lh,744.0,epi,dorsalattn,unsmoothed,ap113,1588.64343262,control
143,M,rh,833.0,epi,dorsalattn,unsmoothed,ap113,529.227661133,control
144,CR,lh,747.0,epi,dorsalattn,unsmoothed,ap114,1252.64953613,control
145,CR,rh,773.0,epi,dorsalattn,unsmoothed,ap114,1380.99938965,control
146,FA,lh,747.0,epi,dorsalattn,unsmoothed,ap114,700.572631836,control
147,FA,rh,773.0,epi,dorsalattn,unsmoothed,ap114,700.995178223,control
148,sourcehit,lh,747.0,epi,dorsalattn,unsmoothed,ap114,1170.17285156,control
