,cond,hemi,mask_vox,regspace,roi,smoothing,subid,value,group
2506,sourcehit,lh,1647.0,epi,frontoparietal,unsmoothed,ap116,1576.88220215,control
2507,sourcehit,rh,1861.0,epi,frontoparietal,unsmoothed,ap116,-243.024429321,control
2535,itemhit_lo,lh,1647.0,epi,frontoparietal,unsmoothed,ap116,630.301086426,control
2536,itemhit_lo,rh,1861.0,epi,frontoparietal,unsmoothed,ap116,-2301.69580078,control
2564,sourcemiss_hi,lh,1647.0,epi,frontoparietal,unsmoothed,ap116,1438.65136719,control
2565,sourcemiss_hi,rh,1861.0,epi,frontoparietal,unsmoothed,ap116,-78.9681091309,control
2593,M,lh,1647.0,epi,frontoparietal,unsmoothed,ap116,-164.12298584,control
2594,M,rh,1861.0,epi,frontoparietal,unsmoothed,ap116,-1786.99035645,control
2622,CR,lh,1564.0,epi,frontoparietal,unsmoothed,ap117,-256.562988281,control
2623,CR,rh,1826.0,epi,frontoparietal,unsmoothed,ap117,-728.277770996,control
2651,FA,lh,1564.0,epi,frontoparietal,unsmoothed,ap117,188.282562256,control
2652,FA,rh,1826.0,epi,frontoparietal,unsmoothed,ap117,-385.537994385,control
2680,sourcehit,lh,1564.0,epi,frontoparietal,unsmoothed,ap117,1254.23657227,control
2681,sourcehit,rh,1826.0,epi,frontoparietal,unsmoothed,ap117,591.854858398,control
2709,itemhit_lo,lh,1564.0,epi,frontoparietal,unsmoothed,ap117,237.012802124,control
2710,itemhit_lo,rh,1826.0,epi,frontoparietal,unsmoothed,ap117,-61.430644989,control
2738,sourcemiss_hi,lh,1564.0,epi,frontoparietal,unsmoothed,ap117,125.707847595,control
2739,sourcemiss_hi,rh,1826.0,epi,frontoparietal,unsmoothed,ap117,-524.452209473,control
2767,M,lh,1564.0,epi,frontoparietal,unsmoothed,ap117,-160.21786499,control
2768,M,rh,1826.0,epi,frontoparietal,unsmoothed,ap117,-709.791564941,control
2796,CR,lh,1706.0,epi,frontoparietal,unsmoothed,ap118,-663.942382812,control
2797,CR,rh,1848.0,epi,frontoparietal,unsmoothed,ap118,-95.8337936401,control
2825,FA,lh,1706.0,epi,frontoparietal,unsmoothed,ap118,90.4570846558,control
2826,FA,rh,1848.0,epi,frontoparietal,unsmoothed,ap118,-442.023040771,control
2854,sourcehit,lh,1706.0,epi,frontoparietal,unsmoothed,ap118,1479.44714355,control
2855,sourcehit,rh,1848.0,epi,frontoparietal,unsmoothed,ap118,493.192108154,control
2883,itemhit_lo,lh,1706.0,epi,frontoparietal,unsmoothed,ap118,20.1770858765,control
2884,itemhit_lo,rh,1848.0,epi,frontoparietal,unsmoothed,ap118,-334.524658203,control
2912,sourcemiss_hi,lh,1706.0,epi,frontoparietal,unsmoothed,ap118,302.888275146,control
2913,sourcemiss_hi,rh,1848.0,epi,frontoparietal,unsmoothed,ap118,-188.792617798,control
2941,M,lh,1706.0,epi,frontoparietal,unsmoothed,ap118,-935.126037598,control
2942,M,rh,1848.0,epi,frontoparietal,unsmoothed,ap118,-770.055847168,control
2970,CR,lh,1409.0,epi,frontoparietal,unsmoothed,ap119,-1005.46435547,control
2971,CR,rh,1622.0,epi,frontoparietal,unsmoothed,ap119,-1380.65222168,control
2999,FA,lh,1409.0,epi,frontoparietal,unsmoothed,ap119,1021.92016602,control
3000,FA,rh,1622.0,epi,frontoparietal,unsmoothed,ap119,-404.52142334,control
3028,sourcehit,lh,1409.0,epi,frontoparietal,unsmoothed,ap119,612.411132812,control
3029,sourcehit,rh,1622.0,epi,frontoparietal,unsmoothed,ap119,-849.204467773,control
3057,itemhit_lo,lh,1409.0,epi,frontoparietal,unsmoothed,ap119,210.804382324,control
3058,itemhit_lo,rh,1622.0,epi,frontoparietal,unsmoothed,ap119,-1153.0123291,control
3086,sourcemiss_hi,lh,1409.0,epi,frontoparietal,unsmoothed,ap119,1123.48303223,control
3087,sourcemiss_hi,rh,1622.0,epi,frontoparietal,unsmoothed,ap119,-639.292053223,control
3115,M,lh,1409.0,epi,frontoparietal,unsmoothed,ap119,-490.312042236,control
3116,M,rh,1622.0,epi,frontoparietal,unsmoothed,ap119,-2058.78149414,control
3144,CR,lh,1467.0,epi,frontoparietal,unsmoothed,ap120,-228.37361145,control
3145,CR,rh,1711.0,epi,frontoparietal,unsmoothed,ap120,-271.031463623,control
3173,FA,lh,1467.0,epi,frontoparietal,unsmoothed,ap120,-428.233459473,control
3174,FA,rh,1711.0,epi,frontoparietal,unsmoothed,ap120,-1370.4777832,control
3202,sourcehit,lh,1467.0,epi,frontoparietal,unsmoothed,ap120,286.159729004,control
3203,sourcehit,rh,1711.0,epi,frontoparietal,unsmoothed,ap120,39.0598869324,control
3231,itemhit_lo,lh,1467.0,epi,frontoparietal,unsmoothed,ap120,390.602081299,control
3232,itemhit_lo,rh,1711.0,epi,frontoparietal,unsmoothed,ap120,-15.1699113846,control
3260,sourcemiss_hi,lh,1467.0,epi,frontoparietal,unsmoothed,ap120,-115.547203064,control
