,cond,hemi,mask_vox,regspace,roi,smoothing,subid,value,group
5711,sourcemiss_hi,lh,161.0,epi,DefaultA_IPL,unsmoothed,ap164,2032.25598145,stress
5740,M,lh,161.0,epi,DefaultA_IPL,unsmoothed,ap164,-761.957397461,stress
5769,CR,lh,92.0,epi,DefaultA_IPL,unsmoothed,ap163,-1396.5859375,stress
5798,FA,lh,92.0,epi,DefaultA_IPL,unsmoothed,ap163,-3542.38720703,stress
5827,sourcehit,lh,92.0,epi,DefaultA_IPL,unsmoothed,ap163,1377.13964844,stress
5856,itemhit_lo,lh,92.0,epi,DefaultA_IPL,unsmoothed,ap163,-1128.52575684,stress
5885,sourcemiss_hi,lh,92.0,epi,DefaultA_IPL,unsmoothed,ap163,1845.36108398,stress
5914,M,lh,92.0,epi,DefaultA_IPL,unsmoothed,ap163,-695.859436035,stress
5943,CR,lh,167.0,epi,DefaultA_IPL,unsmoothed,ap165,-1762.99157715,stress
5972,FA,lh,167.0,epi,DefaultA_IPL,unsmoothed,ap165,-2474.18945312,stress
6001,sourcehit,lh,167.0,epi,DefaultA_IPL,unsmoothed,ap165,-1267.06628418,stress
6030,itemhit_lo,lh,167.0,epi,DefaultA_IPL,unsmoothed,ap165,-3336.59912109,stress
6059,sourcemiss_hi,lh,167.0,epi,DefaultA_IPL,unsmoothed,ap165,-1881.69848633,stress
6088,M,lh,167.0,epi,DefaultA_IPL,unsmoothed,ap165,-1674.61401367,stress
6117,CR,lh,138.0,epi,DefaultA_IPL,unsmoothed,ap166,-1696.30444336,stress
6146,FA,lh,138.0,epi,DefaultA_IPL,unsmoothed,ap166,-286.986358643,stress
6175,sourcehit,lh,138.0,epi,DefaultA_IPL,unsmoothed,ap166,249.971832275,stress
6204,itemhit_lo,lh,138.0,epi,DefaultA_IPL,unsmoothed,ap166,-500.276367188,stress
6233,sourcemiss_hi,lh,138.0,epi,DefaultA_IPL,unsmoothed,ap166,624.002624512,stress
6262,M,lh,138.0,epi,DefaultA_IPL,unsmoothed,ap166,-1440.54504395,stress
6291,CR,lh,110.0,epi,DefaultA_IPL,unsmoothed,ap167,-1334.9263916,stress
6320,FA,lh,110.0,epi,DefaultA_IPL,unsmoothed,ap167,-1085.91333008,stress
6349,sourcehit,lh,110.0,epi,DefaultA_IPL,unsmoothed,ap167,772.524169922,stress
6378,itemhit_lo,lh,110.0,epi,DefaultA_IPL,unsmoothed,ap167,-924.079101562,stress
6407,sourcemiss_hi,lh,110.0,epi,DefaultA_IPL,unsmoothed,ap167,156.891021729,stress
6436,M,lh,110.0,epi,DefaultA_IPL,unsmoothed,ap167,-886.846435547,stress
6465,CR,lh,125.0,epi,DefaultA_IPL,unsmoothed,ap168,-1338.17980957,stress
6494,FA,lh,125.0,epi,DefaultA_IPL,unsmoothed,ap168,-416.578491211,stress
6523,sourcehit,lh,125.0,epi,DefaultA_IPL,unsmoothed,ap168,-546.723632812,stress
6552,itemhit_lo,lh,125.0,epi,DefaultA_IPL,unsmoothed,ap168,-1299.06787109,stress
6581,sourcemiss_hi,lh,125.0,epi,DefaultA_IPL,unsmoothed,ap168,-1557.86523438,stress
6610,M,lh,125.0,epi,DefaultA_IPL,unsmoothed,ap168,1473.17321777,stress
6639,CR,lh,117.0,epi,DefaultA_IPL,unsmoothed,ap169,-1401.54833984,stress
