index,run,trial,onset,duration,cond,shockCond,shockTrial,target,associate,resp,acc,accSpec,respRT,ISIresp,ISIacc,ISIaccSpec,ISIrespRT
1,1,1,12.0250,12.3370,F,safe,0,SOOT,foil,F,CR,CR,1.5828,NR,NR,NR,999.0000
2,1,2,24.3912,9.6323,TO_2,safe,0,SALAD,ocean,TO,H,HO_Hi,1.8496,NR,NR,NR,999.0000
3,1,3,34.0602,9.2666,F,safe,0,OMELET,foil,TO,FA,FAO_Hi,1.5656,NR,NR,NR,999.0000
4,1,4,43.3552,9.9338,F,safe,0,HAWK,foil,F,CR,CR,3.3012,NR,NR,NR,999.0000
5,1,5,53.3173,11.2671,F,safe,0,SOCK,foil,TI,FA,FAI_Hi,1.4874,NR,NR,NR,999.0000
6,1,6,64.6133,10.3740,TO_2,safe,0,ARROW,canyon,TI,SM,SMO_Hi,2.1104,NR,NR,NR,999.0000
7,1,7,75.0157,10.5540,TO_4,safe,0,MUSTARD,ruin,TI,SM,SMO_Hi,1.6104,NR,NR,NR,999.0000
8,1,8,85.5980,9.5376,TO_4,safe,0,NOODLE,barn,TI,SM,SMO_Hi,1.3260,NR,NR,NR,999.0000
9,1,9,95.1644,11.6823,TO_2,safe,0,MOON,corn_field,TI,SM,SMO_Hi,1.6791,NR,NR,NR,999.0000
10,1,10,106.8744,9.0594,TI_4,safe,0,PIE,locker_room,TI,H,HI_Hi,1.9978,NR,NR,NR,999.0000
11,1,11,115.9623,9.3764,TI_4,safe,0,FLASK,living_room,TO,SM,SMI_Hi,1.7588,NR,NR,NR,999.0000
12,1,12,125.3677,9.8081,F,safe,0,GARBAGE,foil,NR,NR,NR,999.0000,NR,NR,NR,999.0000
13,1,13,135.2043,11.9435,TI_2,safe,0,YACHT,ice_skating_rink,TO,SM,SMI_Hi,2.3109,NR,NR,NR,999.0000
14,1,14,147.1759,11.6233,TO_2,safe,0,PASSPORT,bullring,TI,SM,SMO_Hi,2.2481,NR,NR,NR,999.0000
15,1,15,158.8281,12.3240,TI_2,safe,0,HELMET,parking_garage,TI,H,HI_Hi,2.9351,NR,NR,NR,999.0000
16,1,16,171.1805,9.3937,TI_2,safe,0,BOAT,lobby,F,M,MI,2.9380,NR,NR,NR,999.0000
17,1,17,180.6027,11.1875,F,safe,0,CAGE,foil,F,CR,CR,1.9693,NR,NR,NR,999.0000
18,1,18,191.8180,10.0971,F,safe,0,DIAMOND,foil,TI,FA,FAI_Hi,2.4284,NR,NR,NR,999.0000
19,1,19,201.9432,10.1079,F,safe,0,GORILLA,foil,F,CR,CR,3.7108,NR,NR,NR,999.0000
20,1,20,212.0793,9.6874,TI_2,safe,0,STAPLER,garage,TI,H,HI_Hi,2.4997,NR,NR,NR,999.0000
21,1,21,221.7956,9.7628,TO_4,safe,0,RAKE,manufactured_home,TI,SM,SMO_Hi,2.4516,NR,NR,NR,999.0000
22,1,22,231.5873,10.9958,TI_2,safe,0,TRIBE,elevator,TI,H,HI_Hi,3.2748,NR,NR,NR,999.0000
23,1,23,242.6114,9.9234,TO_4,safe,0,GOAT,power_plant,TO,H,HO_Hi,2.2167,NR,NR,NR,999.0000
24,1,24,252.5640,10.7106,F,safe,0,ORANGE,foil,F,CR,CR,3.8906,NR,NR,NR,999.0000
25,1,25,263.3034,9.8956,TO_2,safe,0,BUTTER,butte,F,M,MI,1.1233,F,M,MI,0.0708
26,1,26,273.2272,9.1264,TO_4,safe,0,BANDIT,bayou,TI,SM,SMO_Hi,2.4221,NR,NR,NR,999.0000
27,1,27,282.3827,10.1999,TO_4,safe,0,MEDICINE,palace,TO,H,HO_Hi,2.2894,NR,NR,NR,999.0000
28,1,28,292.6114,9.6900,F,safe,0,VELVET,foil,F,CR,CR,2.4423,NR,NR,NR,999.0000
29,1,29,302.3294,9.4199,F,safe,0,FOX,foil,F,CR,CR,1.3103,NR,NR,NR,999.0000
30,1,30,311.7787,9.9880,TI_4,safe,0,TROLLEY,shoe_shop,TI,H,HI_Hi,1.6939,NR,NR,NR,999.0000
31,1,31,321.7962,9.1164,TI_2,safe,0,ASPARAGUS,pulpit,TI,H,HI_Hi,1.7267,NR,NR,NR,999.0000
32,1,32,330.9410,9.9142,TI_4,safe,0,CAMERA,operating_room,TI,H,HI_Hi,2.0487,NR,NR,NR,999.0000
33,1,33,340.8846,9.2537,F,safe,0,TOAST,foil,F,CR,CR,1.0387,NR,NR,NR,999.0000
34,1,34,350.1669,9.1486,F,safe,0,OTTER,foil,F,CR,CR,0.9255,NR,NR,NR,999.0000
35,1,35,359.3442,10.4700,TI_4,safe,0,TURTLE,volleyball_court,TI,H,HI_Hi,1.9421,NR,NR,NR,999.0000
36,1,36,369.8430,9.7560,TO_2,safe,0,WINE,iceberg,F,M,MI,1.4900,NR,NR,NR,999.0000
37,1,37,379.6279,10.5696,TO_4,safe,0,MOUSE,badlands,F,M,MI,1.9432,NR,NR,NR,999.0000
38,1,38,390.2264,9.7558,F,safe,0,NEEDLE,foil,F,CR,CR,2.1746,NR,NR,NR,999.0000
39,1,39,400.0113,9.1012,TI_4,safe,0,STOMACH,diner,TI,H,HI_Hi,1.9691,NR,NR,NR,999.0000
40,1,40,409.1412,11.3378,TI_4,safe,0,SUNBURN,drugstore,TI,H,HI_Hi,2.0968,NR,NR,NR,999.0000
41,1,41,420.5078,9.1793,TI_2,safe,0,WITCH,restaurant,TI,H,HI_Hi,3.1348,NR,NR,NR,999.0000
42,1,42,429.7164,10.6514,TO_2,safe,0,BOOT,amphitheater,F,M,MI,2.1140,NR,NR,NR,999.0000
43,2,1,12.0050,9.9384,TI_2,threat,0,CRAB,riding_arena,F,M,MI,1.3773,NR,NR,NR,999.0000
44,2,2,21.9749,10.7074,TI_4,threat,0,FAN,bazaar,F,M,MI,0.9375,NR,NR,NR,999.0000
45,2,3,32.7130,11.3348,TI_2,threat,0,SOAP,playroom,F,M,MI,1.8547,NR,NR,NR,999.0000
46,2,4,44.0804,12.6507,TI_4,threat,1,KEG,throne_room,NR,NR,NR,999.0000,NR,NR,NR,999.0000
47,2,5,56.7611,12.3272,TI_2,threat,0,LION,courtroom,F,M,MI,1.9232,NR,NR,NR,999.0000
48,2,6,69.1197,9.8955,TI_4,threat,0,MAGICIAN,kennel,TO,SM,SMI_Hi,1.4593,NR,NR,NR,999.0000
49,2,7,79.0456,9.6849,TO_4,threat,0,BLANKET,promenade_deck,F,M,MI,1.1809,NR,NR,NR,999.0000
50,2,8,88.7612,10.4690,TO_2,threat,0,SCISSORS,observatory,TI,SM,SMO_Hi,1.2711,NR,NR,NR,999.0000
51,2,9,99.2608,9.6879,F,threat,0,FIRE,foil,F,CR,CR,1.3381,NR,NR,NR,999.0000
52,2,10,108.9796,9.4162,TO_2,threat,0,JUGGLER,heliport,TO,H,HO_Hi,2.7627,NR,NR,NR,999.0000
53,2,11,118.4263,9.1467,F,threat,0,QUARTER,foil,F,CR,CR,2.4605,NR,NR,NR,999.0000
54,2,12,127.6031,9.0581,F,threat,0,VINE,foil,F,CR,CR,1.5067,NR,NR,NR,999.0000
55,2,13,136.6920,9.9884,TI_4,threat,0,LIME,florist_shop,TI,H,HI_Hi,2.1373,NR,NR,NR,999.0000
56,2,14,146.7111,9.9206,F,threat,0,DRUM,foil,F,CR,CR,1.7165,NR,NR,NR,999.0000
57,2,15,156.6623,9.7530,TI_4,threat,0,MOTH,subway_interior,TO,SM,SMI_Hi,1.7065,NR,NR,NR,999.0000
58,2,16,166.4465,9.2754,TO_2,threat,0,BOWL,lock_chamber,TI,SM,SMO_Hi,1.9993,NR,NR,NR,999.0000
59,2,17,175.7531,12.3220,F,threat,0,ALLIGATOR,foil,F,CR,CR,1.1378,NR,NR,NR,999.0000
60,2,18,188.1057,9.1761,TO_4,threat,0,POSTER,cemetery,TO,H,HO_Hi,2.7616,NR,NR,NR,999.0000
61,2,19,197.3125,11.2654,TO_4,threat,0,SCORPION,marsh,TO,H,HO_Hi,1.7500,NR,NR,NR,999.0000
62,2,20,208.6083,11.9424,TI_2,threat,0,EYE,cubicle,F,M,MI,1.4617,NR,NR,NR,999.0000
63,2,21,220.5822,10.1057,F,threat,0,SOUP,foil,F,CR,CR,1.6760,NR,NR,NR,999.0000
64,2,22,230.7179,9.1232,F,threat,0,PAN,foil,F,CR,CR,1.8895,NR,NR,NR,999.0000
65,2,23,239.8718,10.3716,TI_4,threat,0,PENCIL,galley,TI,H,HI_Hi,2.0197,NR,NR,NR,999.0000
66,2,24,250.2741,9.7552,TI_2,threat,0,MAP,cathedral,F,M,MI,1.4275,NR,NR,NR,999.0000
67,2,25,260.0602,9.3888,TO_2,threat,0,HONEY,herb_garden,F,M,MI,1.1803,NR,NR,NR,999.0000
68,2,26,269.4795,10.5683,TO_4,threat,0,RING,bamboo_forest,TO,H,HO_Hi,2.3120,NR,NR,NR,999.0000
69,2,27,280.0791,11.6181,F,threat,0,EASEL,foil,F,CR,CR,1.1680,NR,NR,NR,999.0000
70,2,28,291.7285,9.5359,TO_4,threat,0,NAPKIN,gazebo,F,M,MI,1.4383,NR,NR,NR,999.0000
71,2,29,301.2952,9.6320,F,threat,0,POTATO,foil,F,CR,CR,1.5628,NR,NR,NR,999.0000
72,2,30,310.9585,9.7602,F,threat,0,DAMSEL,foil,F,CR,CR,1.2745,NR,NR,NR,999.0000
73,2,31,320.7495,10.9943,TO_4,threat,0,SCOTCH,formal_garden,TI,SM,SMO_Hi,2.1352,NR,NR,NR,999.0000
74,2,32,331.7743,10.5519,TO_2,threat,0,WHIP,arch,TO,H,HO_Hi,3.0680,NR,NR,NR,999.0000
75,2,33,342.3579,9.1135,TI_2,threat,0,POWDER,assembly_line,TO,SM,SMI_Hi,2.9651,NR,NR,NR,999.0000
76,2,34,351.5023,9.3739,F,threat,0,PLUG,foil,F,CR,CR,2.0007,NR,NR,NR,999.0000
77,2,35,360.9079,9.9292,F,threat,0,TYPEWRITER,foil,F,CR,CR,0.8941,NR,NR,NR,999.0000
78,2,36,370.8684,11.1861,TO_2,threat,0,BIBLE,market,F,M,MI,0.9049,NR,NR,NR,999.0000
79,2,37,382.0855,9.8048,F,threat,0,FROG,foil,F,CR,CR,1.1376,NR,NR,NR,999.0000
80,2,38,391.9208,10.1981,TI_4,threat,0,OWL,bedroom,TI,H,HI_Hi,2.3556,NR,NR,NR,999.0000
81,2,39,402.1506,9.0993,TO_4,threat,0,CARROT,campsite,F,M,MI,1.7043,NR,NR,NR,999.0000
82,2,40,411.2810,10.0934,F,threat,0,ROCKER,foil,F,CR,CR,1.4342,NR,NR,NR,999.0000
83,2,41,421.4053,11.6793,TO_2,threat,0,CHERRY,ice_floe,TO,H,HO_Hi,2.7228,NR,NR,NR,999.0000
84,2,42,433.1160,9.2527,TI_2,threat,0,APPLE,music_store,F,M,MI,1.3381,NR,NR,NR,999.0000
85,3,1,12.0055,10.5947,TI_2,safe,0,SEAWEED,dining_room,F,M,MI,2.6244,NR,NR,NR,999.0000
86,3,2,22.6336,11.6163,TO_4,safe,0,HARPOON,forest_path,TO,H,HO_Hi,2.3617,NR,NR,NR,999.0000
87,3,3,34.2817,12.3270,TO_2,safe,0,SLIPPER,lift_bridge,F,M,MI,2.4532,NR,NR,NR,999.0000
88,3,4,46.6400,9.1143,TO_4,safe,0,DUST,crevasse,TI,SM,SMO_Hi,2.6039,NR,NR,NR,999.0000
89,3,5,55.7877,9.8036,TI_2,safe,0,CUCUMBER,computer_room,TO,SM,SMI_Hi,2.8807,NR,NR,NR,999.0000
90,3,6,65.6227,10.3712,TI_4,safe,0,BRACELET,limousine_interior,TI,H,HI_Hi,2.5135,NR,NR,NR,999.0000
91,3,7,76.0258,9.9089,TI_2,safe,0,PUDDLE,hospital_room,TI,H,HI_Hi,3.8134,NR,NR,NR,999.0000
92,3,8,85.9665,9.7599,TO_2,safe,0,TROPHY,ice_shelf,F,M,MI,1.4955,NR,NR,NR,999.0000
93,3,9,95.7582,11.2660,F,safe,0,VODKA,foil,F,CR,CR,1.3920,NR,NR,NR,999.0000
94,3,10,107.0560,9.1743,F,safe,0,ACROBAT,foil,F,CR,CR,1.3364,NR,NR,NR,999.0000
95,3,11,116.2625,10.5508,TI_4,safe,0,THONG,squash_court,TI,H,HI_Hi,2.3779,NR,NR,NR,999.0000
