index	block	cond	shockCond	shockTrial	term	ForS	condID	wordID	wordName	imgID	imgName	imgFile	imgType	subType	repType
1	1	TI_4	threat	0	TI_4	Indoor	WI_12	W250	wwBUCKET	Indoor68	ice_cream_parlor	indoor_ice_cream_parlor.jpg	indoor	indoor	4
2	1	F	threat	0	F	FOIL	F_3	W202	wwWALNUT	FOIL	FOIL	FOIL	FOIL	FOIL	0
3	1	TI_4	threat	0	TI_4	Indoor	WI_14	W228	wwSCREWDRIVER	Indoor87	music_studio	indoor_music_studio.jpg	indoor	indoor	4
4	1	TO_2	threat	0	TO_2	Outdoor	WO_13	W177	wwCHOCOLATE	Outdoor75	islet	outdoor_islet.jpg	outdoor	natural	2
5	1	TI_4	threat	0	TI_4	Indoor	WI_4	W43	wwOTTER	Indoor28	bowling_alley	indoor_bowling_alley.jpg	indoor	indoor	4
6	1	F	threat	0	F	FOIL	F_11	W38	wwTOBACCO	FOIL	FOIL	FOIL	FOIL	FOIL	0
7	1	TO_2	threat	0	TO_2	Outdoor	WO_11	W52	wwUMBRELLA	Outdoor12	basketball_court	outdoor_basketball_court.jpg	outdoor	manmade	2
8	1	TO_4	threat	0	TO_4	Outdoor	WO_8	W103	wwBEAVER	Outdoor98	oil_refinery	outdoor_oil_refinery.jpg	outdoor	manmade	4
9	1	F	threat	0	F	FOIL	F_14	W26	wwSHELL	FOIL	FOIL	FOIL	FOIL	FOIL	0
10	1	TI_2	threat	0	TI_2	Indoor	WI_7	W108	wwCAGE	Indoor114	television_studio	indoor_television_studio.jpg	indoor	indoor	2
11	1	F	threat	0	F	FOIL	F_1	W145	wwBIBLE	FOIL	FOIL	FOIL	FOIL	FOIL	0
12	1	TI_2	threat	0	TI_2	Indoor	WI_5	W118	wwWHEAT	Indoor4	aquarium	indoor_aquarium.jpg	indoor	indoor	2
13	1	F	threat	0	F	FOIL	F_13	W187	wwWORM	FOIL	FOIL	FOIL	FOIL	FOIL	0
14	1	TO_4	threat	0	TO_4	Outdoor	WO_2	W66	wwSHARK	Outdoor25	canal	outdoor_canal.jpg	outdoor	manmade	4
15	1	TO_2	threat	0	TO_2	Outdoor	WO_7	W9	wwMAP	Outdoor57	general_store	outdoor_general_store.jpg	outdoor	manmade	2
16	1	TO_2	threat	0	TO_2	Outdoor	WO_3	W182	wwWRENCH	Outdoor58	greenhouse	outdoor_greenhouse.jpg	outdoor	manmade	2
17	1	TI_2	threat	0	TI_2	Indoor	WI_13	W112	wwMUSSEL	Indoor118	toyshop	indoor_toyshop.jpg	indoor	indoor	2
18	1	F	threat	0	F	FOIL	F_6	W178	wwZIPPER	FOIL	FOIL	FOIL	FOIL	FOIL	0
19	1	F	threat	1	F	FOIL	F_5	W140	wwMANURE	FOIL	FOIL	FOIL	FOIL	FOIL	0
20	1	F	threat	0	F	FOIL	F_4	W88	wwGOAT	FOIL	FOIL	FOIL	FOIL	FOIL	0
21	1	TO_4	threat	0	TO_4	Outdoor	WO_4	W120	wwGORILLA	Outdoor22	butte	outdoor_butte.jpg	outdoor	natural	4
22	1	TO_2	threat	0	TO_2	Outdoor	WO_9	W239	wwSPONGE	Outdoor89	motel	outdoor_motel.jpg	outdoor	manmade	2
23	1	TI_2	threat	0	TI_2	Indoor	WI_9	W18	wwOMELET	Indoor79	library	indoor_library.jpg	indoor	indoor	2
24	1	F	threat	0	F	FOIL	F_10	W193	wwCLAM	FOIL	FOIL	FOIL	FOIL	FOIL	0
25	1	TO_4	threat	0	TO_4	Outdoor	WO_6	W61	wwLIGHTNING	Outdoor105	pavilion	outdoor_pavilion.jpg	outdoor	manmade	4
26	1	F	threat	0	F	FOIL	F_9	W19	wwROPE	FOIL	FOIL	FOIL	FOIL	FOIL	0
27	1	TI_4	threat	0	TI_4	Indoor	WI_2	W142	wwSUBMARINE	Indoor29	boxing_ring	indoor_boxing_ring.jpg	indoor	indoor	4
28	1	TI_2	threat	0	TI_2	Indoor	WI_11	W78	wwELEPHANT	Indoor59	fastfood_restaurant	indoor_fastfood_restaurant.jpg	indoor	indoor	2
29	1	TI_4	threat	0	TI_4	Indoor	WI_8	W232	wwMAGICIAN	Indoor81	living_room	indoor_living_room.jpg	indoor	indoor	4
30	1	TI_2	threat	0	TI_2	Indoor	WI_3	W98	wwTEETH	Indoor38	catacomb	indoor_catacomb.jpg	indoor	indoor	2
31	1	TO_4	threat	0	TO_4	Outdoor	WO_12	W157	wwSCAB	Outdoor32	construction_site	outdoor_construction_site.jpg	outdoor	manmade	4
32	1	F	threat	0	F	FOIL	F_12	W194	wwCHICKEN	FOIL	FOIL	FOIL	FOIL	FOIL	0
33	1	F	threat	0	F	FOIL	F_7	W147	wwWOLF	FOIL	FOIL	FOIL	FOIL	FOIL	0
34	1	TO_4	threat	0	TO_4	Outdoor	WO_14	W217	wwARROW	Outdoor66	hot_spring	outdoor_hot_spring.jpg	outdoor	natural	4
35	1	F	threat	0	F	FOIL	F_2	W91	wwFROG	FOIL	FOIL	FOIL	FOIL	FOIL	0
36	1	TO_2	threat	0	TO_2	Outdoor	WO_1	W212	wwDAMSEL	Outdoor33	corn_field	outdoor_corn_field.jpg	outdoor	natural	2
