index	block	cond	shockCond	shockTrial	term	ForS	condID	wordID	wordName	imgID	imgName	imgFile	imgType	subType	repType
1	1	F	threat	0	F	FOIL	F_4	W228	wwSCREWDRIVER	FOIL	FOIL	FOIL	FOIL	FOIL	0
2	1	TO_4	threat	0	TO_4	Outdoor	WO_4	W19	wwROPE	Outdoor73	igloo	outdoor_igloo.jpg	outdoor	natural	4
3	1	TI_2	threat	1	TI_2	Indoor	WI_13	W243	wwARMOR	Indoor23	beauty_salon	indoor_beauty_salon.jpg	indoor	indoor	2
4	1	TI_2	threat	0	TI_2	Indoor	WI_3	W197	wwGLOBE	Indoor112	swimming_pool	indoor_swimming_pool.jpg	indoor	indoor	2
5	1	TO_4	threat	0	TO_4	Outdoor	WO_14	W85	wwOPIUM	Outdoor96	orchard	outdoor_orchard.jpg	outdoor	natural	4
6	1	TO_2	threat	0	TO_2	Outdoor	WO_5	W206	wwTRIBE	Outdoor89	motel	outdoor_motel.jpg	outdoor	manmade	2
7	1	TI_4	threat	0	TI_4	Indoor	WI_12	W167	wwSOAP	Indoor8	assembly_line	indoor_assembly_line.jpg	indoor	indoor	4
8	1	TO_2	threat	0	TO_2	Outdoor	WO_1	W82	wwCROWN	Outdoor107	picnic_area	outdoor_picnic_area.jpg	outdoor	natural	2
9	1	TI_2	threat	0	TI_2	Indoor	WI_7	W53	wwHELMET	Indoor72	jewelry_shop	indoor_jewelry_shop.jpg	indoor	indoor	2
10	1	TI_2	threat	0	TI_2	Indoor	WI_9	W70	wwRICE	Indoor36	car_interior	indoor_car_interior.jpg	indoor	indoor	2
11	1	TI_4	threat	0	TI_4	Indoor	WI_8	W43	wwOTTER	Indoor20	basement	indoor_basement.jpg	indoor	indoor	4
12	1	F	threat	0	F	FOIL	F_2	W176	wwHIGHWAY	FOIL	FOIL	FOIL	FOIL	FOIL	0
13	1	F	threat	0	F	FOIL	F_11	W92	wwBONE	FOIL	FOIL	FOIL	FOIL	FOIL	0
14	1	TO_4	threat	0	TO_4	Outdoor	WO_6	W205	wwBOWL	Outdoor102	park	outdoor_park.jpg	outdoor	natural	4
15	1	F	threat	0	F	FOIL	F_13	W153	wwDIAMOND	FOIL	FOIL	FOIL	FOIL	FOIL	0
16	1	TI_4	threat	0	TI_4	Indoor	WI_6	W75	wwDOVE	Indoor71	jail_cell	indoor_jail_cell.jpg	indoor	indoor	4
17	1	F	threat	0	F	FOIL	F_8	W221	wwCOFFEE	FOIL	FOIL	FOIL	FOIL	FOIL	0
18	1	TI_2	threat	0	TI_2	Indoor	WI_11	W26	wwSHELL	Indoor82	lobby	indoor_lobby.jpg	indoor	indoor	2
19	1	TI_4	threat	0	TI_4	Indoor	WI_14	W1	wwSCROLL	Indoor5	archive	indoor_archive.jpg	indoor	indoor	4
20	1	TO_2	threat	0	TO_2	Outdoor	WO_3	W24	wwQUILL	Outdoor18	boathouse	outdoor_boathouse.jpg	outdoor	natural	2
21	1	F	threat	0	F	FOIL	F_14	W3	wwGLOVE	FOIL	FOIL	FOIL	FOIL	FOIL	0
22	1	F	threat	0	F	FOIL	F_3	W152	wwPUMPKIN	FOIL	FOIL	FOIL	FOIL	FOIL	0
23	1	TO_4	threat	0	TO_4	Outdoor	WO_2	W73	wwCEREAL	Outdoor70	ice_floe	outdoor_ice_floe.jpg	outdoor	natural	4
24	1	TO_2	threat	0	TO_2	Outdoor	WO_13	W215	wwBLANKET	Outdoor4	arch	outdoor_arch.jpg	outdoor	manmade	2
25	1	F	threat	0	F	FOIL	F_1	W68	wwMEDICINE	FOIL	FOIL	FOIL	FOIL	FOIL	0
26	1	TO_2	threat	0	TO_2	Outdoor	WO_7	W175	wwBATON	Outdoor31	cliff	outdoor_cliff.jpg	outdoor	natural	2
27	1	F	threat	0	F	FOIL	F_9	W8	wwKILT	FOIL	FOIL	FOIL	FOIL	FOIL	0
28	1	TO_2	threat	0	TO_2	Outdoor	WO_11	W210	wwAPPLE	Outdoor80	lift_bridge	outdoor_lift_bridge.jpg	outdoor	manmade	2
29	1	TI_4	threat	0	TI_4	Indoor	WI_4	W174	wwTRAY	Indoor42	classroom	indoor_classroom.jpg	indoor	indoor	4
30	1	TI_2	threat	0	TI_2	Indoor	WI_1	W211	wwTROPHY	Indoor98	pulpit	indoor_pulpit.jpg	indoor	indoor	2
31	1	TO_4	threat	0	TO_4	Outdoor	WO_8	W145	wwBIBLE	Outdoor5	athletic_field	outdoor_athletic_field.jpg	outdoor	manmade	4
32	1	TI_4	threat	0	TI_4	Indoor	WI_2	W141	wwTORNADO	Indoor66	hospital_room	indoor_hospital_room.jpg	indoor	indoor	4
33	1	F	threat	0	F	FOIL	F_12	W184	wwQUARTER	FOIL	FOIL	FOIL	FOIL	FOIL	0
34	1	TO_2	threat	0	TO_2	Outdoor	WO_9	W100	wwCANARY	Outdoor26	canyon	outdoor_canyon.jpg	outdoor	natural	2
35	1	F	threat	0	F	FOIL	F_6	W89	wwBOAT	FOIL	FOIL	FOIL	FOIL	FOIL	0
36	1	F	threat	0	F	FOIL	F_10	W58	wwPASTE	FOIL	FOIL	FOIL	FOIL	FOIL	0
