index	block	cond	term	ForS	condID	wordID	wordName	imgID	imgName	imgFile	imgType	subType	repType	repCount
1	1	WO	WO	Outdoor	WO_4	W204	wwSAIL	Outdoor94	office_building	outdoor_office_building.jpg	outdoor	manmade	4	1
2	1	WO	WO	Outdoor	WO_14	W134	wwICICLE	Outdoor1	amphitheater	outdoor_amphitheater.jpg	outdoor	manmade	4	1
3	1	WO	WO	Outdoor	WO_9	W95	wwQUAIL	Outdoor118	rock_arch	outdoor_rock_arch.jpg	outdoor	natural	2	1
4	1	WI	WI	Indoor	WI_1	W214	wwWALLET	Indoor24	bedroom	indoor_bedroom.jpg	indoor	indoor	2	1
5	1	WO	WO	Outdoor	WO_12	W146	wwMEDAL	Outdoor30	chalet	outdoor_chalet.jpg	outdoor	manmade	4	1
6	1	WI	WI	Indoor	WI_14	W149	wwOWL	Indoor57	engine_room	indoor_engine_room.jpg	indoor	indoor	4	1
7	1	WO	WO	Outdoor	WO_1	W208	wwSEAWEED	Outdoor14	beach	outdoor_beach.jpg	outdoor	natural	2	1
8	1	WO	WO	Outdoor	WO_10	W80	wwDETECTIVE	Outdoor37	crevasse	outdoor_crevasse.jpg	outdoor	natural	4	1
9	1	WI	WI	Indoor	WI_5	W115	wwHATCHET	Indoor50	cubicle	indoor_cubicle.jpg	indoor	indoor	2	1
10	1	WO	WO	Outdoor	WO_2	W107	wwCRADLE	Outdoor87	moat	outdoor_moat.jpg	outdoor	manmade	4	1
11	1	WI	WI	Indoor	WI_12	W225	wwCUCUMBER	Indoor56	elevator	indoor_elevator.jpg	indoor	indoor	4	1
12	1	WI	WI	Indoor	WI_10	W28	wwMUSTARD	Indoor76	kitchenette	indoor_kitchenette.jpg	indoor	indoor	4	1
13	1	WO	WO	Outdoor	WO_4	W204	wwSAIL	Outdoor94	office_building	outdoor_office_building.jpg	outdoor	manmade	4	2
14	1	WI	WI	Indoor	WI_6	W182	wwWRENCH	Indoor109	stage	indoor_stage.jpg	indoor	indoor	4	1
15	1	WO	WO	Outdoor	WO_10	W80	wwDETECTIVE	Outdoor37	crevasse	outdoor_crevasse.jpg	outdoor	natural	4	2
16	1	WO	WO	Outdoor	WO_14	W134	wwICICLE	Outdoor1	amphitheater	outdoor_amphitheater.jpg	outdoor	manmade	4	2
17	1	WO	WO	Outdoor	WO_6	W234	wwLAMB	Outdoor28	castle	outdoor_castle.jpg	outdoor	manmade	4	1
18	1	WI	WI	Indoor	WI_2	W143	wwWINE	Indoor27	bookstore	indoor_bookstore.jpg	indoor	indoor	4	1
19	1	WI	WI	Indoor	WI_9	W240	wwTABLE	Indoor17	ballroom	indoor_ballroom.jpg	indoor	indoor	2	1
20	1	WO	WO	Outdoor	WO_3	W26	wwSHELL	Outdoor19	botanical_garden	outdoor_botanical_garden.jpg	outdoor	natural	2	1
21	1	WO	WO	Outdoor	WO_13	W6	wwPIGEON	Outdoor42	driving_range	outdoor_driving_range.jpg	outdoor	manmade	2	1
