index,run,trial,onset,duration,cond,subcond,resp,acc,respRT,ISIresp,ISIacc,ISIrespRT
1,1,1,12.0034,1.4993,face,male,NR,0,999.0000,male,1,0.1520
2,1,2,13.5030,1.4982,face,female,NR,0,999.0000,female,1,0.1505
3,1,3,15.0028,1.4987,face,male,male,1,0.4625,NR,0,999.0000
4,1,4,16.5033,1.4978,face,male,male,1,0.4327,NR,0,999.0000
5,1,5,18.0014,1.4999,face,female,female,1,0.4453,NR,0,999.0000
6,1,6,19.5015,1.4990,face,female,NR,0,999.0000,male,0,0.0508
7,1,7,21.0008,1.5002,face,female,male,0,0.4748,NR,0,999.0000
8,1,8,22.5013,1.4994,face,male,male,1,0.4530,NR,0,999.0000
9,1,9,24.0010,1.4998,face,male,NR,0,999.0000,male,1,0.0524
10,1,10,25.5010,1.5001,face,female,female,1,0.4409,NR,0,999.0000
11,1,11,27.0113,10.4897,rest,rest,rest,1,999.0000,NR,1,0.0000
12,1,12,37.5012,1.4991,object,manmade,NR,0,999.0000,manmade,1,0.2505
13,1,13,39.0006,1.5004,object,natural,NR,0,999.0000,natural,1,0.1859
14,1,14,40.5012,1.5000,object,manmade,NR,0,999.0000,manmade,1,0.1758
15,1,15,42.0015,1.4986,object,manmade,NR,0,999.0000,manmade,1,0.1515
16,1,16,43.5003,1.5001,object,natural,NR,0,999.0000,natural,1,0.3372
17,1,17,45.0006,1.5003,object,natural,NR,0,999.0000,manmade,0,0.0725
18,1,18,46.5012,1.5000,object,manmade,NR,0,999.0000,manmade,1,0.2645
19,1,19,48.0015,1.5000,object,natural,NR,0,999.0000,natural,1,0.1612
20,1,20,49.5017,1.4986,object,manmade,NR,0,999.0000,NR,0,999.0000
21,1,21,51.0005,1.5004,object,natural,manmade,0,0.4864,NR,0,999.0000
22,1,22,52.5119,10.4889,rest,rest,rest,1,999.0000,NR,1,0.0000
23,1,23,63.0011,1.5006,place,outdoor,NR,0,999.0000,outdoor,1,0.1753
24,1,24,64.5020,1.4986,place,outdoor,NR,0,999.0000,indoor,0,0.0476
25,1,25,66.0009,1.4994,place,indoor,NR,0,999.0000,indoor,1,0.1168
26,1,26,67.5006,1.4994,place,indoor,indoor,1,0.4672,NR,0,999.0000
27,1,27,69.0003,1.5009,place,outdoor,NR,0,999.0000,indoor,0,0.0218
28,1,28,70.5015,1.4995,place,indoor,NR,0,999.0000,indoor,1,0.0418
29,1,29,72.0012,1.4991,place,outdoor,NR,0,999.0000,outdoor,1,0.1218
30,1,30,73.5006,1.5009,place,outdoor,NR,0,999.0000,outdoor,1,0.1428
31,1,31,75.0017,1.4985,place,indoor,NR,0,999.0000,indoor,1,0.1875
