index	block	cond	shockCond	shockTrial	term	ForS	condID	wordID	wordName	imgID	imgName	imgFile	imgType	subType	repType
1	1	F	threat	0	F	FOIL	F_10	W51	wwEMPEROR	FOIL	FOIL	FOIL	FOIL	FOIL	0
2	1	TI_2	threat	0	TI_2	Indoor	WI_7	W123	wwTWEEZERS	Indoor36	car_interior	indoor_car_interior.jpg	indoor	indoor	2
3	1	F	threat	0	F	FOIL	F_2	W84	wwTROLLEY	FOIL	FOIL	FOIL	FOIL	FOIL	0
4	1	TO_4	threat	0	TO_4	Outdoor	WO_8	W142	wwSUBMARINE	Outdoor42	driving_range	outdoor_driving_range.jpg	outdoor	manmade	4
5	1	F	threat	0	F	FOIL	F_4	W179	wwHOOK	FOIL	FOIL	FOIL	FOIL	FOIL	0
6	1	TO_4	threat	0	TO_4	Outdoor	WO_10	W229	wwLANTERN	Outdoor37	crevasse	outdoor_crevasse.jpg	outdoor	natural	4
7	1	TO_4	threat	0	TO_4	Outdoor	WO_14	W198	wwANT	Outdoor15	watering_hole	outdoor_watering_hole.jpg	outdoor	natural	4
8	1	TI_4	threat	0	TI_4	Indoor	WI_8	W102	wwCLARINET	Indoor114	television_studio	indoor_television_studio.jpg	indoor	indoor	4
9	1	F	threat	0	F	FOIL	F_9	W113	wwFORK	FOIL	FOIL	FOIL	FOIL	FOIL	0
10	1	F	threat	0	F	FOIL	F_6	W44	wwGEESE	FOIL	FOIL	FOIL	FOIL	FOIL	0
11	1	F	threat	0	F	FOIL	F_7	W237	wwTHONG	FOIL	FOIL	FOIL	FOIL	FOIL	0
12	1	TO_2	threat	0	TO_2	Outdoor	WO_3	W212	wwDAMSEL	Outdoor106	phone_booth	outdoor_phone_booth.jpg	outdoor	manmade	2
13	1	TO_2	threat	0	TO_2	Outdoor	WO_5	W75	wwDOVE	Outdoor6	badlands	outdoor_badlands.jpg	outdoor	natural	2
14	1	TI_2	threat	0	TI_2	Indoor	WI_3	W119	wwLIME	Indoor67	hotel_room	indoor_hotel_room.jpg	indoor	indoor	2
15	1	F	threat	0	F	FOIL	F_5	W87	wwNET	FOIL	FOIL	FOIL	FOIL	FOIL	0
16	1	TO_2	threat	0	TO_2	Outdoor	WO_7	W252	wwNIGHTGOWN	Outdoor119	rope_bridge	outdoor_rope_bridge.jpg	outdoor	natural	2
17	1	F	threat	0	F	FOIL	F_1	W127	wwYACHT	FOIL	FOIL	FOIL	FOIL	FOIL	0
18	1	TO_4	threat	0	TO_4	Outdoor	WO_12	W221	wwCOFFEE	Outdoor33	corn_field	outdoor_corn_field.jpg	outdoor	natural	4
19	1	TI_4	threat	0	TI_4	Indoor	WI_12	W118	wwWHEAT	Indoor102	riding_arena	indoor_riding_arena.jpg	indoor	indoor	4
20	1	F	threat	0	F	FOIL	F_14	W128	wwTOAST	FOIL	FOIL	FOIL	FOIL	FOIL	0
21	1	TI_2	threat	0	TI_2	Indoor	WI_9	W186	wwTURTLE	Indoor20	basement	indoor_basement.jpg	indoor	indoor	2
22	1	TO_2	threat	0	TO_2	Outdoor	WO_13	W34	wwFLASK	Outdoor79	lido_deck	outdoor_lido_deck.jpg	outdoor	manmade	2
23	1	F	threat	0	F	FOIL	F_3	W73	wwCEREAL	FOIL	FOIL	FOIL	FOIL	FOIL	0
24	1	TO_2	threat	0	TO_2	Outdoor	WO_9	W86	wwSYRUP	Outdoor39	dam	outdoor_dam.jpg	outdoor	natural	2
25	1	TI_4	threat	0	TI_4	Indoor	WI_2	W206	wwTRIBE	Indoor98	pulpit	indoor_pulpit.jpg	indoor	indoor	4
26	1	F	threat	0	F	FOIL	F_12	W120	wwGORILLA	FOIL	FOIL	FOIL	FOIL	FOIL	0
